b_kyphanta2;Praisiai;;German;;Spanish;;;;;;;;;x
b_argosmod;Argos;;German;;Spanish;;;;;;;;;x
b_argosmod2;Temenion;;German;;Spanish;;;;;;;;;x
b_argosmod3;Elaious;;German;;Spanish;;;;;;;;;x
b_mantineamod;Mantineia;;German;;Spanish;;;;;;;;;x
b_mantineamod2;Prinos;;German;;Spanish;;;;;;;;;x
b_mantineamod3;Orneai;;German;;Spanish;;;;;;;;;x
b_arykanda1;Arykanda;;German;;Spanish;;;;;;;;;x
d_sabinia_adj;Sabine;;German;;Spanish;;;;;;;;;x
PROV2036;Hippo Diarrhytus;;German;;Spanish;;;;;;;;;x# Hippo Diarrhytus - >old Utica will become Thabraca
PROV2037;Utica;;German;;Spanish;;;;;;;;;x
PROV2038;Ureu;;German;;Spanish;;;;;;;;;x
PROV2039;Byssatis;;German;;Spanish;;;;;;;;;x
PROV2041;Hippo Regius;;German;;Spanish;;;;;;;;;x
PROV2042;Thaenae;;German;;Spanish;;;;;;;;;x
PROV2043;Lindos;;German;;Spanish;;;;;;;;;x
PROV2044;Knidos;;German;;Spanish;;;;;;;;;x
PROV2045;Gortyna;;German;;Spanish;;;;;;;;;x
PROV2046;Praisos;;German;;Spanish;;;;;;;;;x
PROV2047;Kos;;German;;Spanish;;;;;;;;;x
PROV2055;Kibyra;;German;;Spanish;;;;;;;;;x
PROV2054;Arykanda;;German;;Spanish;;;;;;;;;x
PROV2053;Termessos;;German;;Spanish;;;;;;;;;x
PROV2056;Kaunos;;German;;Spanish;;;;;;;;;x
b_karpathosmod;Knidos;;German;;Spanish;;;;;;;;;x
b_hadrumentum;Hadrumentum;;German;;Spanish;;;;;;;;;x
b_kerkuane;Kerkuane;;German;;Spanish;;;;;;;;;x
b_hippodiarrhytus;Hippo Diarrhytus;;German;;Spanish;;;;;;;;;x
d_sybaris;Bruttium;;German;;Spanish;;;;;;;;;x
d_kerkuane;Kerkuane;;German;;Spanish;;;;;;;;;x
PROV2040;Seressi;;German;;Spanish;;;;;;;;;x
PROV2048;Soloi;;German;;Spanish;;;;;;;;;x
PROV2049;Amathous;;German;;Spanish;;;;;;;;;x
etruscan_faith_DESC;The Etruscans believed that all of visible creation was the manifestation of divine power. Their pantheon was lead by the trio of Tinia, Uni, and Cel. Menrva later replaced Cel under Greek influence. A highly organised caste of priests led the population through worship by using haruspicy, the inspection of dissected animal organs.;;;;;;;;;;;;;x
king_roman_faith;Consul;King;;German;;Spanish;;;;;;;;;x
duke_punic;Šufet;Chief;;German;;Spanish;;;;;;;;;x
king_punic;King;King;;German;;Spanish;;;;;;;;;x
chauci;Chauci;King;;German;;Spanish;;;;;;;;;x
ampsivarii;Ampsivarii;French;;German;;Spanish;;;;;;;;;x
germanic;Germanic;French;;German;;Spanish;;;;;;;;;x
barony_of_magyar;Walled Village of;Polis of;;German;;Spanish;;;;;;;;;x
county_of_magyar;Villages of;Poleis of;;German;;Spanish;;;;;;;;;x
duchy_of_magyar;Minor Chiefdom of;Émirat de;Emirat von;;Emirato de;;;;;;;;;x
kingdom_of_magyar;Chiefdom;Chiefdom;Chiefdom;Chiefdom;;;;;;;;;x
empire_of_magyar;Kingdom;Kingdom;Chiefdom;Chiefdom;;;;;;;;;x
duke_female_magyar;Chieftess;Chieftess;Emirin;;Emira;;;;;;;;;x
count_female_magyar;Noblewoman;Noblewoman;;German;;Spanish;;;;;;;;;x
baron_female_magyar;Clanswoman;Clanswoman;;German;;Spanish;;;;;;;;;x
GOD_TYR;Tyr;Chieftess;Emirin;;Emira;;;;;;;;;x
germanic_pagan;Tuistic;Queen;;German;;Spanish;;;;;;;;;x
king_female_magyar;High Chieftess;Queen;;German;;Spanish;;;;;;;;;x
temple_baron_magyar;Priest;Priest;;German;;Spanish;;;;;;;;;x
baron_magyar;Tribal Leader;Clansman;;German;;Spanish;;;;;;;;;x
count_magyar;Clansman;Noble;;German;;Spanish;;;;;;;;;x
duke_magyar;Chief;Chief;;German;;Spanish;;;;;;;;;x
king_magyar;High Chief;King;;German;;Spanish;;;;;;;;;x
emperor_magyar;Royal Chief;King;German;Spanish;;;;;;;;;x
nick_the_eunuchnoreq;the Eunuch;King;German;Spanish;;;;;;;;;x
title_appointed_regent_roman;Interrex;Régent désigné;Designierter Regent;; Regente Nombrado;;;;;;;;;x
title_appointed_regent_roman_faith;Interrex;Régent désigné;Designierter Regent;; Regente Nombrado;;;;;;;;;x
REGENT_roman;Interrex;Régent;Regent;;Regente;;;;;;;;;x
REGENT_etruscan;Interrex;Régent;Regent;;Regente;;;;;;;;;x
EGYPTPHARAOH;Pharaoh;Régent;Regent;;Regente;;;;;;;;;x
EGYPTPHARAOH_FEMALE;Great Royal Wife;Régent;Regent;;Regente;;;;;;;;;x
EGYPTPHARAOH_FOA;the Great Pharaoh;Régent;Regent;;Regente;;;;;;;;;x
REGENT_roman_faith;Interrex;Régent;Regent;;Regente;;;;;;;;;x
REGENT_etruscan_faith;Interrex;Régent;Regent;;Regente;;;;;;;;;x
emperor_female_scythian;Royal Chieftess;Queen;;German;;Spanish;;;;;;;;;x
GOD_SERAPIS;Serapis;Queen;;German;;Spanish;;;;;;;;;x
GOD_HARPOCRATES;Harpocrates;Queen;;German;;Spanish;;;;;;;;;x
cult_serapis;Cult of Serapis;Queen;;German;;Spanish;;;;;;;;;x
cult_serapis_DESC;The worship of Serapis occured in Egypt prior to the arrival of the Ptolemies, but the figure of Serapis emerged as a syncretistic deity of the Kemetic Apis and Osiris, and the Hellenic Pluto or Hades. The Ptolemaioi used this syncretism of Kemetic & Olympian beliefs to their advantage, and commited themselves to the role of being divinely-chosen Pharaohs in the eyes of their Egyptian subjects, while not fully severing their ties to the Hellenistic gods. Under the patronage of these Greco-Macedonian rulers, the Cult of Serapis flourished, even though a large number of the common folk retained their more traditional beliefs, the upper-classes and nobility welcomed the worship of Serapis, & a large number of temples, or Serapeum, were built. The Cult continued it's popularity until after the later Roman conquest of Egypt.;Queen;;German;;Spanish;;;;;;;;;x
city_barony_of_greek_group;Polis of;Polis of;;German;;Spanish;;;;;;;;;x
barony_of_greek_group;Polis of;Polis of;;German;;Spanish;;;;;;;;;x
county_of_greek_group;Poleis of;Poleis of;;German;;Spanish;;;;;;;;;x
duchy_of_greek_group;Minor Kingdom of;Émirat de;Emirat von;;Emirato de;;;;;;;;;x
kingdom_of_greek_group;League;Chiefdom;Chiefdom;Chiefdom;;;;;;;;;x
empire_of_greek_group;Empire;Kingdom;Chiefdom;Chiefdom;;;;;;;;;x
duke_female_greek_group;Archoness;Chieftess;Emirin;;Emira;;;;;;;;;x
count_female_greek_group;Magistrate;Noblewoman;;German;;Spanish;;;;;;;;;x
baron_female_greek_group;Noblewoman;Clanswoman;;German;;Spanish;;;;;;;;;x
king_female_greek_group;High Chieftess;Queen;;German;;Spanish;;;;;;;;;x
temple_baron_greek_group;Priest;Priest;;German;;Spanish;;;;;;;;;x
baron_greek_group;Nobleman;Clansman;;German;;Spanish;;;;;;;;;x
count_greek_group;Magistrate;Noble;;German;;Spanish;;;;;;;;;x
duke_greek_group;Tyrant;Chief;;German;;Spanish;;;;;;;;;x
king_greek_group;Tyrant;King;;German;;Spanish;;;;;;;;;x
emperor_greek_group;Hegemon Autokrator;King;German;Spanish;;;;;;;;;x
emperor_female_greek_group;Autokráteira;Queen;;German;;Spanish;;;;;;;;;x
temple_baron_etruscan_faith;Augor;Priest;;German;;Spanish;;;;;;;;;x
temple_baron_orthodox;Seer;Seer;;German;;Spanish;;;;;;;;;x
bm_cimbrianwars;Res Publica Romana;Seer;;German;;Spanish;;;;;;;;;x
BM_CIMBRIANWARS;Res Publica Romana;Seer;;German;;Spanish;;;;;;;;;x
BM_CIMBRIANWARS_DESC;Start of the Cimbrian Wars...Gaius Marius is also alive at this point...need to fix titles etc..just a placeholder for now;Seer;;German;;Spanish;;;;;;;;;x
temple_baron_hellenic_pagan;Priest;Seer;;German;;Spanish;;;;;;;;;x
temple_baron_monophysite;Priest;Seer;;German;;Spanish;;;;;;;;;x
temple_barony_of_lydian_faith;Temple of;Wâli;Wâli;;Valí;;;;;;;;;x
ca_culture_greek_barrack_1_desc;The Free citizens of this city train here in preparation for war and to defend their homes. Hoplites are well-armoured and equipped and are reliable soldiers in battle. They form the bulk of the standing armies of most greek forces.;Wâli;Wâli;;Valí;;;;;;;;;x
ca_culture_greek_barrack_1;Hoplite Training Grounds;Wâli;Wâli;;Valí;;;;;;;;;x
city_county_of_greek_group;City-state of;Grande Cité de;Großstadt;;Ciudad de;;;;;;;;;x
city_county_of_orthodox;City-State of;Grande Cité de;Großstadt;;Ciudad de;;;;;;;;;x
k_puntland;Punt;King;;German;Spanish;;;;;;;;;x
d_turkestan;Aorsi;King;;German;Spanish;;;;;;;;;x
bithynian;Bithynian;King;;German;Spanish;;;;;;;;;x
paphlagonian;Paphlagonian;French;;German;Spanish;;;;;;;;;x
ct_culture_greek_barrack_1;Hoplite Training Grounds;French;;German;Spanish;;;;;;;;;x
ct_culture_greek_barrack_1_desc;the citizenry of this city train here in the greek fashion of hoplons and spears and drill to fight in a phalanx formation.;French;;German;Spanish;;;;;;;;;x
d_boeotians;Boeotian Band;French;;German;Spanish;;;;;;;;;x
STRATAGOS;Strategos;French;;German;Spanish;;;;;;;;;x
STRATAGOS_FOA;my Strategos;French;;German;Spanish;;;;;;;;;x
STRATAGOS_MISTHIOS;Strategos Misthios;French;;German;Spanish;;;;;;;;;x
STRATAGOS_MISTHIOS_FOA;my Misthios;French;;German;Spanish;;;;;;;;;x
HIGHORACLE;Pythia;French;;German;Spanish;;;;;;;;;x
HIGHORACLE_FOA;Divine Pythia;French;;German;Spanish;;;;;;;;;x
PRIEST_GREECE;Priest;French;;German;Spanish;;;;;;;;;x
PRIEST_GREECE_FOA;My Priest;French;;German;Spanish;;;;;;;;;x
PRIEST_GREECE_FEMALE;Priestess;French;;German;Spanish;;;;;;;;;x
d_lycian_mercs;Lycian Spears of Myra;French;;German;Spanish;;;;;;;;;x
d_swenett_spears;Spears of Swenett;French;;German;Spanish;;;;;;;;;x
d_mamertines;Mamertines;French;;German;Spanish;;;;;;;;;x
d_nubian_warriors;Nubian Warriors;French;;German;Spanish;;;;;;;;;x
ca_culture_mesopotamian_statue_1_desc;A statue built to commemorate your family's leadership of your people. Constructed of bronze by skilled artisans it is sure to stand the test of time and add prestige to your name.;Sultan;Sultan;;Sultán;;;;;;;;;x
molossian;Molossian;French;;German;Spanish;;;;;;;;;x
EVTOPTA9991;My captors have led me out of the prison and have thrown me into the mud and dirt amidst a jeering crowd. They suddenly drop several pieces of wood beside me and force me upon it...by the gods...They are going to crucify me!!!!;French;;German;Spanish;;;;;;;;;x
EVTDESC_ReE_0001;the event description?;French;;German;Spanish;;;;;;;;;x
crucified_killed;Crucified;French;;German;Spanish;;;;;;;;;x
crucified_killed_desc; - This character was executed in a most horrendous and painful manner, by being hoisted and nailed against a wooden cross and hanging upon it until death claimed them. In Roman eyes, this method of execution is reserved for those who are held in complete contempt and is considered an extremely shameful way to pass from this world.;French;;German;Spanish;;;;;;;;;x
crucified_killed_death;Crucifixion;French;;German;Spanish;;;;;;;;;x
dilmunite;Dilmunite;French;;German;;Spanish;;;;;;;;;x
e_africa;North Africa;Africa;;German;;Spanish;;;;;;;;;x
d_numidian_horse_mercs;Numidian Horse Company;Africa;;German;;Spanish;;;;;;;;;x
d_punic_hoplites_mercs;Mercenary Punic Nobles;Africa;;German;;Spanish;;;;;;;;;x
GREAT_DUKE;Great Archon;Grand Duc;Großherzog;;Gran Duque;;;;;;;;;x
city_king_phoenician;King;Prince-maire;Prinzregent;;Príncipe Alcalde;;;;;;;;;x
city_duke_phoenician;Noble Magistrate;Maire;Großregent;;Gran Alcalde;;;;;;;;;x
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
senate_party;Senate Party;Opinion de : §Y[GetTitledFirstName]§!;Meinung von §Y[GetTitledFirstName]§!;;Opinión de §Y[GetTitledFirstName]§!;;;;;;;;;x
mesopotamian_government;Mesopotamian;;;;;;;;;;;;;x
mesopotamian_government_desc;Playing as a member of the nobility within a Mesopotamian Government is not entirely dissimilar to a Nobility-based Government - although the concentration of power is the hands of the ruler and his or her upper court, with lower vassals and nobility being at the mercy of a strong central government. The centralization and traditions of this form of government allow for a larger amount of vassal subjects.;;;;;;;;;;;;;x
indian_government;Vedic;;;;;;;;;;;;;x
helvii;Helvii;;;;;;;;;;;;;x
lusatian;Lugian;;;;;;;;;;;;;x
galindis;Galindae;;;;;;;;;;;;;x
aestii;Aestii;;;;;;;;;;;;;x
bastarnae;Bastarnae;;;;;;;;;;;;;x
indian_government_desc;The Vedic-influenced monarch-based system of governance in ancient india was primarily male-centric and saw local lords and kings form absolute monarchies over their subjects. The Indian equivalent of a feudal system of Governance but with less restraints placed upon the lord or king while allowing for religious differences to foster between their subjects.;;;;;;;;;;;;;x
ca_culture_mesopotamian_admin_1;Administrative Complex;;;;;;;;;;;;;x
ca_culture_mesopotamian_admin_1_desc;A feat of Mesopotamian architectural design and administrative capability, this sprawling structure houses scholars and viceroys who toil in earnest to see society led properly.;;;;;;;;;;;;;x
irrational;Irrational;Philosopher;German;;Spanish;;;;;;;;;x
irrational_desc;This character is irrational, and their thinking habits are completely illogical. They often make decisions that are poorly-thought out, or act without any thought at all.;Ce personage est Égoïste et ne pense que pour lui;German;;Spanish;;;;;;;;;x
roman_crucifixion_decision;Order Crucifixion;Philosopher;German;;Spanish;;;;;;;;;x
roman_crucifixion_decision_desc;Have [This.GetTitledFirstName] §Mcrucified§!. This is an extremely brutal way of executing someone and can only be used in specific cases.;Philosopher;German;;Spanish;;;;;;;;;x
#d_divineamun;the Cult of Amun;;;;;;;;;;;;;x
title_godswifeamun;God's Wife of Amun;;;;;;;;;;;;;x
title_godswifeamun_desc;the God's Wife of Amun was a prestigious position in Ancient Egypt held by a priestess who presided over the Cult Temple of Amun in Thebes;;;;;;;;;;;;;x
String_commander;commander;commandant;Kommandant;;comandante;;;;;;;;x
string_commander_roman;Legatus;Kommandant;;comandante;;;;;;;;x

job_marshal_etruscan_faith;Praetor;Grand Vizir;Großwesir;;Gran Visir;;;;;;;;;x
job_treasurer_etruscan_faith;Quaestor;Grand Vizir;Großwesir;;Gran Visir;;;;;;;;;x
job_spiritual_etruscan_faith;Chief Augur;Grand Vizir;Großwesir;;Gran Visir;;;;;;;;;x
ca_culture_babylonian_gardens;Hanging Gardens of Babylon;Commandant;Kommandant;;Comandante;;;;;;;;;x
ca_culture_babylonian_gardens_desc; One of the Wonders of the Ancient World, these Hanging Gardens are a feat of engineering. Several sprawling levels built of brick and stone provide a base for a great and wondrous variety of shrubs, trees, and vines.;Commandant;Kommandant;;Comandante;;;;;;;;;x
emperor_etruscan_faith;Proconsul;Grand Vizir;Großwesir;;Gran Visir;;;;;;;;;x
crucified_killed_death;Crucifixion;Grand Vizir;Großwesir;;Gran Visir;;;;;;;;;x
title_commander_roman;Legatus;Grand Vizir;Großwesir;;Gran Visir;;;;;;;;;x
title_commander_latin;Legatus;Grand Vizir;Großwesir;;Gran Visir;;;;;;;;;x
title_commander_etruscan_faith;Legatus;Grand Vizir;Großwesir;;Gran Visir;;;;;;;;;x
title_commander_roman_faith;Legatus;Grand Vizir;Großwesir;;Gran Visir;;;;;;;;;x
job_marshal_ashurism;Turtanu;Grand Vizir;Großwesir;;Gran Visir;;;;;;;;;x
stargazer;Stargazer;Grand Vizir;Großwesir;;Gran Visir;;;;;;;;;x
stargazer_desc;This character is quite fond of the night sky, and spends their evenings contemplating it's deeper meanings.;Grand Vizir;Großwesir;;Gran Visir;;;;;;;;;x
CB_NAME_SUBDUE_CONQUEST;Subdue Province;Großwesir;;Gran Visir;;;;;;;;;x
EVTDESC_PAC_100;A group of upstarts in the province of [From.GetName] have risen up against their betters and are attempting to overthrow the local ruler in a bid for power!;Grand Vizir;Großwesir;;Gran Visir;;;;;;;;;x
WAR_NAME_SUBDUE_CONQUEST;$ORDER$$FIRST_ADJ$ Subjugation of $OTHER_TITLE$;$ORDER$$FIRST_ADJ$;Großwesir;;Gran Visir;;;;;;;;;x
subdue_county_conquest_desc;§Y[Root.GetTitledFirstName]§! may conquer single border provinces without specific reasons and vassalize their leader, Might makes right. Because there is no justifiable reason aside from expanding your holdings, it costs §YPrestige§! to do so.;Grand Vizir;Großwesir;;Gran Visir;;;;;;;;;x
EVTDESC_PAC_101;The people have risen up in [From.GetName], led by a disgruntled local leader. These people have the nerve to demand independence and desire to rule themselves!;Les paysans dirigés par un ancien soldat mécontent se sont levés à [Root.GetName]. Les rebelles ont le culot de réclamer l'indépendance !;Die Bauern in [From.GetName] proben unter der Führung eines früheren, missmutigen Soldaten den Aufstand. Sie wagen es tatsächlich, ihre Unabhängigkeit zu fordern!;;Los campesinos se han sublevado en [From.GetName], dirigidos por un ex soldado descontento. ¡Los rebeldes tienen el descaro de exigir la independencia!;;;;;;;;;x
EVTOPTA_PAC_100;These upstarts must be crushed!;Maudits traîtres !;Verdammte Verräter!;;¡Malditos Traidores!;;;;;;;;;x
EVTDESC_PAC_119;A group of the angry local populace breaks down my door and streams into the room. It's no use pleading for my life, I will go out fighting!;Un groupe de rebelles enfoncent la porte et se ruent dans la pièce. Inutile de leur demander de m'épargner. Je mourrai en combattant !;Ein Mob von Aufständischen hat meine Tür gesprengt und stürmt in den Raums. Um Gnade zu betteln wäre sinnlos, ich werde kämpfen!;;Una multitud de rebeldes echa abajo la puerta e irrumpe en mi habitación. Es inútil rogar por mi vida, ¡no me queda otra que luchar!;;;;;;;;;x
EVTOPTA_PAC_119;Die you Cowards!!! I will Arrgh!!...;Crevez, bâtards ! Arrgh...;Sterbt, Ihr Schweinehunde! Arrgh...;;¡Morid, bastardos! Arrgh...;;;;;;;;;x
EVTDESC_PAC_1191;A band of local Dissidents killed §Y[From.GetTitledName]§! after taking §Y[FromFrom.GetName]§! in §Y[FromFrom.County.GetName]§!.;Des rebelles ont tué §Y[From.GetTitledName]§! après la prise de §Y[FromFrom.GetName]§! en §Y[FromFrom.County.GetName]§!.;Rebellen töteten §Y[From.GetTitledName]§! nach der Eroberung von §Y[FromFrom.GetName]§! in §Y[FromFrom.County.GetName]§!.;;Los rebeldes han asesinado a §Y[From.GetTitledName]§! después de llevarse a §Y[FromFrom.GetName]§! a §Y[FromFrom.County.GetName]§!.;;;;;;;;;x
ct_culture_roman_barrack_1;Legio Barracks;Oscan;;German;;Spanish;;;;;;;;;x
ct_culture_roman_barrack_1_desc;These barracks form the foundation of Roman and Latin infantry's drilling and fighting habits, leading to large numbers of men being trained to fight efficiently and with purpose.;Oscan;;German;;Spanish;;;;;;;;;x
ca_culture_african_1;African Elephant Pens;Oscan;;German;;Spanish;;;;;;;;;x
title_legatus;Legatus;French;;German;;Spanish;;;;;;;;;x
title_legatus_desc;appoint this character as a §YLegatus§!, a powerful and prestigious military rank.;French;;German;;Spanish;;;;;;;;;x
legatus;Legatus;French;;German;;Spanish;;;;;;;;;x
legatus_desc;The rank of §YLegatus§! is extremely pretigious and powerful, being of Senatorial rank and equivalent to a modern general. A §YLegatus§! outranks all military §Ytribunes§! and is entitled to lead entire Legions.;French;;German;;Spanish;;;;;;;;;x
euphonious;Dulcet;French;;German;;Spanish;;;;;;;;;x
euphonious_desc;This character's natural voice and tone is pleasant to the ears, and puts those who hear it at ease.;French;;German;;Spanish;;;;;;;;;x 
orator;Orator;French;;German;;Spanish;;;;;;;;;x
orator_desc;This character's is known for their speaking and oration skills, and are able to convey their ideas and ambitions fluidly through speech.;French;;German;;Spanish;;;;;;;;;x
wrestler;Wrestler;French;;German;;Spanish;;;;;;;;;x
wrestler_desc;This character is fond of, and is an avid practitioner of wrestling. They train their body and mind for physical competition.;French;;German;;Spanish;;;;;;;;;x  
ruthless;Ruthless;Impitoyable;;;Despiadado;;;;;;;;;x
ruthless_desc;This character believes that the ends justify the means, and will stop at nothing to achieve their goals.;Ce personnage pense que la fin justifie les moyens et ne reculera devant rien pour atteindre ses objectifs.;;;Este personaje cree que el fin justifica los medios, y no parará ante nada hasta conseguir su objetivo.;;;;;;;;;x
honorable;Honorable;Honorable;;;Honorable;;;;;;;;;x
honorable_desc;This character is a firm believer in the importance of duty, mercy, and honor.;Ce personnage croit fermement en l'importance du devoir, de la pitié et de l'honneur.;;;Este personaje es un firme creyente en la importancia del Deber, la Clemencia y el Honor.;;;;;;;;;x
astur;Asturian;French;;German;;Spanish;;;;;;;;;x
armazi;Armazi;French;;German;;Spanish;;;;;;;;;x
gallaeci;Gallaecian;French;;German;;Spanish;;;;;;;;;x
iberian_faith;Iberic;French;;German;;Spanish;;;;;;;;;x
lusitanian_faith;Lusitanian;French;;German;;Spanish;;;;;;;;;x
lusitanian_faith_DESC;Lusitanian deities heavily influenced all of the religious practices in western Iberia, namely also in Gallaecia. They mingled with Roman deities after Lusitania was conquered. Of particular importance and popularity were a number of deities among whom the most important was Endovelicus (god of healing). Other gods of the pantheon include Nabia (goddess of water) and Trebaruna (goddess of home and families).;French;;German;;Spanish;;;;;;;;;x
gallaecian;Gallaecian;French;;German;;Spanish;;;;;;;;;x
lusitani;Lusitanian;French;;German;;Spanish;;;;;;;;;x
tartessian;Tartessian;French;;German;;Spanish;;;;;;;;;x
seurbi;Seurbian;French;;German;;Spanish;;;;;;;;;x
cantabri;Cantabrian;French;;German;;Spanish;;;;;;;;;x
celtiberian;Celtiberian;French;;German;;Spanish;;;;;;;;;x
caristii;Caristian;French;;German;;Spanish;;;;;;;;;x
vascone;Vascone;French;;German;;Spanish;;;;;;;;;x
senonii;Senonian;French;;German;;Spanish;;;;;;;;;x
indigete;Indigete;French;;German;;Spanish;;;;;;;;;x
pictonii;Pictonian;French;;German;;Spanish;;;;;;;;;x
santonii;Santonian;French;;German;;Spanish;;;;;;;;;x
cavarii;Cavarian;French;;German;;Spanish;;;;;;;;;x
semnoni;Semnonian;French;;German;;Spanish;;;;;;;;;x
marcomanni;Marcomannian;French;;German;;Spanish;;;;;;;;;x
getae;Getae;French;;German;;Spanish;;;;;;;;;x
job_chancellor_greek_group;Magistros;Chancelier;Kanzler ;;Canciller;;;;;;;;;x
job_marshal_greek_group;Strategos;Maréchal;Marschall;;Mariscal;;;;;;;;;x
job_treasurer_greek_group;Oikonomos;Intendant;Verwalter;;Mayordomo;;;;;;;;;x
job_spymaster_greek_group;Katáskopos;Maître-Espion;Agentenführer;;Maestro de Espías;;;;;;;;;x
ROMANCONSUL;Consul;Maire;Großregent;;Gran Alcalde;;;;;;;;;x
ROMANCONSUL_FOA;Your Excellency;Maire;Großregent;;Gran Alcalde;;;;;;;;;x
