#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
EVTDESC_EU4CUL_21;The Arabic people in [Root.GetName] have formed a Najdi identity.;Le peuple arabe dans [ Root.GetName ] ont formé une identité Najdi.;Die arabischen Menschen in [ Root.GetName ] haben eine Najdi Identität gebildet.;;El pueblo árabe en [ Root.GetName ] han formado una identidad de Najdi.;;;;;;;;;x;
EVTOPTA_EU4CUL_21;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_22;The Arabic people in [Root.GetName] have formed a Yemeni identity.;Le peuple arabe dans [ Root.GetName ] ont formé une identité yéménite.;Die arabischen Menschen in [ Root.GetName ] haben eine jemenitische Identität gebildet.;;El pueblo árabe en [ Root.GetName ] han formado una identidad yemení.;;;;;;;;;x;
EVTOPTA_EU4CUL_22;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_23;The Arabic people in [Root.GetName] have formed an Omani identity.;Le peuple arabe dans [ Root.GetName ] ont formé une identité omanaise.;Die arabischen Menschen in [ Root.GetName ] haben eine Omanische Identität gebildet.;;El pueblo árabe en [ Root.GetName ] han formado una identidad de Omán.;;;;;;;;;x;
EVTOPTA_EU4CUL_23;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_24;The Persian people in [Root.GetName] have formed a Luri identity.;Le peuple persan dans [ Root.GetName ] ont formé une identité Luri.;Die persischen Menschen in [ Root.GetName ] haben eine Luri Identität gebildet.;;Las personas persas en [ Root.GetName ] han formado una identidad de Luri.;;;;;;;;;x;
EVTOPTA_EU4CUL_24;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_25;The Persian people in [Root.GetName] have formed a Mazandarani identity.;Le peuple persan dans [ Root.GetName ] ont formé une identité Mazandarani.;Die persischen Menschen in [ Root.GetName ] haben eine Mazandarani Identität gebildet.;;Las personas persas en [ Root.GetName ] han formado una identidad de Mazandarani.;;;;;;;;;x;
EVTOPTA_EU4CUL_25;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_26;The Persian people in [Root.GetName] have formed a Khorasani identity.;Le peuple persan dans [ Root.GetName ] ont formé une identité Khorasani.;Die persischen Menschen in [ Root.GetName ] haben eine Khorasani Identität gebildet.;;Las personas persas en [ Root.GetName ] han formado una identidad de Khorasani.;;;;;;;;;x;
EVTOPTA_EU4CUL_26;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_27;The Slavic people in [Root.GetName] have formed a Macedonian identity.;Les peuples slaves dans [ Root.GetName ] ont formé une identité macédonienne.;Die Slawen in [ Root.GetName ] haben eine mazedonische Identität gebildet.;;Los pueblos eslavos en [ Root.GetName ] han formado una identidad macedonia.;;;;;;;;;x;
EVTOPTA_EU4CUL_27;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_28;The Slavic people in [Root.GetName] have formed a Montenegrin identity.;Les peuples slaves dans [ Root.GetName ] ont formé une identité monténégrine.;Die Slawen in [ Root.GetName ] haben eine Montenegros Identität gebildet.;;Los pueblos eslavos en [ Root.GetName ] han formado una identidad de Montenegro.;;;;;;;;;x;
EVTOPTA_EU4CUL_28;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_29;The Slavic people in [Root.GetName] have formed an Albanian identity.;Les peuples slaves dans [ Root.GetName ] ont formé une identité albanaise.;Die Slawen in [ Root.GetName ] haben eine albanische Identität gebildet.;;Los pueblos eslavos en [ Root.GetName ] han formado una identidad albanesa.;;;;;;;;;x;
EVTOPTA_EU4CUL_29;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_30;The Slavic people in [Root.GetName] have formed a Bosniak identity.;Les peuples slaves dans [ Root.GetName ] ont formé une identité bosnienne.;Die Slawen in [ Root.GetName ] haben eine Bosniak Identität gebildet.;;Los pueblos eslavos en [ Root.GetName ] han formado una identidad bosnio.;;;;;;;;;x;
EVTOPTA_EU4CUL_30;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_31;The Slavic people in [Root.GetName] have formed a Slovene identity.;Les peuples slaves dans [ Root.GetName ] ont formé une identité slovène.;Die Slawen in [ Root.GetName ] haben eine slowenische Identität gebildet.;;Los pueblos eslavos en [ Root.GetName ] han formado una identidad eslovena.;;;;;;;;;x;
EVTOPTA_EU4CUL_31;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_32;The Italian people in [Root.GetName] have formed a Maltese identity.;The Italian people in [Root.GetName] have formed a Maltese identity.;The Italian people in [Root.GetName] have formed a Maltese identity.;;The Italian people in [Root.GetName] have formed a Maltese identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_32;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_33;The Italian people in [Root.GetName] have formed a Sicilian identity.;The Italian people in [Root.GetName] have formed a Sicilian identity.;The Italian people in [Root.GetName] have formed a Sicilian identity.;;The Italian people in [Root.GetName] have formed a Sicilian identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_33;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_34;The Italian people in [Root.GetName] have formed a Neapolitan identity.;The Italian people in [Root.GetName] have formed a Neapolitan identity.;The Italian people in [Root.GetName] have formed a Neapolitan identity.;;The Italian people in [Root.GetName] have formed a Neapolitan identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_34;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_35;The Italian people in [Root.GetName] have formed a Sardinian identity.;The Italian people in [Root.GetName] have formed a Sardinian identity.;The Italian people in [Root.GetName] have formed a Sardinian identity.;;The Italian people in [Root.GetName] have formed a Sardinian identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_35;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_36;The Italian people in [Root.GetName] have formed an Umbrian identity.;The Italian people in [Root.GetName] have formed an Umbrian identity.;The Italian people in [Root.GetName] have formed an Umbrian identity.;;The Italian people in [Root.GetName] have formed an Umbrian identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_36;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_37;The Italian people in [Root.GetName] have formed a Tuscan identity.;The Italian people in [Root.GetName] have formed a Tuscan identity.;The Italian people in [Root.GetName] have formed a Tuscan identity.;;The Italian people in [Root.GetName] have formed a Tuscan identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_37;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_38;The Italian people in [Root.GetName] have formed a Ligurian identity.;The Italian people in [Root.GetName] have formed a Ligurian identity.;The Italian people in [Root.GetName] have formed a Ligurian identity.;;The Italian people in [Root.GetName] have formed a Ligurian identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_38;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_39;The Italian people in [Root.GetName] have formed a Piedmontese identity.;The Italian people in [Root.GetName] have formed a Piedmontese identity.;The Italian people in [Root.GetName] have formed a Piedmontese identity.;;The Italian people in [Root.GetName] have formed a Piedmontese identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_39;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_40;The Italian people in [Root.GetName] have formed a modernized Lombard identity.;The Italian people in [Root.GetName] have formed a modernized Lombard identity.;The Italian people in [Root.GetName] have formed a modernized Lombard identity.;;The Italian people in [Root.GetName] have formed a modernized Lombard identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_40;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_41;The Italian people in [Root.GetName] have formed a Venetian identity.;The Italian people in [Root.GetName] have formed a Venetian identity.;The Italian people in [Root.GetName] have formed a Venetian identity.;;The Italian people in [Root.GetName] have formed a Venetian identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_41;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_42;The Italian people in [Root.GetName] have formed a Romagnan identity.;The Italian people in [Root.GetName] have formed a Romagnan identity.;The Italian people in [Root.GetName] have formed a Romagnan identity.;;The Italian people in [Root.GetName] have formed a Romagnan identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_42;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_43;The varied peoples in [Root.GetName] have unified to form a Swiss identity.;The varied peoples in [Root.GetName] have unified to form a Swiss identity.;The varied peoples in [Root.GetName] have unified to form a Swiss identity.;;The varied peoples in [Root.GetName] have unified to form a Swiss identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_43;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_44;The Germanic peoples in [Root.GetName] have unified to form a Swabian identity.;The Germanic peoples in [Root.GetName] have unified to form a Swabian identity.;The Germanic peoples in [Root.GetName] have unified to form a Swabian identity.;;The Germanic peoples in [Root.GetName] have unified to form a Swabian identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_44;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_45;The Germanic peoples in [Root.GetName] have unified to form a Bavarian identity.;The Germanic peoples in [Root.GetName] have unified to form a Bavarian identity.;The Germanic peoples in [Root.GetName] have unified to form a Bavarian identity.;;The Germanic peoples in [Root.GetName] have unified to form a Bavarian identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_45;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_46;The Germanic peoples in [Root.GetName] have unified to form an Austrian identity.;The Germanic peoples in [Root.GetName] have unified to form an Austrian identity.;The Germanic peoples in [Root.GetName] have unified to form an Austrian identity.;;The Germanic peoples in [Root.GetName] have unified to form an Austrian identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_46;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_47;The Germanic peoples in [Root.GetName] have unified to form a Franconian identity.;The Germanic peoples in [Root.GetName] have unified to form a Franconian identity.;The Germanic peoples in [Root.GetName] have unified to form a Franconian identity.;;The Germanic peoples in [Root.GetName] have unified to form a Franconian identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_47;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_48;The Germanic peoples in [Root.GetName] have unified to form a Rhenish identity.;The Germanic peoples in [Root.GetName] have unified to form a Rhenish identity.;The Germanic peoples in [Root.GetName] have unified to form a Rhenish identity.;;The Germanic peoples in [Root.GetName] have unified to form a Rhenish identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_48;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_49;The Germanic peoples in [Root.GetName] have unified to form a Westphalian identity.;The Germanic peoples in [Root.GetName] have unified to form a Westphalian identity.;The Germanic peoples in [Root.GetName] have unified to form a Westphalian identity.;;The Germanic peoples in [Root.GetName] have unified to form a Westphalian identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_49;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_50;The fusion of Slavic and Germanic peoples in [Root.GetName] have formed a new Saxon identity.;The fusion of Slavic and Germanic peoples in [Root.GetName] have formed a new Saxon identity.;The fusion of Slavic and Germanic peoples in [Root.GetName] have formed a new Saxon identity.;;The fusion of Slavic and Germanic peoples in [Root.GetName] have formed a new Saxon identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_50;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_51;The fusion of Slavic and Germanic peoples in [Root.GetName] have formed a new Pomeranian identity.;The fusion of Slavic and Germanic peoples in [Root.GetName] have formed a new Pomeranian identity.;The fusion of Slavic and Germanic peoples in [Root.GetName] have formed a new Pomeranian identity.;;The fusion of Slavic and Germanic peoples in [Root.GetName] have formed a new Pomeranian identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_51;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_52;The fusion of Slavic and Germanic peoples in [Root.GetName] have formed a new Prussian identity.;The fusion of Slavic and Germanic peoples in [Root.GetName] have formed a new Prussian identity.;The fusion of Slavic and Germanic peoples in [Root.GetName] have formed a new Prussian identity.;;The fusion of Slavic and Germanic peoples in [Root.GetName] have formed a new Prussian identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_52;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_53;The people in [Root.GetName] have formed a new Icelandic identity.;The people in [Root.GetName] have formed a new Icelandic identity.;The people in [Root.GetName] have formed a new Icelandic identity.;;The people in [Root.GetName] have formed a new Icelandic identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_53;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_54;Celtic peoples in [Root.GetName] have formed a new Highlander identity.;Celtic peoples in [Root.GetName] have formed a new Highlander identity.;Celtic peoples in [Root.GetName] have formed a new Highlander identity.;;Celtic peoples in [Root.GetName] have formed a new Highlander identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_54;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_55;The Celtic people in [Root.GetName] have formed a new Cornish identity.;The Celtic people in [Root.GetName] have formed a new Cornish identity.;The Celtic people in [Root.GetName] have formed a new Cornish identity.;;The Celtic people in [Root.GetName] have formed a new Cornish identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_55;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_56;The people in [Root.GetName] have formed a new Tuareg identity.;The people in [Root.GetName] have formed a new Tuareg identity.;The people in [Root.GetName] have formed a new Tuareg identity.;;The people in [Root.GetName] have formed a new Tuareg identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_56;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_57;The people in [Root.GetName] have formed a new Songhai identity.;The people in [Root.GetName] have formed a new Songhai identity.;The people in [Root.GetName] have formed a new Songhai identity.;;The people in [Root.GetName] have formed a new Songhai identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_57;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_58;The people in [Root.GetName] have formed a new Bambara identity.;The people in [Root.GetName] have formed a new Bambara identity.;The people in [Root.GetName] have formed a new Bambara identity.;;The people in [Root.GetName] have formed a new Bambara identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_58;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_59;The people in [Root.GetName] have formed a new Bozo identity.;The people in [Root.GetName] have formed a new Bozo identity.;The people in [Root.GetName] have formed a new Bozo identity.;;The people in [Root.GetName] have formed a new Bozo identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_59;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_60;The people in [Root.GetName] have formed a new Soninke identity.;The people in [Root.GetName] have formed a new Soninke identity.;The people in [Root.GetName] have formed a new Soninke identity.;;The people in [Root.GetName] have formed a new Soninke identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_60;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_61;The people in [Root.GetName] have formed a new Mossi identity.;The people in [Root.GetName] have formed a new Mossi identity.;The people in [Root.GetName] have formed a new Mossi identity.;;The people in [Root.GetName] have formed a new Mossi identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_61;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_62;The people in [Root.GetName] have formed a new Malian identity.;The people in [Root.GetName] have formed a new Malian identity.;The people in [Root.GetName] have formed a new Malian identity.;;The people in [Root.GetName] have formed a new Malian identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_62;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_63;The people in [Root.GetName] have formed a new Transylvanian identity.;The people in [Root.GetName] have formed a new Transylvanian identity.;The people in [Root.GetName] have formed a new Transylvanian identity.;;The people in [Root.GetName] have formed a new Transylvanian identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_63;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_64;The people in [Root.GetName] have joined the Vlach identity.;The people in [Root.GetName] have joined the Vlach identity.;The people in [Root.GetName] have joined the Vlach identity.;;The people in [Root.GetName] have joined the Vlach identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_64;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_65;The people in [Root.GetName] have joined the Hungarian identity.;The people in [Root.GetName] have joined the Hungarian identity.;The people in [Root.GetName] have joined the Hungarian identity.;;The people in [Root.GetName] have joined the Hungarian identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_65;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
EVTDESC_EU4CUL_66;The people in [Root.GetName] have formed a new Moldovan identity.;The people in [Root.GetName] have formed a new Moldovan identity.;The people in [Root.GetName] have formed a new Moldovan identity.;;The people in [Root.GetName] have formed a new Moldovan identity.;;;;;;;;;x;
EVTOPTA_EU4CUL_66;Interesting...;Intéressant...;Intéressant...;;Interesante...;;;;;;;;;x;
