b_egyprova3;Mer-Neferet;French;German;;Spanish;;;;;;;;;x
PROV2137;Sesheshet;French;German;;Spanish;;;;;;;;;x
b_egyprovc1;Ibshek;French;German;;Spanish;;;;;;;;;x
b_lindosmod;Lindos;French;German;;Spanish;;;;;;;;;x
b_lindosmod1;Monolithos;French;German;;Spanish;;;;;;;;;x
b_thasosmod;Thassos;French;German;;Spanish;;;;;;;;;x
b_pelagonia1;Tripolitis;French;German;;Spanish;;;;;;;;;x
b_pelagonia2;Azorus;French;German;;Spanish;;;;;;;;;x
b_pelagonia3;Styberra;French;German;;Spanish;;;;;;;;;x
temple_baron_mithraic;Priest;French;German;;Spanish;;;;;;;;;x
wonder_temple_artemis_desc;One of the Seven Ancient Wonders of the World, the Temple of Artemis was originally built during the Bronze Age and due to floods and an act of Arson was rebuilt twice by the Ephesians and also received funding from Croesus of Lydia.;Égyptienne;Ägyptischer;;Egipcia;;;;;;;;;x
b_egyprovc2;Ipsambul;French;German;;Spanish;;;;;;;;;x
d_parthian_band;Blades of Parthava;French;German;;Spanish;;;;;;;;;x
admiral;Admiral;French;German;;Spanish;;;;;;;;;x
d_scythian_horse;Scythian Riders;French;German;;Spanish;;;;;;;;;x
b_egyprovc3;Per-Seshem;French;German;;Spanish;;;;;;;;;x
e_egypt_adj;Egyptian;Égyptienne;Ägyptischer;;Egipcia;;;;;;;;;x
PROV2138;Antiphrai;French;German;;Spanish;;;;;;;;;x
b_wsais1;Kheimo;French;German;;Spanish;;;;;;;;;x
b_wsais2;Taposiris;French;German;;Spanish;;;;;;;;;x
b_wsais3;Akhet;French;German;;Spanish;;;;;;;;;x
BM_THE_26th_dynasty; 653 B.C. - The 26th Dynasty of Egypt;Égyptienne;Ägyptischer;;Egipcia;;;;;;;;;x
BM_THE_26th_dynasty_DESC;§BIt is 101 AUC (653BC) , Pharaoh Psamtik I has just reunited the Twin Kingdoms of Egypt and thrown out the Assyrian conquerers... Egypt is again united under a Pharaoh... will the Saite dynasty be able to consolidate power and stabilize the land of the double crowns? The Assyrian Empire has been bested by it's former client kingdom, will the High King Ashurbanipal strike back? or has a new dawn come? signifying to the other client kingdoms that Assyria's grip may be slipping.... Choose your role in these turbulent times and play as either a humble nobleman, prince, or a King§!;Égyptienne;Ägyptischer;;Egipcia;;;;;;;;;x
nubian;Nubian;Nubian;German;;Spanish;;;;;;;;;x
PROV1712;Scolacium;French;German;;Spanish;;;;;;;;;x
PROV2132;The Nile;French;German;;Spanish;;;;;;;;;x
PROV2133;The Nile;French;German;;Spanish;;;;;;;;;x
PROV2134;The Nile;French;German;;Spanish;;;;;;;;;x
d_saka;Saka;French;German;;Spanish;;;;;;;;;x
GOD_Taranis;Taranis;French;German;;Spanish;;;;;;;;;x
dumnonii;Dumnonian;French;German;;Spanish;;;;;;;;;x
durotriges;Durotrigan;French;German;;Spanish;;;;;;;;;x
d_saka_adj;Sakai;French;German;;Spanish;;;;;;;;;x
newsaka;Saka;French;German;;Spanish;;;;;;;;;x
c_don_portage;Pravoberezhnoye;French;German;;Spanish;;;;;;;;;x
c_beni_yanni;Cartili;French;German;;Spanish;;;;;;;;;x
c_orania;Arsennaria;French;German;;Spanish;;;;;;;;;x
b_hipponion;Hipponion;French;German;;Spanish;;;;;;;;;x
d_qartan;Qartan;French;German;;Spanish;;;;;;;;;x
d_aeolia;Aeolia;French;German;;Spanish;;;;;;;;;x
PHYTHIA;Phythia;French;German;;Spanish;;;;;;;;;x
d_aeolia_adj;Aeolian;French;German;;Spanish;;;;;;;;;x
d_troas;Troás;French;German;;Spanish;;;;;;;;;x
nick_the_elderMOD;the Elder;French;German;;Spanish;;;;;;;;;x
wonder_apadana_palace;Royal Apadana;French;German;;Spanish;;;;;;;;;x
wonder_assyrian_library;Royal Libary of Aššurbanipal;French;German;;Spanish;;;;;;;;;x
wonder_assyrian_library_desc;A great stone library built to house the gigantic collection of clay tablets and texts gathered by Aššurbanipal...;French;German;;Spanish;;;;;;;;;x
b_tjenu2;Senmut;French;German;;Spanish;;;;;;;;;x
b_tjenu;Psoï;French;German;;Spanish;;;;;;;;;x
b_tjenu3;Philae;French;German;;Spanish;;;;;;;;;x
b_edfumod;Djeba;French;German;;Spanish;;;;;;;;;x
b_edfu2;Great Temple of Horus ;French;German;;Spanish;;;;;;;;;x
b_edfu3;Behdet;French;German;;Spanish;;;;;;;;;x
d_troad_adj;Troás;French;German;;Spanish;;;;;;;;;x
d_qartan_adj;Qartan;French;German;;Spanish;;;;;;;;;x
nick_the_youngerMOD;the Younger;French;German;;Spanish;;;;;;;;;x
k_numidia;Numidia;French;German;;Spanish;;;;;;;;;x
k_numidia_adj;Numidian;French;German;;Spanish;;;;;;;;;x
GOD_GEBELEZIS;Gebelezis;French;German;;Spanish;;;;;;;;;x
GOD_SABAZIOS;Sabazios;French;German;;Spanish;;;;;;;;;x
GOD_AMESEMI;Amesemi;French;German;;Spanish;;;;;;;;;x
GOD_APEDEMAK;Apedemak;French;German;;Spanish;;;;;;;;;x
GOD_BASTET;Bastet;French;German;;Spanish;;;;;;;;;x
GOD_OSIRIS;Osiris;French;German;;Spanish;;;;;;;;;x
GOD_MAAT;Ma'at;French;German;;Spanish;;;;;;;;;x
newalan;Alan;French;German;;Spanish;;;;;;;;;x
nick_of_cius;of Cius;Nubian;German;;Spanish;;;;;;;;;x
d_aria;Aria;French;German;;Spanish;;;;;;;;;x
d_aria_adj;Arian;French;German;;Spanish;;;;;;;;;x
d_caria;Caria;French;German;;Spanish;;;;;;;;;x
d_caria_adj;Carian;French;German;;Spanish;;;;;;;;;x
d_raeti;Raeti;French;German;;Spanish;;;;;;;;;x
TEST1_TOOLTIP;§YThis§! is §Gthe§! TEST1 TOOLTIP HERE!;French;German;;Spanish;;;;;;;;;x
TEST1_TOOLTIP_DELAYED;§YThis§! is the TEST1 TOOLTIP §GDELAYED§! !;French;German;;Spanish;;;;;;;;;x
TEST2_TOOLTIP;TEST 2 TOOLPROOOOOOF;French;German;;Spanish;;;;;;;;;x
TEST2_TOOLTIP_DELAYED;TEST 2 TOOLPROOOOOOF;French;German;;Spanish;;;;;;;;;x
CUSTOM_UNREST_TOOLTIP;§YProvincial Unrest§!;French;German;;Spanish;;;;;;;;;x
CUSTOM_SUPPLY_TOOLTIP;§YProvince Supply§!;French;German;;Spanish;;;;;;;;;x
CUSTOM_TERRAIN_TITLE;Province Terrain;French;German;;Spanish;;;;;;;;;x
CUSTOM_PROVINCE_CULTURE;§YProvince Culture§!;French;German;;Spanish;;;;;;;;;x
CUSTOM_PROVINCE_CULTURE_DELAYED;The dominant population of a province is displayed here, this dominant culture of a province will likely affect the culture of characters born there.;French;German;;Spanish;;;;;;;;;x
CUSTOM_PROVINCE_RELIGION;§YProvince Religion§!;French;German;;Spanish;;;;;;;;;x
CUSTOM_PROVINCE_RELIGION_DELAYED;The religion of the populace is likely to affect the religion of characters born in the province.;French;German;;Spanish;;;;;;;;;x
CUSTOM_DEJURE_TOOLTIP;§YTraditional De Jure§!;French;German;;Spanish;;;;;;;;;x
CUSTOM_DEJURE_TOOLTIP_DELAYED;Provinces are categorized into traditional units in-game which represent as much as possible their traditional or historical entities.;French;German;;Spanish;;;;;;;;;x
CUSTOM_CONTROL_TOOLTIP;§YProvince Ownership§!;French;German;;Spanish;;;;;;;;;x
CUSTOM_CONTROL_TOOLTIP_DELAYED;This indicates the current overall ruler of this location, indicating, from the smallest visible flag to the largest, which state is in control of the province.;French;German;;Spanish;;;;;;;;;x
## For Cultural Modifiers have the format like so -> mesopotamian_culture_modifier;§BMesopotamian (Culture)§!; !
#
b_selinus;Selinous;French;German;;Spanish;;;;;;;;;x
c_selinus_adj;Selinuntine;French;German;;Spanish;;;;;;;;;x
c_lilybaeum;Lilybaeum;French;German;;Spanish;;;;;;;;;x
c_lilybaeum_adj;Lilybaean;French;German;;Spanish;;;;;;;;;x
b_lilybaeum;Lilybaeum;French;German;;Spanish;;;;;;;;;x
c_soluntum;Solóeis;French;German;;Spanish;;;;;;;;;x
b_soluntum;Solóeis;French;German;;Spanish;;;;;;;;;x
d_blemmyia;Blemmia;French;German;;Spanish;;;;;;;;;x
b_berenike;Shashirît;French;German;;Spanish;;;;;;;;;x
d_herui;Harawî;French;German;;Spanish;;;;;;;;;x
d_herui_adj;Harawî;French;German;;Spanish;;;;;;;;;x
b_gebtu2;Iushenshen;French;German;;Spanish;;;;;;;;;x
b_gebtu;Gebtu;French;German;;Spanish;;;;;;;;;x
b_ombos;Nbwt;French;German;;Spanish;;;;;;;;;x
b_iunet;Iunet;French;German;;Spanish;;;;;;;;;x
c_myoshormos_adj;Hormosite;French;German;;Spanish;;;;;;;;;x
b_myoshormos;Tââou;French;German;;Spanish;;;;;;;;;x 
c_myoshormos;Tââou;French;German;;Spanish;;;;;;;;;x 
b_alqusair;Thagho;French;German;;Spanish;;;;;;;;;x 
d_ipu;Ma-hedj;French;German;;Spanish;;;;;;;;;x 
PROV2092;Tjenu;French;German;;Spanish;;;;;;;;;x 
PROV2093;Djeba;French;German;;Spanish;;;;;;;;;x 
saite_line;Noble Blood of Sais;French;German;;Spanish;;;;;;;;;x 
b_alqusair2;Drepanum;French;German;;Spanish;;;;;;;;;x 
PROV2013;Lilybaeum;French;German;;Spanish;;;;;;;;;x
PROV2014;Selinous;French;German;;Spanish;;;;;;;;;x
PROV2015;Heraclea Minoa;French;German;;Spanish;;;;;;;;;x
PROV2016;Omphake;French;German;;Spanish;;;;;;;;;x
PROV2017;Gela;French;German;;Spanish;;;;;;;;;x
PROV2018;Kamarina;French;German;;Spanish;;;;;;;;;x
PROV2019;Leontinoi;French;German;;Spanish;;;;;;;;;x
PROV2020;Tauromeniom;French;German;;Spanish;;;;;;;;;x
b_tauromenium;Tauromeniom;French;German;;Spanish;;;;;;;;;x
c_tauromenium;Tauromeniom;French;German;;Spanish;;;;;;;;;x
c_berenike;Shashirît;French;German;;Spanish;;;;;;;;;x
PROV2021;Tyndarion;French;German;;Spanish;;;;;;;;;x
PROV2022;Haluntium;French;German;;Spanish;;;;;;;;;x
PROV2023;Himera;French;German;;Spanish;;;;;;;;;x
PROV2024;Solóeis;French;German;;Spanish;;;;;;;;;x
PROV2025;Pánormos;French;German;;Spanish;;;;;;;;;x
PROV2026;Segesta;French;German;;Spanish;;;;;;;;;x
PROV2027;Elymia;French;German;;Spanish;;;;;;;;;x
PROV2030;Shashirît;French;German;;Spanish;;;;;;;;;x
PROV2031;Gebtu;French;German;;Spanish;;;;;;;;;x
PROV2032;Nbwt;French;German;;Spanish;;;;;;;;;x
PROV2033;Tââou;French;German;;Spanish;;;;;;;;;x
mesopotamian_culture_modifier;Mesopotamian (§BCulture§!);French;German;;Spanish;;;;;;;;;x
CUSTOM_SUPPLY_TOOLTIP_DELAYED;The supply total indicates the total amount of supplies available in this province to provide lodgings & feed troops, if province supply is insufficient, attrition will affect any hostile forces present.;French;German;;Spanish;;;;;;;;;x
CUSTOM_UNREST_TOOLTIP_DELAYED;The populace of a province may resist your rule and eventually rise up in open revolt if dissatisfaction grows too high. Unrest may be increased by a variety of factors including cultural or religious differences, military occupation, or natural disasters such as disease or famine.;French;German;;Spanish;;;;;;;;;x
GOD_ILLYRIAN;Malesocus;French;German;;Spanish;;;;;;;;;x
GOD_SENTONA;Sentona;French;German;;Spanish;;;;;;;;;x
GOD_URARTIAN;Haldi;French;German;;Spanish;;;;;;;;;x
title_assyrian_grand_vizier;Sukkallu Rabi’u;French;German;;Spanish;;;;;;;;;x
GOD_EIA;Eia;French;German;;Spanish;;;;;;;;;x
GOD_IRIA;Iria;French;German;;Spanish;;;;;;;;;x
GOD_ICA;Ica;French;German;;Spanish;;;;;;;;;x
GOD_BORIA;Boria;French;German;;Spanish;;;;;;;;;x
GOD_BINDUS;Bindus;French;German;;Spanish;;;;;;;;;x
d_raeti_adj;Raetii;French;German;;Spanish;;;;;;;;;x
d_djesdjes;Djesdjes;French;German;;Spanish;;;;;;;;;x
d_djesdjes_adj;Djesdjes;French;German;;Spanish;;;;;;;;;x
PLAY;Play;French;German;;Spanish;;;;;;;;;x
tochari;Tocharian;French;German;;Spanish;;;;;;;;;x
d_nabatea;Nabataean Kingdom;French;German;;Spanish;;;;;;;;;x
d_nabatea_adj;Nabataean;French;German;;Spanish;;;;;;;;;x
shia_caliphate_rising_desc;A Pretender Pharaoh Rising in [Title.GetBaseName] is at war over their claim to wear the sacred §YSekhemti§!, only one true Pharaoh can remain by the end of this conflict.;Instauration du califat chiite en [Title.GetBaseName];Aufstieg des Shi'a-Kalifats in [Title.GetBaseName];;Califato Chií subiendo en [Title.GetBaseName];;;;;;;;;x
tocharian_shamanism;Tocharism;French;German;;Spanish;;;;;;;;;x
mithraic;Mithraic;French;German;;Spanish;;;;;;;;;x
k_delian_league;Delian league;French;German;;Spanish;;;;;;;;;x
akkadian;Akkadian;French;German;;Spanish;;;;;;;;;x
nick_the_second;II;French;German;;Spanish;;;;;;;;;x
nick_the_exile;the Exile;French;German;;Spanish;;;;;;;;;x
DEATH_MURDERED_BY_PIRATES;murdered by pirates;est mort des mains de l'assassin;starb durch die Hände der Assassinen;;murió a manos de los hassasin;;;;;;;;;x;
city_count_roman;Governor;Seigneur-Maire;Oberbürgermeister;;Gran Alcalde;;;;;;;;;x
city_count_latin;Governor;Seigneur-Maire;Oberbürgermeister;;Gran Alcalde;;;;;;;;;x
nick_the_third;III;French;German;;Spanish;;;;;;;;;x
nick_the_fourth;IV;French;German;;Spanish;;;;;;;;;x
nick_the_fifth;V;French;German;;Spanish;;;;;;;;;x
nick_the_sixth;VI;French;German;;Spanish;;;;;;;;;x
nick_the_eunich;The Eunuch;French;German;;Spanish;;;;;;;;;x
nick_of_rhodos;of Rhodos;French;German;;Spanish;;;;;;;;;x
nick_of_caria;of Caria;French;German;;Spanish;;;;;;;;;x
scordisci;Scordisci;French;German;;Spanish;;;;;;;;;x
roman_government;Roman Republic;French;German;;Spanish;;;;;;;;;x
roman_government_DESC;The Early form of the Republic, lasting until about the reign of Augustus which ushered in the Principate or Imperial system.;French;German;;Spanish;;;;;;;;;x
akkadian_DESC;The Ancient beliefs of Mesopotamia continued on in many forms until the arrival of Christianity in Mesopotamia proper during the common era. The many deities and originally independant city-states led to a Henotheistic belief system in which many gods were recognized and worshipped. The most prominent of the Akkadian/Mesopotamian deities were Marduk, Ishtar, Sîn, Samash, and Anu.;French;German;;Spanish;;;;;;;;;x                        ;French;German;;Spanish;;;;;;;;;x
armazi_DESC;The God Armazi is believed to be a fusion of the ancient Hittite & Luwian beliefs, and the worship of Ahura Mazda and the local deity Arma. Influences of Ahura Mazda would have carried over from the Avestan faiths, while the local Anatolian deity, Arma was then combined and over time a Pantheon of Urartian deities developed.;French;German;;Spanish;;;;;;;;;x
spartan;Spartan;French;German;;Spanish;;;;;;;;;x
GOD_ARMA;Arma;French;German;;Spanish;;;;;;;;;x
title_vacabara;Vaçabara;French;German;;Spanish;;;;;;;;;x
title_varusanha;Varušânhâ;French;German;;Spanish;;;;;;;;;x
GOD_ISHTAR;Ishtar;French;German;;Spanish;;;;;;;;;x
GOD_ARMAZI;Armazi;French;German;;Spanish;;;;;;;;;x
GOD_KUSUH;Kusuh;French;German;;Spanish;;;;;;;;;x
GOD_KASKU;Kasku;French;German;;Spanish;;;;;;;;;x
GOD_SAMASH;Samash;French;German;;Spanish;;;;;;;;;x
GOD_ANU;Anu;French;German;;Spanish;;;;;;;;;x
k_peloponnese;Peloponnesian League;French;German;;Spanish;;;;;;;;;x
avesta;Zend-Avesta;French;German;;Spanish;;;;;;;;;x
LOAD;Load;French;German;;Spanish;;;;;;;;;x
iberian_group;Iberian;French;German;;Spanish;;;;;;;;;x
ambiani;Ambianian;French;German;;Spanish;;;;;;;;;x
aquitani_group;Aquitanian;French;German;;Spanish;;;;;;;;;x
c_taron;Masuwari;Taronienne;Taronischer;;Taroniano;;;;;;;;;x
d_libya;Libya;Libya;German;;Spanish;;;;;;;;;x
REL_LOVER_FEMALE;Lover;Libya;German;;Spanish;;;;;;;;;x
REL_LOVER_MALE;Lover;Libya;German;;Spanish;;;;;;;;;x
GOD_BABYLONIAN;Marduk;Libya;German;;Spanish;;;;;;;;;x
controls_sais_thebes;Controls Dmi en Hor & Thebes;Libya;German;;Spanish;;;;;;;;;x
d_kassala;Napata;Napata;German;;Spanish;;;;;;;;;x
east_african_group;East African;East African;German;;Spanish;;;;;;;;;x
east_african_pagan;East African;East African Pagan;German;;Spanish;;;;;;;;;x
east_african_pagan_DESC;East African religion is a blanket term for the diverse pagan beliefs of the tribes of North-East Africa. Ancestor worship, animism and totemistic shamanism dominate, but there also various numbers of gods & spirits. Defining features in-game:\n§Y*§! Can declare Subjugation Wars against all other pagans\n§Y*§! Rulers are limited to Gavelkind Succession\n§Y*§! Rulers cannot declare Holy Wars\n§Y*§! Inferior at conversion and vulnerable to non-pagan missionaries\n§Y*§! Defensive bonuses in West African Pagan counties\n§Y*§!;La religion ouest-africaine est un terme qui recouvre les diverses croyances païennes des tribus de l'Afrique de l'Ouest sub-saharienne. Le culte des ancêtres, l'animisme et le chamanisme totémique y dominent, mais on y trouve aussi divers panthéons. Dans le jeu :\n§Y*§! Peuvent piller les voisins pour obtenir un butin\n§Y*§! Les non-païens qui ont peu de moyens techniques ont une très basse limite de stock dans les comtés païens\n§Y*§! Peuvent déclarer des guerres d'assujettissement à tous les autres païens \n§Y*§! Les dirigeants n'ont accès qu'à la succession Gavelkind\n§Y*§! Les dirigeants ne peuvent déclarer de guerres saintes\n§Y*§! Inférieurs en conversion et vulnérables aux missionnaires non-païens\n§Y*§! Bonus défensifs pour les comtés ouest-africains païens\n§Y*§! La foi païenne ouest-africaine peut être réformée;Westafrikanische Religion ist ein Oberbegriff für die vielfältigen, heidnischen Glaubensvorstellungen der westafrikanischen Völker südlich der Sahara. Vorfahrenverehrung, Animismus und Schamanismus sind vorherrschend, aber es gibt auch mehrere Götterpantheone. Bestimmende Merkmale im Spiel: \n§Y*§!Kann Nachbarn überfallen und plündern\n§Y*§! Nicht-Heiden haben eine sehr geringere Maximal-Versorgung in heidnischen Regionen\n§Y*§!Kann Unterwerfungskriege gegen alle anderen Heiden ausrufen\n§Y*§!Herrscher sind beschränkt auf Gavelkind-Erbfolge\n§Y*§!Herrscher können keine Heiligen Kriege ausrufen\n§Y*§!Unterlegene Konvertierung und anfällig für nicht-heidnische Missionare\n§Y*§!Verteidigungsboni in heidnischen westafrikanischen Regionen\n§Y*§!Das westafrikanische Heidentum kann reformiert werden;;La Religión Africana Occidental es un término general para las diversas creencias paganas de las tribus de África Subsahariana Occidental. El culto a los antepasados??, el animismo y el chamanismo totémico dominan, pero también diversos panteones de dioses. Definiendo características del juego:\n§Y*§! Puede atacar a los vecinos por el botín\n§Y*§! Los no-paganos con baja tecnología tienen un Límite de Suministro muy bajo en los países Paganos\n§Y*§! Pueden declarar Guerras de Subyugación contra todos los otros paganos \n§Y*§! Los gobernantes están limitados a la Sucesión Gavelkind\n§Y*§! Los gobernantes no pueden declarar Guerras Santas\n§Y*§! Inferior en conversión y vulnerable a los misioneros no-paganos\n§Y*§! Bonificaciones defensivas en países Paganos del África Occidental\n§Y*§! La fe Africana Occidental Pagana se puede Reformar;;;;;;;;;x
kushite;Kushite;Kushite;German;;Spanish;;;;;;;;;x
title_court_proxenos;Proxenos;French;German;;Spanish;;;;;;;;;x
title_court_proxenos_desc;The Proxenos is appointed with the responsibility of hosting foreign Dignitaries and Ambassadors during their visits at the court. It is a prestigious position and best reserved for those with an open mind and cordial mannerisms.;French;German;;Spanish;;;;;;;;;x
kushite_faith;Kushitic;Kushite;German;;Spanish;;;;;;;;;x
d_kushite_faith;High Priest;Kushite;German;;Spanish;;;;;;;;;x
d_east_african_pagan;Great Shaman;Kushite;German;;Spanish;;;;;;;;;x
kushite_faith_DESC;The Kushite faith is very similar to the Egyptian faith and has been heavily influenced by it for hundreds of years, which has resulted in a fusion of the southern Kushite peoples beliefs and their northern Egyptian neighbors. Deities worshipped include Amon, Amesemi, and Apedemak. Defining features in-game:\n§Y*§! There is no one religious figurehead for the faith.\n§Y*§! Rulers cannot declare Holy Wars\n§Y*§! Can declare Subjugation Wars against all other pagans;Kushite;German;;Spanish;;;;;;;;;x
phoenician_faith;Phoenician;Phoenician;Phoenician;;Spanish;;;;;;;;;x
phoenician_faith_DESC;The Phoenician Faith is a polytheistic faith which is derived from the early faiths of the Levant. Many gods and goddesses where worshipped in the Pantheon of deities and the customs varied from place to place but were uniform in their establishment of many deities.;Phoenician;Phoenician;;Spanish;;;;;;;;;x
GOD_BAAL;Ba'al Hammon;Phoenician;Phoenician;;Spanish;;;;;;;;;x
GOD_TANIT;Tanit;Tanit;Phoenician;;Spanish;;;;;;;;;x
COURTIER_FEMALE_CAP;Courtier;Tanit;Phoenician;;Spanish;;;;;;;;;x
COURTIER_MALE_CAP;Courtier;Tanit;Phoenician;;Spanish;;;;;;;;;x
AKKADIAN;Akkadian;French;German;;Spanish;;;;;;;;;x
GOD_ETRUSCAN;Tinia;Phoenician;Phoenician;;Spanish;;;;;;;;;x
GOD_ASTARTE;Astarte;Phoenician;Phoenician;;Spanish;;;;;;;;;x
temple_baron_urartian_faiths;Priests;Phoenician;Phoenician;;Spanish;;;;;;;;;x
temple_baron_urartian_faith;Priest;Phoenician;Phoenician;;Spanish;;;;;;;;;x
d_urartian_faith;Urartian High Priesthood;Phoenician;Phoenician;;Spanish;;;;;;;;;x
GOD_KHALDI;Shivini;Phoenician;Phoenician;;Spanish;;;;;;;;;x
GOD_ARTINIS;Artinis;Phoenician;Phoenician;;Spanish;;;;;;;;;x
GOD_SHARIS;Sharis;Phoenician;Phoenician;;Spanish;;;;;;;;;x
GOD_SHELARTISH;Shelartish;Phoenician;Phoenician;;Spanish;;;;;;;;;x
GOD_MARIS;Maris;Phoenician;Phoenician;;Spanish;;;;;;;;;x
d_turgay;Turgærtæ;French;German;;Spanish;;;;;;;;;x
b_samos1;Samos;French;German;;Spanish;;;;;;;;;x
b_kosmod;Kos;French;German;;Spanish;;;;;;;;;x
COMPL_UNBENDING;Unbending;Phoenician;Phoenician;;Spanish;;;;;;;;;x
GOD_MENRVA;Menrva;Phoenician;Phoenician;;Spanish;;;;;;;;;x
GOD_JUNO;Juno;Phoenician;Phoenician;;Spanish;;;;;;;;;x
GOD_LUSNA;Lusna;Phoenician;Phoenician;;Spanish;;;;;;;;;x
puru;Puru;Phoenician;Phoenician;;Spanish;;;;;;;;;x
cherusci;Cherusci;Phoenician;Phoenician;;Spanish;;;;;;;;;x
d_cilian_band;Cilician Band;Phoenician;Phoenician;;Spanish;;;;;;;;;x
GOD_ASHUR;Ashur;Phoenician;Phoenician;;Spanish;;;;;;;;;x
GOD_TARGON;Targon;Phoenician;Phoenician;;Spanish;;;;;;;;;x
GREAT_RIGHT_WAR;Rightious and Holy WAR;Phoenician;Phoenician;;Spanish;;;;;;;;;x
PRIEST2;Priest;Priest;Priest;;Spanish;;;;;;;;;x
TUTORIAL_DISABLED;§YDisabled:§! The tutorial is not compatible with Pharaohs & Consuls. Please relaunch CKII without any mods enabled if you wish to play the tutorial.;"§YDisabled:§! Le didacticiel n'est pas compatible avec ce mod. Si vous voulez découvrir le didacticiel/tutoriel, lancez la version de base (""vanilla"") de CK2.";;;;;;;;;;;;x
d_thapsus;Thapsus;Thapsus;Thapsus;;Spanish;;;;;;;;;x
e_mesopotamia;Mesopotamia;Phoenician;Phoenician;;Spanish;;;;;;;;;x
b_pergamum;Pergamon;Phoenician;Phoenician;;Spanish;;;;;;;;;x
b_elaeamod;Elaea;Phoenician;Phoenician;;Spanish;;;;;;;;;x
e_mesopotamia_adj;Mesopotamian;Phoenician;Phoenician;;Spanish;;;;;;;;;x
d_thapsus_adj_punic;Carthaginian;Thapsus;Thapsus;;Spanish;;;;;;;;;x
d_motya;Motya;Thapsus;Thapsus;;Spanish;;;;;;;;;x
d_motya_adj;Motyan;Thapsus;Thapsus;;Spanish;;;;;;;;;x
phoenician;Phoenician;Phoenician;Phoenician;;Spanish;;;;;;;;;x
punic;Punic;Punic;Punic;;Spanish;;;;;;;;;x
e_syria;Syria;Punic;Punic;;Spanish;;;;;;;;;x
d_adanawa;Quwê;Punic;Punic;;Spanish;;;;;;;;;x
e_iberia;Iberia;Punic;Punic;;Spanish;;;;;;;;;x
devotee_ishtar;Devotee of Ishtar;Punic;Punic;;Spanish;;;;;;;;;x
devotee_ashur;Devotee of Ashur;Punic;Punic;;Spanish;;;;;;;;;x
devotee_ishtar_DESC;This character has devoted themselves to the Sumerian deity Ishtar, who was also known as Inanna in Sumerian sources. Worship of her dates back to the Epic of Gilgamesh and her father is the Nanna, the Mesopotamian Moon diety.;Punic;Punic;;Spanish;;;;;;;;;x
