#event_name;Text used within the event;;;;;;;;;;;;x


EB_bae_rational_0001_A;All hail [This.GetTitledNameWithNick]!!!;;;;;;;;;;;;x

EB_bae_sinner_0001;Having a personality that goes directly against the teachings of the church, you and your ancestors will have a place in the deepest dungeons of hell.;;;;;;;;;;;;x
EB_bae_sinner_0001_A;A life without pleasure, is worse than hell...;;;;;;;;;;;;x

EB_bae_virtue_0001;A truly pious person ,you are a model [This.Religion.GetName] ruler. Heaven awaits you and your ancestors.;;;;;;;;;;;;x
EB_bae_virtue_0001_A;Amen.;;;;;;;;;;;;x

EB_bae_western_europe_conqueror_0001;You have made your realm grow and encompass all of Western Europe. Your military achievements are comparable, to those of Great Roman Emperors.;;;;;;;;;;;;x
EB_bae_western_europe_conqueror_0001_A;I will unite the world under my banner!!!;;;;;;;;;;;;x

EB_bae_northern_europe_conqueror_0001;You have made your realm grow and encompass all of Northern Europe. Your military achievements are comparable, to those of Great Roman Emperors.;;;;;;;;;;;;x
EB_bae_northern_europe_conqueror_0001_A;I will unite the world under my banner!!!;;;;;;;;;;;;x

EB_bae_eastern_europe_conqueror_0001;You have made your realm grow and encompass all of Eastern Europe. Your military achievements are comparable, to those of Great Roman Emperors.;;;;;;;;;;;;x
EB_bae_eastern_europe_conqueror_0001_A;I will unite the world under my banner!!!;;;;;;;;;;;;x

EB_bae_southern_europe_conqueror_0001;You have made your realm grow and encompass all of Southern Europe. Your military achievements are comparable, to those of Great Roman Emperors.;;;;;;;;;;;;x
EB_bae_southern_europe_conqueror_0001_A;I will unite the world under my banner!!!;;;;;;;;;;;;x

EB_bae_western_steppes_conqueror_0001;You have made your realm grow and encompass all of Western Steppes. Your military achievements are comparable, to those of Great Roman Emperors.;;;;;;;;;;;;x
EB_bae_western_steppes_conqueror_0001_A;I will unite the world under my banner!!!;;;;;;;;;;;;x

EB_bae_north_africa_conqueror_0001;You have made your realm grow and encompass all of North Africa. Your military achievements are comparable, to those of Great Roman Emperors.;;;;;;;;;;;;x
EB_bae_north_africa_conqueror_0001_A;I will unite the world under my banner!!!;;;;;;;;;;;;x

EB_bae_south_africa_conqueror_0001;You have made your realm grow and encompass all of West, East and Central Africa. Your military achievements are comparable, to those of Great Roman Emperors.;;;;;;;;;;;;x
EB_bae_south_africa_conqueror_0001_A;I will unite the world under my banner!!!;;;;;;;;;;;;x

EB_bae_middle_east_conqueror_0001;You have made your realm grow and encompass all of the Near East amd Persia. Your military achievements are comparable, to those of Great Roman Emperors.;;;;;;;;;;;;x
EB_bae_middle_east_conqueror_0001_A;I will unite the world under my banner!!!;;;;;;;;;;;;x

EB_bae_central_asia_conqueror_0001;You have made your realm grow and encompass all of the Himalayas, Eastern Steppes and the Tarim Basin. Your military achievements are comparable, to those of Great Roman Emperors.;;;;;;;;;;;;x
EB_bae_central_asia_conqueror_0001_A;I will unite the world under my banner!!!;;;;;;;;;;;;x

EB_bae_india_conqueror_0001;You have made your realm grow and encompass all of India. Your military achievements are comparable, to those of Roman Emperors.;;;;;;;;;;;;x
EB_bae_india_conqueror_0001_A;I will unite the world under my banner!!!;;;;;;;;;;;;x

EB_bae_africa_great_conqueror_0001;You have made your realm grow to such a size, encompassing all of Africa, rivaling even the Chinese Empire in land area, population and wealth. Alexander the Great, would be jealous of your accomplishments.;;;;;;;;;;;;x
EB_bae_africa_great_conqueror_0001_A;I will unite the world under my banner!!!;;;;;;;;;;;;x

EB_bae_europe_great_conqueror_0001;You have made your realm grow to such a size, encompassing all of Europe, rivaling even the Chinese Empire in land area, population and wealth. Alexander the Great, would be jealous of your accomplishments.;;;;;;;;;;;;x
EB_bae_europe_great_conqueror_0001_A;I will unite the world under my banner!!!;;;;;;;;;;;;x

EB_bae_steppe_great_conqueror_0001;You have made your realm grow to such a size, encompassing all of the Steppes, rivaling even the Chinese Empire in land area and population. Alexander the Great, would be jealous of your accomplishments.;;;;;;;;;;;;x
EB_bae_steppe_great_conqueror_0001_A;I will unite the world under my banner!!!;;;;;;;;;;;;x

EB_bae_central_asia_great_conqueror_0001;You have made your realm grow to such a size, encompassing all of the India and the Himalayas, rivaling even the Chinese Empire in land area, population and wealth. Alexander the Great, would be jealous of your accomplishments.;;;;;;;;;;;;x
EB_bae_central_asia_great_conqueror_0001_A;I will unite the world under my banner!!!;;;;;;;;;;;;x

EB_bae_middle_east_great_conqueror_0001;You have made your realm grow to such a size, encompassing all of the Near East, Persia and Asia Minor, rivaling even the Chinese Empire in land area, population and wealth. Alexander the Great, would be jealous of your accomplishments.;;;;;;;;;;;;x
EB_bae_middle_east_great_conqueror_0001_A;I will unite the world under my banner!!!;;;;;;;;;;;;x

EB_bae_schismatic_0001;Driven by your greed of power, you are responsible for the schism of the Catholic Church. Your actions have reduced the power of the Pope, damaging the reputation of the office.;;;;;;;;;;;;x
EB_bae_schismatic_0001_A;My realm, my rules!;;;;;;;;;;;;x

EB_bae_self_crowned_0001;In this blatant show of greed, arrogance and ambition, you have shown that nothing stands between you and your glory.;;;;;;;;;;;;x
EB_bae_self_crowned_0001_A;All hail [This.GetTitledNameWithNick]!!!;;;;;;;;;;;;x

EB_bae_fertile_0001;You are known for your lustful ways, having as many as 30 children! Taking special care for all his children, you are a model [This.GetFatherMother].;;;;;;;;;;;;x
EB_bae_fertile_0001_A;I hope the best for all my children...;;;;;;;;;;;;x

EB_bae_lawmaker_0001;Bringing your people out of the old ways and introducing them to civilization, you will be remembered, for you accomplished a great feat towards empowering your realm.;;;;;;;;;;;;x
EB_bae_lawmaker_0001_A;All hail [This.GetTitledNameWithNick]!!!;;;;;;;;;;;;x

EB_bae_uniter_of_kingdoms_0001;Under your banner, The Isles now belong to the [Thi.GetAdjective] crown. Your accomplishments of diplomacy, warfare and development will be remembered through the ages.;;;;;;;;;;;;x
EB_bae_uniter_of_kingdoms_0001_A;All hail [This.GetTitledNameWithNick]!!!;;;;;;;;;;;;x

EB_bae_glorious_0001;Under an extremely short amount of time, you managed to build a mighty empire, starting your reign only ruling a few settlements. Your military victories are comparable to those of Alexander The Great. As such, your name will live on through the ages, giving inspiration to new generations of Great Conquerors.;;;;;;;;;;;;x
EB_bae_glorious_0001_A;All hail [This.GetTitledNameWithNick]!!!;;;;;;;;;;;;x

EB_bae_lasting_dynasty_0001;The [This.GetOnlyDynastyName] Dynasty has been on the forefront of politics in Europe for multiple generations, marking their name in the history books.;;;;;;;;;;;;x
EB_bae_lasting_dynasty_0001_A;All hail the [This.GetOnlyDynastyName] Dynasty!!!;;;;;;;;;;;;x

EB_bae_prester_0001;You have managed to reach the lands which Prester John, a legendary Christian patriarch, likely ruled. Now, you can claim Prester John's holyness!;;;;;;;;;;;;x
EB_bae_prester_0001_A;All hail [This.GetTitledNameWithNick]!!!;;;;;;;;;;;;x

EB_bae_russian_hegemon_0001;After countless battles against enemy tribes, hordes and feudal overlords, you have managed to unite the Russian Lands and proclaim yourself the first Tsar of Russia.;;;;;;;;;;;;x
EB_bae_russian_hegemon_0001_A;All hail [This.GetTitledNameWithNick]!!!;;;;;;;;;;;;x

EB_bae_holy_protector_0001;You have managed to have the most important holy sites of the Abrahamic religions under your realm. The religious world will never be the same again.;;;;;;;;;;;x
EB_bae_holy_protector_0001_A;I will unite the world under my banner!!!;;;;;;;;;;;;x

EB_bae_great_pentarch_0001;You have managed to have the most important holy sites of Orthodox Christianity under your realm. Orthodoxy is stronger than ever!;;;;;;;;;;;;x
EB_bae_great_pentarch_0001_A;I will unite the world under my religion!!!;;;;;;;;;;;;x

#EB_bae_new_augustus_0001;You have managed to reclaim some of the previous glory of The Roman Empire, and ressurect the Greatest Empire that has ever existed.;;;;;;;;;;;;x
#EB_bae_new_augustus_0001_A;I will unite the world under my religion!!!;;;;;;;;;;;;x

EB_bae_restorer_of_the_empire_0001;You have managed to reclaim all of the glory of The Roman Empire, and make it once again, the Greatest Empire that has ever existed.;;;;;;;;;;;;x
EB_bae_restorer_of_the_empire_0001_A;I will unite the world under my religion!!!;;;;;;;;;;;;x

EB_bae_prophesied_0001;You have become the new prophet of the Zoroastrian people. Truly, a great, pious and respected religious leader, bringing Zoroastrianism on the forefront of religions in the Middle East.;;;;;;;;;;;;x
EB_bae_prophesied_0001_A;All hail [This.GetTitledNameWithNick]!!!;;;;;;;;;;;;x

EB_bae_kingdom_of_david_0001;You have managed to accomplish a feat which many of your ancestors could only dream about: bringing the Promised Land back to it's people, and making it the stronghold of Judaism.;;;;;;;;;;;;x
EB_bae_kingdom_of_david_0001_A;I will make Judaism Great!;;;;;;;;;;;;x
