#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

###Han
king_shatuo;Wang;Wang;Wang;;Wang;;;;;;;;;x
king_female_shatuo;Wanghou;Wanghou;Wanghou;;Wanghou;;;;;;;;;x
king_title_queen_mother_female_shatuo;Wangtaihou;;;;;;;;;;;;;x
emperor_shatuo;Huangdi;Huangdi;Huangdi;;Huangdi;;;;;;;;;x
emperor_female_shatuo;Huanghou;;;;;;;;;;;;;x
emperor_title_queen_mother_female_shatuo;Huangtaihou;Huangtaihou;Huangtaihou;;Huangtaihou;;;;;;;;;x
title_prince_shatuo;Wangzi;;;;;;;;;;;;;x
title_prince_female_shatuo;Gongzhu;;;;;;;;;;;;;x
emperor_title_prince_shatuo;Huangzi;;;;;;;;;;;;;x

city_barony_of_shatuo;Xian;;;;;;;;;;;;;x
county_shatuo;Prefecture;;;;;;;;;;;;;x
county_of_shatuo;Prefecture of;;;;;;;;;;;;;x
duchy_shatuo;Circuit;;;;;;;;;;;;;x
duchy_of_shatuo;Circuit of;;;;;;;;;;;;;x

###Tuhun
baron_tuhun;Ling;Ling;Ling;;Ling;;;;;;;;;x
baron_female_tuhun;Furen;Furen;Furen;;Furen;;;;;;;;;x
count_tuhun;Cishi;Cishi;Cishi;;Cishi;;;;;;;;;x
count_female_tuhun;Furen;Furen;Furen;;Furen;;;;;;;;;x
duke_tuhun;Jiedushi;Jiedushi;Jiedushi;;Jiedushi;;;;;;;;;x
duke_female_tuhun;Furen;Furen;Furen;;Furen;;;;;;;;;x
king_tuhun;Wang;Wang;Wang;;Wang;;;;;;;;;x
king_female_tuhun;Wanghou;Wanghou;Wanghou;;Wanghou;;;;;;;;;x
king_title_queen_mother_female_tuhun;Wangtaihou;;;;;;;;;;;;;x
emperor_tuhun;Huangdi;Huangdi;Huangdi;;Huangdi;;;;;;;;;x
emperor_female_tuhun;Huanghou;;;;;;;;;;;;;x
emperor_title_queen_mother_female_tuhun;Huangtaihou;Huangtaihou;Huangtaihou;;Huangtaihou;;;;;;;;;x
title_prince_tuhun;Wangzi;;;;;;;;;;;;;x
title_prince_female_tuhun;Gongzhu;;;;;;;;;;;;;x
emperor_title_prince_tuhun;Huangzi;;;;;;;;;;;;;x

city_barony_of_tuhun;Xian;;;;;;;;;;;;;x
county_tuhun;Prefecture;;;;;;;;;;;;;x
county_of_tuhun;Prefecture of;;;;;;;;;;;;;x
duchy_tuhun;Circuit;;;;;;;;;;;;;x
duchy_of_tuhun;Circuit of;;;;;;;;;;;;;x

###Xianbei
baron_xianbei;Ling;Ling;Ling;;Ling;;;;;;;;;x
baron_female_xianbei;Furen;Furen;Furen;;Furen;;;;;;;;;x
count_xianbei;Cishi;Cishi;Cishi;;Cishi;;;;;;;;;x
count_female_xianbei;Furen;Furen;Furen;;Furen;;;;;;;;;x
duke_xianbei;Jiedushi;Jiedushi;Jiedushi;;Jiedushi;;;;;;;;;x
duke_female_xianbei;Furen;Furen;Furen;;Furen;;;;;;;;;x
king_xianbei;Wang;Wang;Wang;;Wang;;;;;;;;;x
king_female_xianbei;Wanghou;Wanghou;Wanghou;;Wanghou;;;;;;;;;x
king_title_queen_mother_female_xianbei;Wangtaihou;;;;;;;;;;;;;x
emperor_xianbei;Huangdi;Huangdi;Huangdi;;Huangdi;;;;;;;;;x
emperor_female_xianbei;Huanghou;;;;;;;;;;;;;x
emperor_title_queen_mother_female_xianbei;Huangtaihou;Huangtaihou;Huangtaihou;;Huangtaihou;;;;;;;;;x
title_prince_xianbei;Wangzi;;;;;;;;;;;;;x
title_prince_female_xianbei;Gongzhu;;;;;;;;;;;;;x
emperor_title_prince_xianbei;Huangzi;;;;;;;;;;;;;x

city_barony_of_xianbei;Xian;;;;;;;;;;;;;x
county_xianbei;Prefecture;;;;;;;;;;;;;x
county_of_xianbei;Prefecture of;;;;;;;;;;;;;x
duchy_xianbei;Circuit;;;;;;;;;;;;;x
duchy_of_xianbei;Circuit of;;;;;;;;;;;;;x

###Vietnamese
baron_vietnamese;Lenh;Lenh;Lenh;;Lenh;;;;;;;;;x
baron_female_vietnamese;Phu nhan;Phu nhan;Phu nhan;;Phu nhan;;;;;;;;;x
count_vietnamese;Thu su;Thu su;Thu su;;Thu su;;;;;;;;;x
count_female_vietnamese;Phu nhan;Phu nhan;Phu nhan;;Phu nhan;;;;;;;;;x
duke_vietnamese;Tiet do su;Tiet do su;Tiet do su;;Tiet do su;;;;;;;;;x
duke_female_vietnamese;Phu nhan;Phu nhan;Phu nhan;;Phu nhan;;;;;;;;;x
king_vietnamese;Vuong;Vuong;Vuong;;Vuong;;;;;;;;;x
king_female_vietnamese;Vuong hau;Vuong hau;Vuong hau;;Vuong hau;;;;;;;;;x
king_title_queen_mother_female_vietnamese;Vuong thai hau;Vuong thai hau;Vuong thai hau;;Vuong thai hau;;;;;;;;;x
emperor_vietnamese;Hoang de;Hoang de;Hoang de;;HHoang de;;;;;;;;;x
emperor_female_vietnamese;Hoang hau;;;;;;;;;;;;;x
emperor_title_queen_mother_female_vietnamese;Hoang thai hau;Hoang thai hau;Hoang thai hau;;Hoang thai hau;;;;;;;;;x
title_prince_vietnamese;Vuong cu;;;;;;;;;;;;;x
title_prince_female_vietnamese;Cong chua;;;;;;;;;;;;;x
title_prince_vietnamese;Hoang cu;;;;;;;;;;;;;x

city_barony_of_vietnamese;Huyen;;;;;;;;;;;;;x
county_vietnamese;Prefecture;;;;;;;;;;;;;x
county_of_vietnamese;Prefecture of;;;;;;;;;;;;;x
duchy_vietnamese;Circuit;;;;;;;;;;;;;x
duchy_of_vietnamese;Circuit of;;;;;;;;;;;;;x

###Khitan
emperor_title_queen_mother_female_khitan;Tai Hëu;Tai Hëu;Tai Hëu;;Tai Hëu;;;;;;;;;x

count_khitan;SÄƒÂƒÂ»hÄƒÂƒÂ»;;;;;;;;;;;;x
count_female_khitan;Au'ui;;;;;;;;;;;;;x
duke_khitan;Tqosi;;;;;;;;;;;;;x
duke_female_khitan;Pushin;;;;;;;;;;;;;x
king_khitan;Ong;;;;;;;;;;;;;x
king_female_khitan;Ilim;;;;;;;;;;;;;x
emperor_khitan_buddhist;Hong Di;Hong Di;Hong Di;;Hong Di;;;;;;;;;x
emperor_khitan_taoist;Hong Di;Hong Di;Hong Di;;Hong Di;;;;;;;;;x
emperor_khitan_tengri_pagan;Qaghan;Qaghan;Qaghan;;Qaghan;;;;;;;;;x
emperor_female_khitan;Qaghan;Qaghan;Qaghan;;Qaghan;;;;;;;;;x
emperor_female_khitan;Hong Ho;;;;;;;;;;;;;x
nomadic_king_khitan;Irgën;;;;;;;;;;;;;x
nomadic_king_female_khitan;Irgën;;;;;;;;;;;;;x
nomadic_emperor_khitan;Qaghan;;;;;;;;;;;;;x
nomadic_emperor_female_khitan;Neuem;;;;;;;;;;;;;x
tribal_king_khitan;Irgën;;;;;;;;;;;;;x
tribal_king_female_khitan;Irgën;;;;;;;;;;;;;x
tribal_emperor_khitan;Qaghan;;;;;;;;;;;;;x
tribal_emperor_female_khitan;Qaghan;;;;;;;;;;;;;x
emperor_khitan;Hong Di;;;;;;;;;;;;;x
title_prince_khitan;Ong;;;;;;;;;;;;;x
title_prince_female_khitan;Gungju;;;;;;;;;;;;;x

barony_of_khitan;County of;;;;;;;;;;;;;x
county_khitan;Prefecture;;;;;;;;;;;;;x
county_of_khitan;Prefecture of;;;;;;;;;;;;;x
duchy_khitan;Circuit;;;;;;;;;;;;;x
duchy_of_khitan;Circuit of;;;;;;;;;;;;;x

###Qay
emperor_title_queen_mother_female_qay;Tai Hëu;Tai Hëu;Tai Hëu;;Tai Hëu;;;;;;;;;x

count_qay;SÄƒÂƒÂ»hÄƒÂƒÂ»;;;;;;;;;;;;x
count_female_qay;Au'ui;;;;;;;;;;;;;x
duke_qay;Tqosi;;;;;;;;;;;;;x
duke_female_qay;Pushin;;;;;;;;;;;;;x
king_qay;Ong;;;;;;;;;;;;;x
king_female_qay;Ilim;;;;;;;;;;;;;x
emperor_qay_buddhist;Hong Di;Hong Di;Hong Di;;Hong Di;;;;;;;;;x
emperor_qay_taoist;Hong Di;Hong Di;Hong Di;;Hong Di;;;;;;;;;x
emperor_qay_tengri_pagan;Qaghan;Qaghan;Qaghan;;Qaghan;;;;;;;;;x
emperor_female_qay;Qaghan;Qaghan;Qaghan;;Qaghan;;;;;;;;;x
emperor_female_qay;Hong Ho;;;;;;;;;;;;;x
nomadic_king_qay;Irgën;;;;;;;;;;;;;x
nomadic_king_female_qay;Irgën;;;;;;;;;;;;;x
nomadic_emperor_qay;Qaghan;;;;;;;;;;;;;x
nomadic_emperor_female_qay;Neuem;;;;;;;;;;;;;x
tribal_king_qay;Irgën;;;;;;;;;;;;;x
tribal_king_female_qay;Irgën;;;;;;;;;;;;;x
tribal_emperor_qay;Qaghan;;;;;;;;;;;;;x
tribal_emperor_female_qay;Qaghan;;;;;;;;;;;;;x
emperor_qay;Hong Di;;;;;;;;;;;;;x
title_prince_qay;Ong;;;;;;;;;;;;;x
title_prince_female_qay;Gungju;;;;;;;;;;;;;x

barony_of_qay;County of;;;;;;;;;;;;;x
county_qay;Prefecture;;;;;;;;;;;;;x
county_of_qay;Prefecture of;;;;;;;;;;;;;x
duchy_qay;Circuit;;;;;;;;;;;;;x
duchy_of_qay;Circuit of;;;;;;;;;;;;;x

###Tangut
king_tangut;Ne;Ne;Ne;;Ne;;;;;;;;;x
king_female_tangut;Ne;Ne;Ne;;Ne;;;;;;;;;x
emperor_tangut;Ngwyr Dzwy;Ngwyr Dzwy;Ngwyr Dzwy;;Ngwyr Dzwy;;;;;;;;;x
emperor_female_tangut;Ngwyr Dzon;Ngwyr Dzon;Ngwyr Dzon;;Ngwyr Dzon;;;;;;;;;x
emperor_title_queen_mother_female_tangut;Ngwyr Le Dzon;Ngwyr Le Dzon;Ngwyr Le Dzon;;Ngwyr Le Dzon;;;;;;;;;x

job_chancellor_tangut;Bi Mer;Bi Mer;Bi Mer;;Bi Mer;;;;;;;;;x
job_spiritual_tangut;Lhe Dze;Lhe Dze;Lhe Dze;;Lhe Dze;;;;;;;;;x
job_treasurer_tangut;Gnyer;Gnyer;Gnyer;;Gnyer;;;;;;;;;x

###Bohai
count_bohai;Cishi;;;;;;;;;;;;x
count_female_bohai;Buin;;;;;;;;;;;;;x
duke_bohai;Yeoldosa;;;;;;;;;;;;;x
duke_female_bohai;Buin;;;;;;;;;;;;;x
king_bohai;Kaduokpo;;;;;;;;;;;;;x
king_female_bohai;Wanghu;;;;;;;;;;;;;x
emperor_bohai;Hwangje;;;;;;;;;;;;;x
emperor_female_bohai;Hwanghu;;;;;;;;;;;;;x
title_prince_bohai;Wangja;;;;;;;;;;;;;x
title_prince_female_bohai;Gungju;;;;;;;;;;;;;x
emperor_title_prince_bohai;Huwangja;;;;;;;;;;;;;x

barony_of_bohai;County of;;;;;;;;;;;;;x
county_bohai;Prefecture;;;;;;;;;;;;;x
county_of_bohai;Prefecture of;;;;;;;;;;;;;x
duchy_of_bohai;Circuit of;;;;;;;;;;;;;x
