#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
ingredient_herb4;Ingredient: Lemon Grass;;;;;;;;;;;;;;x
ingredient_herb5;Ingredient: Nettles;;;;;;;;;;;;;;x
ingredient_herb6;Ingredient: Wormwood;;;;;;;;;;;;;;x
ingredient_herb7;Ingredient: Valerian;;;;;;;;;;;;;;x
ingredient_herb8;Ingredient: Violet;;;;;;;;;;;;;;x
ingredient_herb9;Ingredient: Yarrow;;;;;;;;;;;;;;x
ingredient_animal1;Ingredient: Gall Bladder;;;;;;;;;;;;;;x
ingredient_animal2;Ingredient: Kidney;;;;;;;;;;;;;;x
ingredient_animal3;Ingredient: Eyeballs;;;;;;;;;;;;;;x
ingredient_animal4;Ingredient: Cloven hooves;;;;;;;;;;;;;;x
ingredient_animal5;Ingredient: Antlers;;;;;;;;;;;;;;x
ingredient_animal6;Ingredient: Snout;;;;;;;;;;;;;;x
ingredient_animal7;Ingredient: Heart;;;;;;;;;;;;;;x
ingredient_animal8;Ingredient: Liver;;;;;;;;;;;;;;x
ingredient_animal9;Ingredient: Intestines;;;;;;;;;;;;;;x
ingredient_metal_exotic1;Ingredient: Silver;;;;;;;;;;;;;;x
ingredient_metal_exotic2;Ingredient: Mercury;;;;;;;;;;;;;;x
ingredient_metal_exotic3;Ingredient: Aqua Regia;;;;;;;;;;;;;;x
ingredient_metal_exotic4;Ingredient: Aqua Fortis;;;;;;;;;;;;;;x
ingredient_metal_exotic5;Ingredient: Sulphur;;;;;;;;;;;;;;x
ingredient_metal_exotic6;Ingredient: Gold;;;;;;;;;;;;;;x
ingredient_metal_exotic7;Ingredient: Copper;;;;;;;;;;;;;;x
ingredient_metal_exotic8;Ingredient: Iron;;;;;;;;;;;;;;x
ingredient_metal_exotic9;Ingredient: Tin;;;;;;;;;;;;;;x
crown_of_majesty_2;The Crown of Majesty (4);;;;;;;;;;;;;;x
emerald_scepter_2;Emerald Scepter (4);;;;;;;;;;;;;;x
sword_of_heroes_2;Sword of Heroes (4);;;;;;;;;;;;;;x
crown_of_majesty;The Crown of Majesty (3);;;;;;;;;;;;;;x
emerald_scepter;Emerald Scepter (3);;;;;;;;;;;;;;x
sword_of_heroes;Sword of Heroes (3);;;;;;;;;;;;;;x
crown_of_pearls;Crown of Pearls (2);;;;;;;;;;;;;;x
ruby_scepter;Ruby Scepter (2);;;;;;;;;;;;;;x
golden_sword;Golden Sword (2);;;;;;;;;;;;;;x
the_lily_crown;Crown of Lilies (1);;;;;;;;;;;;;;x
noble_scepter;Noble Scepter (1);;;;;;;;;;;;;;x
engraved_sword;Engraved Sword (1);;;;;;;;;;;;;;x
dagger_of_glory_2;Dagger of Glory (4);;;;;;;;;;;;;;x
ruby_bracelets_2;Ruby Bracelets (4);;;;;;;;;;;;;;x
dagger_of_glory;Dagger of Glory (3);;;;;;;;;;;;;;x
ruby_bracelets;Ruby Bracelets (3);;;;;;;;;;;;;;x
bejeweled_dagger;Bejeweled Dagger (2);;;;;;;;;;;;;;x
golden_bracelets;Golden Bracelets (2);;;;;;;;;;;;;;x
engraved_dagger;Engraved Dagger (1);;;;;;;;;;;;;;x
silver_bracelets;Silver Bracelets (1);;;;;;;;;;;;;;x
dagger_of_glory_2;Dagger of Glory (4);;;;;;;;;;;;;;x
celestial_necklace_2;Celestial Necklace (4);;;;;;;;;;;;;;x
dagger_of_glory;Dagger of Glory (3);;;;;;;;;;;;;;x
celestial_necklace;Celestial Necklace (3);;;;;;;;;;;;;;x
bejeweled_dagger;Bejeweled Dagger (2);;;;;;;;;;;;;;x
necklace_of_radiance;Necklace of Radiance (2);;;;;;;;;;;;;;x
engraved_dagger;Engraved Dagger (1);;;;;;;;;;;;;;x
collar_of_pearls;Collar of Pearls (1);;;;;;;;;;;;;;x
circlet_of_the_heavens_2;Heavenly Circlet (4);;;;;;;;;;;;;;x
staff_of_majesty_2;Staff of Majesty (4);;;;;;;;;;;;;;x
circlet_of_the_heavens;Heavenly Circlet (3);;;;;;;;;;;;;;x
staff_of_majesty;Staff of Majesty (3);;;;;;;;;;;;;;x
circlet_of_the_sun;Circlet of the Sun (2);;;;;;;;;;;;;;x
golden_staff;Golden Staff (2);;;;;;;;;;;;;;x
circlet_of_twilight;Circlet of Twilight (1);;;;;;;;;;;;;;x
silver_staff;Silver Staff (1);;;;;;;;;;;;;;x
sword_of_heroes_2;Sword of Heroes (4);;;;;;;;;;;;;;x
crown_of_crows_2;Crown of Crows (4);;;;;;;;;;;;;;x
sword_of_heroes;Sword of Heroes (3);;;;;;;;;;;;;;x
crown_of_crows;Crown of Crows (3);;;;;;;;;;;;;;x
golden_sword;Golden Sword (2);;;;;;;;;;;;;;x
crown_of_the_sea;Crown of the Sea (2);;;;;;;;;;;;;;x
engraved_sword;Engraved Sword (1);;;;;;;;;;;;;;x
iron_crown;Iron Crown (1);;;;;;;;;;;;;;x
heros_crown_2;Hero's Crown (4);;;;;;;;;;;;;;x
axe_of_the_ancestors_2;Axe of the Ancestors (4);;;;;;;;;;;;;;x
heros_crown;Hero's Crown (3);;;;;;;;;;;;;;x
axe_of_the_ancestors;Axe of the Ancestors (3);;;;;;;;;;;;;;x
amber_crown;Amber Crown (2);;;;;;;;;;;;;;x
obsidian_axe;Obsidian Axe (2);;;;;;;;;;;;;;x
engraved_crown;Engraved Crown (1);;;;;;;;;;;;;;x
ceremonial_axe;Ceremonial Axe (1);;;;;;;;;;;;;;x
sword_tier_1_new;Arming Sword (1);;;;;;;;;;;;;;x
sword_tier_2_new;Longsword (2);;;;;;;;;;;;;;x
sword_tier_3_heartseeker;Heartseeker (3);;;;;;;;;;;;;;x
sword_tier_3_vengeance;Vengeance (3);;;;;;;;;;;;;;x
sword_tier_3_fury;Fury (3);;;;;;;;;;;;;;x
sword_tier_4_heartseeker;Dragonseeker (4);;;;;;;;;;;;;;x
sword_tier_4_vengeance;Heaven's Vengeance (4);;;;;;;;;;;;;;x
sword_tier_4_fury;God's Fury (4);;;;;;;;;;;;;;x
scimitar_tier_1_new;Scimitar (1);;;;;;;;;;;;;;x
scimitar_tier_2_new;Fine Scimitar (2);;;;;;;;;;;;;;x
scimitar_tier_3_golden;The Golden Scimitar (3);;;;;;;;;;;;;;x
scimitar_tier_3_fortune;Scimitar of Fortune (3);;;;;;;;;;;;;;x
scimitar_tier_3_conquest;Scimitar of Conquest (3);;;;;;;;;;;;;;x
scimitar_tier_4_golden;Golden Vengeance (4);;;;;;;;;;;;;;x
scimitar_tier_4_fortune;Scimitar of the Night (4);;;;;;;;;;;;;;x
scimitar_tier_4_conquest;Scimitar of Death (4);;;;;;;;;;;;;;x
lance_tier_1_new;Lance (1);;;;;;;;;;;;;;x
lance_tier_2_new;Twohanded Lance (2);;;;;;;;;;;;;;x
lance_tier_3_impaler;The Impaler (3);;;;;;;;;;;;;;x
lance_tier_3_trident;The Trident (3);;;;;;;;;;;;;;x
lance_tier_3_piercer;The Piercer (3);;;;;;;;;;;;;;x
lance_tier_4_trident;Bleeding Lance (4);;;;;;;;;;;;;;x
lance_tier_4_piercer;Death Strike (4);;;;;;;;;;;;;;x
lance_tier_4_impaler;Ascalon (4);;;;;;;;;;;;;;x
axe_tier_1_new;Throwing Axe (1);;;;;;;;;;;;;;x
axe_tier_2_new;Battle Axe (2);;;;;;;;;;;;;;x
axe_tier_3_cleaver;Cleaver (3);;;;;;;;;;;;;;x
axe_tier_3_ravager;Ravager (3);;;;;;;;;;;;;;x
axe_tier_3_marauder;Marauder (3);;;;;;;;;;;;;;x
axe_tier_4_marauder;Darkbringer (4);;;;;;;;;;;;;;x
axe_tier_4_ravager;Heaven's Devastator (4);;;;;;;;;;;;;;x
axe_tier_4_cleaver;The Dragon Cleaver (4);;;;;;;;;;;;;;x
mace_tier_1_new;Mace (1);;;;;;;;;;;;;;x
mace_tier_2_new;Iron Mace (2);;;;;;;;;;;;;;x
mace_tier_3_foe_hammer;The Foe Hammer (3);;;;;;;;;;;;;;x
mace_tier_3_bone_breaker;The Bone Breaker (3);;;;;;;;;;;;;;x
mace_tier_3_shatterer;The Shatterer (3);;;;;;;;;;;;;;x
mace_tier_4_foe_hammer;The Skullcrusher (4);;;;;;;;;;;;;;x
mace_tier_4_bone_breaker;The Twilight Hammer (4);;;;;;;;;;;;;;x
mace_tier_4_shatterer;The Giant Shatterer (4);;;;;;;;;;;;;;x
bow_tier_1_new;Self Bow (1);;;;;;;;;;;;;;x
bow_tier_2_new;Composite Bow (2);;;;;;;;;;;;;;x
bow_tier_3_silent_wind;Silent Wind (3);;;;;;;;;;;;;;x
bow_tier_3_lightning;Lightning (3);;;;;;;;;;;;;;x
bow_tier_3_eagle;Eagle (3);;;;;;;;;;;;;;x
bow_tier_4_silent_wind;Death Wind (4);;;;;;;;;;;;;;x
bow_tier_4_lightning;Lightning Strike (4);;;;;;;;;;;;;;x
bow_tier_4_eagle;Ice Eagle (4);;;;;;;;;;;;;;x
armor_tier_1;Chain Mail (1);;;;;;;;;;;;;;x
armor_tier_2;Splint Mail (2);;;;;;;;;;;;;;x
armor_tier_3_guardian;Guardian (3);;;;;;;;;;;;;;x
armor_tier_3_champion;Champion (3);;;;;;;;;;;;;;x
armor_tier_3_warden;Warden (3);;;;;;;;;;;;;;x
armor_tier_4_guardian;Angelic Guardian (4);;;;;;;;;;;;;;x
armor_tier_4_champion;Green Armor (4);;;;;;;;;;;;;;x
armor_tier_4_warden;Immortal (4);;;;;;;;;;;;;;x
horse_armor_tier_1;Mail Horse Armor (1);;;;;;;;;;;;;;x
horse_armor_tier_2;Heavy Mail Horse Armor (2);;;;;;;;;;;;;;x
horse_armor_tier_3_golden_stallion;Golden Stallion Armor (3);;;;;;;;;;;;;;x
horse_armor_tier_3_gilded_mare;Gilded Mare Armor (3);;;;;;;;;;;;;;x
horse_armor_tier_3_ornate_steed;Ornate Steed Armor (3);;;;;;;;;;;;;;x
jade_dragon;Jade Dragon (5);;;;;;;;;;;;;;x
chinese_dragon_amulet;Dragon Amulet (4);;;;;;;;;;;;;;x
chinese_artwork;[offmap_china.GetShortName] Artwork (2);;;;;;;;;;;;;;x
chinese_calligraphy;[offmap_china.GetShortName] Calligraphy (2);;;;;;;;;;;;;;x
chinese_sculpture;[offmap_china.GetShortName] Sculpture (2);;;;;;;;;;;;;;x
chinese_ceremonial_robes;Ceremonial Robes (3);;;;;;;;;;;;;;x
silk_shroud;Silk Shroud (3);;;;;;;;;;;;;;x
water_clock;Water Clock (4);;;;;;;;;;;;;;x
jian_sword;Jian (4);;;;;;;;;;;;;;x
chinese_prev_emperor_sculpture;Small Figurine (1);;;;;;;;;;;;;;x
chinese_arm_protector;Chinese Arm Protector (2);;;;;;;;;;;;;;x
chinese_serpent_spear;Serpent Spear (2);;;;;;;;;;;;;;x
chinese_ji;Ji (3);;;;;;;;;;;;;;x
chinese_crossbow;Zhuge Crossbow (3);;;;;;;;;;;;;;x
chinese_bronze_sculpture;Bronze Sculpture (3);;;;;;;;;;;;;;x
chinese_painting_of_glitterhoof;Painting of Shanguang T?? (1);;;;;;;;;;;;;;x
chinese_tapestry;Tapestry Depicting Trade (2);;;;;;;;;;;;;;x
chinese_tapestry_grand;Chinese Tapestry (3);;;;;;;;;;;;;;x
art_of_war;The Art of War (5);;;;;;;;;;;;;;x
classic_of_poetry;Classic of Poetry (5);;;;;;;;;;;;;;x
chinese_book_health;Chinese Compendium of Medicine (3);;;;;;;;;;;;;;x
chinese_book_law;Chinese Treatise on Law (3);;;;;;;;;;;;;;x
chinese_book_history;Chinese History Book (1);;;;;;;;;;;;;;x
chinese_book_economy;Chinese Economic Chronicle (3);;;;;;;;;;;;;;x
chinese_journal;Chinese Journal (3);;;;;;;;;;;;;;x
how_to_hold_a_sword;How To Hold a Sword (1);;;;;;;;;;;;;;x
a_soldiers_life;A Soldier's Life (2);;;;;;;;;;;;;;x
a_history_of_armor;A History of Armor (2);;;;;;;;;;;;;;x
the_life_of_root;The Life of [From.OriginalOwner.GetBestName] (2);;;;;;;;;;;;;;x
military_strategy_guide;Military Strategy, according to [From.OriginalOwner.GetBestName] (3);;;;;;;;;;;;;;x
my_fechtbuch;The Fechtbuch (3);;;;;;;;;;;;;;x
codex_dynasty_name;Codex [From.OriginalOwner.GetOnlyDynastyName] (3);;;;;;;;;;;;;;x
the_sword_and_buckler;The Sword and Buckler Manual (3);;;;;;;;;;;;;;x
lessons_taught_to_me_by_rival_1;Lessons Inspired By My Enemy (1);;;;;;;;;;;;;;x
lessons_taught_to_me_by_rival_2;Lessons Taught Me By My Enemy (2);;;;;;;;;;;;;;x
lessons_taught_to_me_by_rival_3;Lessons Taught Me By My Enemy, by [From.OriginalOwner.GetTitledFirstName] (3);;;;;;;;;;;;;;x
the_wisdom_of_the_heavens;The Wisdom of the Heavens (2);;;;;;;;;;;;;;x
ordinary_beasts;Ordinary Beasts and How to Avoid Them (3);;;;;;;;;;;;;;x
the_white_animal;The White [From.OriginalOwner.GetRegionalBigAnimalCap] (3);;;;;;;;;;;;;;x
the_bestiary;The Bestiary (4);;;;;;;;;;;;;;x
the_book_of_shadows;The Book of Shadows (3);;;;;;;;;;;;;;x
on_government_type_warfare;On [From.OriginalOwner.Government.GetName] Warfare (3);;;;;;;;;;;;;;x
culinary_diary;A Culinary Diary, by [From.OriginalOwner.GetFirstName] (1);;;;;;;;;;;;;;x
yes_I_ate_that;Yes, I Ate That (1);;;;;;;;;;;;;;x
the_well_dressed_chef;The Well-Dressed Chef (1);;;;;;;;;;;;;;x
big_book_of_meat;The Big Book of Meat (1);;;;;;;;;;;;;;x
a_book_of_vegetables;A Book of Vegetables (1);;;;;;;;;;;;;;x
fruits_the_book;Fruits - The Book (1);;;;;;;;;;;;;;x
shoddy_recipes;Shoddy Recipe Collection, by [From.OriginalOwner.GetTitledFirstName] (1);;;;;;;;;;;;;;x
decent_cookbook;Decent Cookbook (2);;;;;;;;;;;;;;x
honest_recipes;Honest Recipes (2);;;;;;;;;;;;;;x
gastronomic_tonics;Gastronomic Tonics (2);;;;;;;;;;;;;;x
the_omnivore;The Omnivore (2);;;;;;;;;;;;;;x
the_dynasty_cookbook;The [From.OriginalOwner.GetOnlyDynastyName] Cookbook, by [From.OriginalOwner.GetFirstName] (3);;;;;;;;;;;;;;x
modest_measures;Modest Measures (3);;;;;;;;;;;;;;x
good_cookbook;Feeding a Realm (3);;;;;;;;;;;;;;x
cookbook_3_roman;Apicius (3);;;;;;;;;;;;;;x
cookbook_3_arabic;Kitab al-Tabikh (3);;;;;;;;;;;;;;x
cookbook_3_chinese_group;Yinshan Zhengyao (3);;;;;;;;;;;;;;x
cookbook_3_central_german;Das Buch von guter Speise (3);;;;;;;;;;;;;;x
bad_fishing_book;Fishing with [From.OriginalOwner.GetFirstName] (1);;;;;;;;;;;;;;x
on_culture_architecture;On [From.OriginalOwner.Culture] Architecture (3);;;;;;;;;;;;;;x
how_to_build_a_well;How to Build A Well (3);;;;;;;;;;;;;;x
gardens_of_planet;Gardens of the Moon (3);;;;;;;;;;;;;;x
treatise_on_fishing;A Treatise of Fishing with an Angle (4);;;;;;;;;;;;;;x
in_honor_of_highgod;In Honor of [From.OriginalOwner.Religion.HighGod] (1);;;;;;;;;;;;;;x
faith_eternal;Faith Eternal (1);;;;;;;;;;;;;;x
what_do_monks_wear;What Do Monks Wear (2);;;;;;;;;;;;;;x
hymns_to_highgod;Hymns to [From.OriginalOwner.Religion.HighGod] (2);;;;;;;;;;;;;;x
choice_passages;Choice Passages, by [From.OriginalOwner.GetTitledFirstName] (2);;;;;;;;;;;;;;x
a_history_of_churches;A History of Temples (3);;;;;;;;;;;;;;x
how_to_worship;How to Worship [From.OriginalOwner.Religion.HighGod] (3);;;;;;;;;;;;;;x
the_not_actual_holy_book;[From.OriginalOwner.Religion.ScriptureName] Improved (3);;;;;;;;;;;;;;x
the_spirits;The Spirits Among Us (3);;;;;;;;;;;;;;x
learning_languages_1;The [From.OriginalOwner.Culture] Language, Volume I (1);;;;;;;;;;;;;;x
learning_languages_2;The [From.OriginalOwner.Culture] Language, Volume II (2);;;;;;;;;;;;;;x
learning_languages_3;The [From.OriginalOwner.Culture] Language, Volume III  (3);;;;;;;;;;;;;;x
learning_languages_4;The [From.OriginalOwner.Culture] Language, Volume IV (4);;;;;;;;;;;;;;x
the_republic;The [From.OriginalOwner.Government.GetName] Realm  (3);;;;;;;;;;;;;;x
unnatural_history;Unnatural History (2);;;;;;;;;;;;;;x
the_confessions_of_root;The Confessions of [From.OriginalOwner.GetDynName] (3);;;;;;;;;;;;;;x
the_book_of_healing;Kitab al-Shifa (4);;;;;;;;;;;;;;x
human_anatomy;Human Anatomy (2);;;;;;;;;;;;;;x
maladies_and_remedies;Common Maladies and their Remedies (2);;;;;;;;;;;;;;x
comforting_poetry;The Comforting Boulder (3);;;;;;;;;;;;;;x
equine_maxims;Equine Maxims (2);;;;;;;;;;;;;;x
equine_sequins;Equine Sequins (3);;;;;;;;;;;;;;x
court_etiquette_1;Court Etiquette - Volume 1 (1);;;;;;;;;;;;;;x
court_etiquette_2;Court Etiquette - Volume 2 (2);;;;;;;;;;;;;;x
court_etiquette_3;Court Etiquette - Volume 3 (3);;;;;;;;;;;;;;x
how_to_write_a_letter;How To Compose A Letter (2);;;;;;;;;;;;;;x
notes_from_a_kitchen;Notes From A Kitchen (2);;;;;;;;;;;;;;x
fifty_shades_of_root;Fifty Nuances of [From.OriginalOwner.GetOnlyDynastyName] (2);;;;;;;;;;;;;;x
kama_sutra;Kama Sutra (3);;;;;;;;;;;;;;x
in_honor_of_roots_beloved_1;In Honor of My Beloved (1);;;;;;;;;;;;;;x
in_honor_of_roots_beloved_2;To My Beautiful Love (2);;;;;;;;;;;;;;x
in_honor_of_roots_beloved_3;A [From.OriginalOwner.Culture] Tale (3);;;;;;;;;;;;;;x
how_to_make_allies;How to Make Allies and Influence Vassals (2);;;;;;;;;;;;;;x
the_art_of_love;The Art of Love (3);;;;;;;;;;;;;;x
the_hunchback_of_capital;The Hunchback (3);;;;;;;;;;;;;;x
the_illiad;The [From.OriginalOwner.GetFirstName]iad (3);;;;;;;;;;;;;;x
the_odyssey;The [From.OriginalOwner.GetFirstName]ey (4);;;;;;;;;;;;;;x
contracts_of_the_romans;Contracts of the [From.OriginalOwner.Culture.GetName] (3);;;;;;;;;;;;;;x
speculum_regale;Speculum Regale (4);;;;;;;;;;;;;;x
religious_head_culture_courtesy;Book on Courtesy (4);;;;;;;;;;;;;;x
keeping_government_court;Keeping A Court (4);;;;;;;;;;;;;;x
to_my_descendants;To My Descendants, by [From.OriginalOwner.GetDynName] (1);;;;;;;;;;;;;;x
records_of_roots_dynasty;Records of the [From.OriginalOwner.GetOnlyDynastyName] (2);;;;;;;;;;;;;;x
the_legend_of_roots_ancestors_1;The [From.OriginalOwner.GetOnlyDynastyName] Records (1);;;;;;;;;;;;;;x
the_legend_of_roots_ancestors_2;Legends of the [From.OriginalOwner.GetOnlyDynastyName] (2);;;;;;;;;;;;;;x
the_legend_of_roots_ancestors_3;The Legendary [From.OriginalOwner.GetOnlyDynastyName] (3);;;;;;;;;;;;;;x
the_annals_of_roots_dynasty;The Annals of [From.OriginalOwner.GetOnlyDynastyName] (4);;;;;;;;;;;;;;x
