hist_neville_desc;The House of Neville is a noble house of early medieval origin, which was a leading force in English politics in the later Middle Ages. The family became one of the two major powers in northern England along with the House of Percy and played a central role in the Wars of the Roses. The family can be traced back to one Uhtred, whose son Dolfin is first attested in 1129, holding the manor of Staindrop in County Durham. In the 16th century the Nevilles claimed that their ancestor Uhtred was descended from Crinan of Dunkeld, ancestor of the Scottish royal House of Dunkeld. As well as prestigious ancient connections with the royal families of both England and Scotland, this claim entailed a line of descent from the Bamburgh dynasty of Earls of Northumbria, attaching the Nevilles later power in the north to a pedigree of pre-eminence in the region stretching back at least as far as the early 10th century. Nevilles became the most important supporters of the Yorkist pretender to the throne Richard, Duke of York during the early stages of the Wars of the Roses.;;;;;;;;;;;;;
;;;;;;;;;;;;;x;
hist_talbot;Blood of Richard Talbot;;;;;;;;;;;;;x
hist_talbot_desc;Talbot family descended from Richard Talbot, a tenant in 1086 of Walter Giffard at Woburn and Battledsen in Bedfordshire. They later became Earls of Shrewsbury and supported the Lancastrian cause in the Wars of the Roses. ;;;;;;;;;;;;;
;;;;;;;;;;;;;x;
hist_tiptoft;Blood of Pain Tiptoft;;;;;;;;;;;;;x
hist_tiptoft_desc;Tiptoft family descended from Pain Tiptoft, 1st Baron Tibetot (1279–1314), who was killed at the Battle of Bannockburn. In 1457 Baron John Tiptoft, a noted scholar and sometime favourite of Edward IV, was created an Earl of Worcester. After the Lancastrians came to power under Henry IV, Ear of Worcester was captured and beheaded, with his titles forfeited. However, they were restored the following year in favour of his second and only surviving son Edward. Edward died at an early age in 1486. On his death the earldom became extinct while the barony became either extinct or fell into abeyance between his aunts.;;;;;;;;;;;;;
;;;;;;;;;;;;;x;
hist_stafford;Blood of Edmond de Stafford;;;;;;;;;;;;;x
hist_stafford_desc;The Stafford family descended from Edmond de Stafford, who was summoned to Parliament as Lord Stafford in 1299. The second Baron was created Earl of Stafford in 1351. On 14 September 1444, Humphrey Stafford, 6th Earl of Stafford, was made Duke of Buckingham. He was the son of Anne of Gloucester, Countess of Buckingham, daughter of Thomas of Woodstock, Earl of Buckingham (later Duke of Gloucester), youngest son of King Edward III of England. Stafford was an important supporter of the House of Lancaster in the Wars of the Roses, and was killed at the Battle of Northampton in July 1460. He was succeeded by his grandson, Henry Stafford, 2nd Duke of Buckingham, who aided Richard III in his claiming the throne in 1483, but who then led a revolt against Richard and was executed later that same year.;;;;;;;;;;;;;
;;;;;;;;;;;;;x;
hist_grey;Blood of Edward Grey;;;;;;;;;;;;;x
hist_grey_desc;Grey family descended from Sir Edward Grey (c. 1415–1457). He was summoned to parliament as Baron Ferrers of Groby in right of his wife. His son Sir John Grey was killed in the Second Battle of St Albans in 1461, fighting for the Lancastrian cause. One of his descendants was Thomas Grey, 1st Marquess of Dorset, son of Elizabeth Woodville and her first husband Sir John Grey of Groby. Her second marriage to King Edward IV made her queen consort of England, thus elevating Grey's status at court and in the realm as the stepson of the King.;;;;;;;;;;;;;
;;;;;;;;;;;;;x;
hist_fitz;Blood of Maurice FitzGerald;;;;;;;;;;;;;x
hist_fitz_desc;The FitzGerald dynasty is a Hiberno-Norman or Cambro-Norman dynasty, and have been Peers of Ireland since at least the 14th century. The dynasty has also been referred to as the Geraldines, from the conquest of large swathes of Irish territory by the sons and grandsons of Gerald FitzWalter of Windsor. The progenitor of the Irish FitzGeralds was a Cambro-Norman Marcher Lord, Maurice FitzGerald, Lord of Lanstephan, a female line descendant of the Welsh royal House of Dinefwr, and a participant in the 1169 Norman invasion of Ireland. The main branches of the family are the FitzGeralds of Kildare and the FitzGeralds of Desmond.;;;;;;;;;;;;;
;;;;;;;;;;;;;x;
hist_butler;Blood of Theobald Walter;;;;;;;;;;;;;x
hist_butler_desc;The Butler dynasty refers to the several branches of the Butler family that has its origins in the Cambro-Norman family that participated in the Norman invasion of Ireland in the 12th century.  The surname has its origins in the hereditary office of Butler of Ireland. The family originates with Theobald Walter, 1st Baron Butler. Family produced Earls, Marquesses and Dukes of Ormond. Since 1391, the family was based in their stronghold of Kilkenny Castle. From this position, they were able to control the surrounding Gaelic kingdoms of Ormond, Eile, Ikerrin and part of Osraige.;;;;;;;;;;;;;
;;;;;;;;;;;;;x;
hist_loyal;Pia Fidelis;;;;;;;;;;;;;x
hist_loyal_desc;"Members of this dynasty are forever loyal to the Crown, or in other words they are - Pia Fidelis, Latin feminine form for ""pious and faithful"", was the cognomen of several Roman legions, awarded by an emperor when the legion had proved ""devoted and loyal"". Some legions received this honour several times, and their name included the number of awards.";;;;;;;;;;;;;x
title_co_emperor;Co-Emperor;;;;;;;;;;;;;x
title_co_emperor_desc;This character is counted as co-emperor to the current ruler, and he is a second powerful person in the realm.;;;;;;;;;;;;;x
title_royalguard;Imperial Guard;;;;;;;;;;;;;x
title_royalguard_desc;This person is a member of Imperor's Personal Guard (i.e. imperial horseguards). Based in capital, they escorted the Emperor whenever he left the City on campaign or on tours of the provinces.;;;;;;;;;;;;;x
title_right_hand;Kings Right Hand;;;;;;;;;;;;;
title_right_hand_desc;The title implies a very close personal or official relationship with the king i.e. extremely loyal! This option adds Pia Fidelis trait to all his future children, which can be inherited in agnatic way.;;;;;;;;;;;;;x
title_founder;Make a Noble;;;;;;;;;;;;;
title_founder_desc;"This dynasty is one of the new nobility, parvenu! They are less respected than old ones like Capetings, Welfs etc. This character is a descendant of a humble background who has rapidly gained wealth or an influential social position; a nouveau riche; an upstart, a social climber. ";;;;;;;;;;;;;x
hist_founder;Noble family;;;;;;;;;;;;;
hist_founder_desc;"This character is a member of a new noble family of noble origin. He is a descendant of a humble background who has rapidly gained wealth or an influential social position; a nouveau riche; an upstart, a social climber.";;;;;;;;;;;;;x
title_royal;Royal blood;;;;;;;;;;;;;x
title_royal_desc;Grant Prince Title;;;;;;;;;;;;;x
hist_royal;of Royal blood;;;;;;;;;;;;;x
hist_royal_desc;This character is of royal blood. He is a direct male descendant of a King or Emperor and counts as a great noble. ;;;;;;;;;;;;;x
