#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x


############Societies############

imperial_court_byzantine_desc;The Imperial Court of Constantinople is usually regarded as the most prestigious in all Christendom. The court is rife with opportunities to ascend to greatness, but not without opposition from those seeking the same. Those wise in court politics know that sometimes the pen is mightier than the sword. The balance of power between the [Root.TopLiege.GetTitle] and [Root.TopLiege.GetHerHis] inner council is ever shifting.;;;;;;;;;;;;;x

imperial_court_hre;Imperial Court of the Holy Roman Empire;;;;;;;;;;;;;x
imperial_court_hre_desc;The Court of the Holy Roman Empire is ever filled with squabbling nobles seeking to further empower themselves within the empire, while others struggle to strengthen the empire itself. It falls to the [Root.TopLiege.GetTitle] to carefully manage this amalgamation of interests, lest civil war engulf the empire.;;;;;;;;;;;;;x

imperial_court_arabia;Imperial Court of the Arabian Empire;;;;;;;;;;;;;x
imperial_court_arabia_desc;The court of the Islamic heartlands is often regarded as the most prestigious in the world, an outstanding exemplar of culture and refinement for the whole of the Dar al-Islam. But those wise in court politics know that beneath the glory and splendour, nothing is sacred - and not even the [Root.TopLiege.GetTitle] is safe from the intrigues of [Root.TopLiege.GetHerHis] subjects.;;;;;;;;;;;;;x

imperial_court_roman_empire;Imperial Court of the Roman Empire;;;;;;;;;;;;;x
imperial_court_roman_empire_desc;The Roman Empire has been restored and with it the authority of Rome. The Eternal City is once again the center of the known world, its great buildings filled with senators, officials, and foreign dignataries all vying for the [Root.TopLiege.GetTitle]'s time. The Roman Court must be kept strong, but controlled carefully, so that Rome may never fall again.;;;;;;;;;;;;;x



####leader descs
imperial_court_leader_emperor_desc;The [Root.TopLiege.GetTitle] is the ruler of [Root.TopLiege.PrimaryTitle.GetName] and leads the Imperial Court. Under [Root.TopLiege.GetHerHis] watchful eye, members of the Imperial Court work to seek [Root.TopLiege.GetHerHis] favor.;;;;;;;;;;;;;x
imperial_court_leader_regent_desc;[Root.GetImperialRegentAssignableOffice] [Society.current_imperial_regent.GetFirstName] is the [Root.TopLiege.GetTitle]'s acting representative within the Imperial Court. Although [Society.current_imperial_regent.GetSheHe] is the leader of the court, [Society.current_imperial_regent.GetSheHe] does not have complete control and members may be more inclined to seek power for themselves.;;;;;;;;;;;;;x

imperial_court_christian_1_leader_desc;[GetIpcSocietyLeaderDesc];;;;;;;;;;;;;x
imperial_court_christian_2_leader_desc;[GetIpcSocietyLeaderDesc];;;;;;;;;;;;;x
imperial_court_christian_3_leader_desc;[GetIpcSocietyLeaderDesc];;;;;;;;;;;;;x

imperial_court_muslim_1_leader_desc;[GetIpcSocietyLeaderDesc];;;;;;;;;;;;;x
imperial_court_muslim_2_leader_desc;[GetIpcSocietyLeaderDesc];;;;;;;;;;;;;x
imperial_court_muslim_3_leader_desc;[GetIpcSocietyLeaderDesc];;;;;;;;;;;;;x

imperial_court_pagan_1_leader_desc;[GetIpcSocietyLeaderDesc];;;;;;;;;;;;;x
imperial_court_pagan_2_leader_desc;[GetIpcSocietyLeaderDesc];;;;;;;;;;;;;x
imperial_court_pagan_3_leader_desc;[GetIpcSocietyLeaderDesc];;;;;;;;;;;;;x

imperial_court_eastern_1_leader_desc;[GetIpcSocietyLeaderDesc];;;;;;;;;;;;;x
imperial_court_eastern_2_leader_desc;[GetIpcSocietyLeaderDesc];;;;;;;;;;;;;x
imperial_court_eastern_3_leader_desc;[GetIpcSocietyLeaderDesc];;;;;;;;;;;;;x

imperial_court_byzantine_leader_desc;[GetIpcSocietyLeaderDesc];;;;;;;;;;;;;x
imperial_court_hre_leader_desc;[GetIpcSocietyLeaderDesc];;;;;;;;;;;;;x
imperial_court_arabia_leader_desc;[GetIpcSocietyLeaderDesc];;;;;;;;;;;;;x
imperial_court_roman_empire_leader_desc;[GetIpcSocietyLeaderDesc];;;;;;;;;;;;;x




####Ranks
#doesnt work for dynamic leader name, wait for holy fury for maybe fix?
#[From.GetTitle]
#imperial_court_leader_emperor;[From.GetTitle];;;;;;;;;;;;;x
#imperial_court_christian_leader_rep;Master of Offices;;;;;;;;;;;;;x

##Christian Courts
imperial_court_christian_1_rank_1_female;Imperial Courtier;;;;;;;;;;;;;x
imperial_court_christian_1_rank_1_male;Imperial Courtier;;;;;;;;;;;;;x
imperial_court_christian_1_rank_2_female;Lady;;;;;;;;;;;;;x
imperial_court_christian_1_rank_2_male;Lord;;;;;;;;;;;;;x
imperial_court_christian_1_rank_3_female;High Councillor;;;;;;;;;;;;;x
imperial_court_christian_1_rank_3_male;High Councillor;;;;;;;;;;;;;x
imperial_court_christian_1_rank_4_female;Empress;;;;;;;;;;;;;x
imperial_court_christian_1_rank_4_male;Emperor;;;;;;;;;;;;;x

imperial_court_christian_2_rank_1_female;Imperial Courtier;;;;;;;;;;;;;x
imperial_court_christian_2_rank_1_male;Imperial Courtier;;;;;;;;;;;;;x
imperial_court_christian_2_rank_2_female;Lady;;;;;;;;;;;;;x
imperial_court_christian_2_rank_2_male;Lord;;;;;;;;;;;;;x
imperial_court_christian_2_rank_3_female;High Councillor;;;;;;;;;;;;;x
imperial_court_christian_2_rank_3_male;High Councillor;;;;;;;;;;;;;x
imperial_court_christian_2_rank_4_female;Empress;;;;;;;;;;;;;x
imperial_court_christian_2_rank_4_male;Emperor;;;;;;;;;;;;;x

imperial_court_christian_3_rank_1_female;Imperial Courtier;;;;;;;;;;;;;x
imperial_court_christian_3_rank_1_male;Imperial Courtier;;;;;;;;;;;;;x
imperial_court_christian_3_rank_2_female;Lady;;;;;;;;;;;;;x
imperial_court_christian_3_rank_2_male;Lord;;;;;;;;;;;;;x
imperial_court_christian_3_rank_3_female;High Councillor;;;;;;;;;;;;;x
imperial_court_christian_3_rank_3_male;High Councillor;;;;;;;;;;;;;x
imperial_court_christian_3_rank_4_female;Empress;;;;;;;;;;;;;x
imperial_court_christian_3_rank_4_male;Emperor;;;;;;;;;;;;;x

##Muslim Courts
imperial_court_muslim_1_rank_1_female;Mawlat;;;;;;;;;;;;;x
imperial_court_muslim_1_rank_1_male;Mawla;;;;;;;;;;;;;x
imperial_court_muslim_1_rank_2_female;Na'iba;;;;;;;;;;;;;x
imperial_court_muslim_1_rank_2_male;Na'ib;;;;;;;;;;;;;x
imperial_court_muslim_1_rank_3_female;Qahramana;;;;;;;;;;;;;x
imperial_court_muslim_1_rank_3_male;Vizier;;;;;;;;;;;;;x
imperial_court_muslim_1_rank_4_female;Badshah;;;;;;;;;;;;;x
imperial_court_muslim_1_rank_4_male;Badshah;;;;;;;;;;;;;x

imperial_court_muslim_2_rank_1_female;Mawlat;;;;;;;;;;;;;x
imperial_court_muslim_2_rank_1_male;Mawla;;;;;;;;;;;;;x
imperial_court_muslim_2_rank_2_female;Na'iba;;;;;;;;;;;;;x
imperial_court_muslim_2_rank_2_male;Na'ib;;;;;;;;;;;;;x
imperial_court_muslim_2_rank_3_female;Qahramana;;;;;;;;;;;;;x
imperial_court_muslim_2_rank_3_male;Vizier;;;;;;;;;;;;;x
imperial_court_muslim_2_rank_4_female;Badshah;;;;;;;;;;;;;x
imperial_court_muslim_2_rank_4_male;Badshah;;;;;;;;;;;;;x

imperial_court_muslim_3_rank_1_female;Mawlat;;;;;;;;;;;;;x
imperial_court_muslim_3_rank_1_male;Mawla;;;;;;;;;;;;;x
imperial_court_muslim_3_rank_2_female;Na'iba;;;;;;;;;;;;;x
imperial_court_muslim_3_rank_2_male;Na'ib;;;;;;;;;;;;;x
imperial_court_muslim_3_rank_3_female;Qahramana;;;;;;;;;;;;;x
imperial_court_muslim_3_rank_3_male;Vizier;;;;;;;;;;;;;x
imperial_court_muslim_3_rank_4_female;Badshah;;;;;;;;;;;;;x
imperial_court_muslim_3_rank_4_male;Badshah;;;;;;;;;;;;;x

##Pagan Courts
imperial_court_pagan_1_rank_1_female;Retainer;;;;;;;;;;;;;x
imperial_court_pagan_1_rank_1_male;Retainer;;;;;;;;;;;;;x
imperial_court_pagan_1_rank_2_female;Oathwoman;;;;;;;;;;;;;x
imperial_court_pagan_1_rank_2_male;Oathman;;;;;;;;;;;;;x
imperial_court_pagan_1_rank_3_female;High Councillor;;;;;;;;;;;;;x
imperial_court_pagan_1_rank_3_male;High Councillor;;;;;;;;;;;;;x
imperial_court_pagan_1_rank_4_female;Empress;;;;;;;;;;;;;x
imperial_court_pagan_1_rank_4_male;Emperor;;;;;;;;;;;;;x

imperial_court_pagan_2_rank_1_female;Retainer;;;;;;;;;;;;;x
imperial_court_pagan_2_rank_1_male;Retainer;;;;;;;;;;;;;x
imperial_court_pagan_2_rank_2_female;Oathwoman;;;;;;;;;;;;;x
imperial_court_pagan_2_rank_2_male;Oathman;;;;;;;;;;;;;x
imperial_court_pagan_2_rank_3_female;High Councillor;;;;;;;;;;;;;x
imperial_court_pagan_2_rank_3_male;High Councillor;;;;;;;;;;;;;x
imperial_court_pagan_2_rank_4_female;Empress;;;;;;;;;;;;;x
imperial_court_pagan_2_rank_4_male;Emperor;;;;;;;;;;;;;x

imperial_court_pagan_3_rank_1_female;Retainer;;;;;;;;;;;;;x
imperial_court_pagan_3_rank_1_male;Retainer;;;;;;;;;;;;;x
imperial_court_pagan_3_rank_2_female;Oathwoman;;;;;;;;;;;;;x
imperial_court_pagan_3_rank_2_male;Oathman;;;;;;;;;;;;;x
imperial_court_pagan_3_rank_3_female;High Councillor;;;;;;;;;;;;;x
imperial_court_pagan_3_rank_3_male;High Councillor;;;;;;;;;;;;;x
imperial_court_pagan_3_rank_4_female;Empress;;;;;;;;;;;;;x
imperial_court_pagan_3_rank_4_male;Emperor;;;;;;;;;;;;;x

##Eastern Courts
imperial_court_eastern_1_rank_1_female;Imperial Courtier;;;;;;;;;;;;;x
imperial_court_eastern_1_rank_1_male;Imperial Courtier;;;;;;;;;;;;;x
imperial_court_eastern_1_rank_2_female;Ayagara;;;;;;;;;;;;;x
imperial_court_eastern_1_rank_2_male;Ayagar;;;;;;;;;;;;;x
imperial_court_eastern_1_rank_3_female;Naika;;;;;;;;;;;;;x
imperial_court_eastern_1_rank_3_male;Naik;;;;;;;;;;;;;x
imperial_court_eastern_1_rank_4_female;Samrajni;;;;;;;;;;;;;x
imperial_court_eastern_1_rank_4_male;Samrat;;;;;;;;;;;;;x

imperial_court_eastern_2_rank_1_female;Imperial Courtier;;;;;;;;;;;;;x
imperial_court_eastern_2_rank_1_male;Imperial Courtier;;;;;;;;;;;;;x
imperial_court_eastern_2_rank_2_female;Ayagara;;;;;;;;;;;;;x
imperial_court_eastern_2_rank_2_male;Ayagar;;;;;;;;;;;;;x
imperial_court_eastern_2_rank_3_female;Naika;;;;;;;;;;;;;x
imperial_court_eastern_2_rank_3_male;Naik;;;;;;;;;;;;;x
imperial_court_eastern_2_rank_4_female;Samrajni;;;;;;;;;;;;;x
imperial_court_eastern_2_rank_4_male;Samrat;;;;;;;;;;;;;x

imperial_court_eastern_3_rank_1_female;Imperial Courtier;;;;;;;;;;;;;x
imperial_court_eastern_3_rank_1_male;Imperial Courtier;;;;;;;;;;;;;x
imperial_court_eastern_3_rank_2_female;Ayagara;;;;;;;;;;;;;x
imperial_court_eastern_3_rank_2_male;Ayagar;;;;;;;;;;;;;x
imperial_court_eastern_3_rank_3_female;Naika;;;;;;;;;;;;;x
imperial_court_eastern_3_rank_3_male;Naik;;;;;;;;;;;;;x
imperial_court_eastern_3_rank_4_female;Samrajni;;;;;;;;;;;;;x
imperial_court_eastern_3_rank_4_male;Samrat;;;;;;;;;;;;;x
 
##Unique Courts
imperial_court_byzantine_rank_1_female;Patrikia;;;;;;;;;;;;;x
imperial_court_byzantine_rank_1_male;Patrikios;;;;;;;;;;;;;x
imperial_court_byzantine_rank_2_female;Kephale;;;;;;;;;;;;;x
imperial_court_byzantine_rank_2_male;Kephale;;;;;;;;;;;;;x
imperial_court_byzantine_rank_3_female;Logothetissa;;;;;;;;;;;;;x
imperial_court_byzantine_rank_3_male;Logothetes;;;;;;;;;;;;;x
imperial_court_byzantine_rank_4_female;Basilissa;;;;;;;;;;;;;x
imperial_court_byzantine_rank_4_male;Basileus;;;;;;;;;;;;;x

imperial_court_hre_rank_1_female;Kurtisane;;;;;;;;;;;;;x
imperial_court_hre_rank_1_male;Höfling;;;;;;;;;;;;;x
imperial_court_hre_rank_2_female;Dame;;;;;;;;;;;;;x
imperial_court_hre_rank_2_male;Herr;;;;;;;;;;;;;x
imperial_court_hre_rank_3_female;Herzogin;;;;;;;;;;;;;x
imperial_court_hre_rank_3_male;Herzog;;;;;;;;;;;;;x
imperial_court_hre_rank_4_female;Kaiserin;;;;;;;;;;;;;x
imperial_court_hre_rank_4_male;Kaiser;;;;;;;;;;;;;x

imperial_court_arabia_rank_1_female;Mawlat;;;;;;;;;;;;;x
imperial_court_arabia_rank_1_male;Mawla;;;;;;;;;;;;;x
imperial_court_arabia_rank_2_female;Na'iba;;;;;;;;;;;;;x
imperial_court_arabia_rank_2_male;Na'ib;;;;;;;;;;;;;x
imperial_court_arabia_rank_3_female;Qahramana;;;;;;;;;;;;;x
imperial_court_arabia_rank_3_male;Vizier;;;;;;;;;;;;;x
imperial_court_arabia_rank_4_female;Badshah;;;;;;;;;;;;;x
imperial_court_arabia_rank_4_male;Badshah;;;;;;;;;;;;;x

imperial_court_roman_empire_rank_1_female;Imperial Courtier;;;;;;;;;;;;;x
imperial_court_roman_empire_rank_1_male;Imperial Courtier;;;;;;;;;;;;;x
imperial_court_roman_empire_rank_2_female;Domina;;;;;;;;;;;;;x
imperial_court_roman_empire_rank_2_male;Dominus;;;;;;;;;;;;;x
imperial_court_roman_empire_rank_3_female;Tribune;;;;;;;;;;;;;x
imperial_court_roman_empire_rank_3_male;Tribune;;;;;;;;;;;;;x
imperial_court_roman_empire_rank_4_female;Augusta;;;;;;;;;;;;;x
imperial_court_roman_empire_rank_4_male;Augustus;;;;;;;;;;;;;x



####Currencies
currency_name_imperial_court_christian;Renown;;;;;;;;;;;;;x
currency_name_imperial_court_christian_1;Renown;;;;;;;;;;;;;x
currency_name_imperial_court_christian_2;Renown;;;;;;;;;;;;;x
currency_name_imperial_court_christian_3;Renown;;;;;;;;;;;;;x
currency_name_imperial_court_muslim;Recognition;;;;;;;;;;;;;x
currency_name_imperial_court_muslim_1;Recognition;;;;;;;;;;;;;x
currency_name_imperial_court_muslim_2;Recognition;;;;;;;;;;;;;x
currency_name_imperial_court_muslim_3;Recognition;;;;;;;;;;;;;x
currency_name_imperial_court_pagan;Fame;;;;;;;;;;;;;x
currency_name_imperial_court_pagan_1;Fame;;;;;;;;;;;;;x
currency_name_imperial_court_pagan_2;Fame;;;;;;;;;;;;;x
currency_name_imperial_court_pagan_3;Fame;;;;;;;;;;;;;x
currency_name_imperial_court_eastern;Merit;;;;;;;;;;;;;x
currency_name_imperial_court_eastern_1;Merit;;;;;;;;;;;;;x
currency_name_imperial_court_eastern_2;Merit;;;;;;;;;;;;;x
currency_name_imperial_court_eastern_3;Merit;;;;;;;;;;;;;x
currency_name_imperial_court_byzantine;Splendor;;;;;;;;;;;;;x
currency_name_imperial_court_hre;Prominence;;;;;;;;;;;;;x
currency_name_imperial_court_arabia;Recognition;;;;;;;;;;;;x
currency_name_imperial_court_roman_empire;Imperium;;;;;;;;;;;;;x




#####Currency gains

ipc_emperor_gain;[Root.GetTitle]: §G+$GAIN$§!;;;;;;;;;;;;;x
ipc_regent_gain;[Root.GetImperialRegentAssignableOffice]: §G+$GAIN$§!;;;;;;;;;;;;;x

ipc_emperor_influence_1;Weak Imperial Court: §G+$GAIN$§!;;;;;;;;;;;;;x
ipc_emperor_influence_2;Adequate Imperial Court: §G+$GAIN$§!;;;;;;;;;;;;;x
ipc_emperor_influence_4;Influential Imperial Court: §R$GAIN$§!;;;;;;;;;;;;;x
ipc_emperor_influence_5;Dangerous Imperial Court: §R$GAIN$§!;;;;;;;;;;;;;x

ipc_emperor_tribute_gain;Tribute Chests: §G+$GAIN$§!;;;;;;;;;;;;;x

ipc_efficiency_gain;Imperial Office Efficiency: §G+$GAIN$§!;;;;;;;;;;;;;x

##education
ipc_poor_education_gain;Has a §Ypathetic§! education: §R$GAIN$§!;;;;;;;;;;;;;x
ipc_good_education_gain;Has a §Ygreat§! education: §G+$GAIN$§!;;;;;;;;;;;;;x
ipc_excellent_education_gain;Has an §Yexcellent§! education: §G+$GAIN$§!;;;;;;;;;;;;;x

##health and condition
ipc_illness_gain;Is infected with a §Ydisease§!: §R$GAIN$§!;;;;;;;;;;;;;x
ipc_disfigured_likes_gain;The [Root.TopLiege.GetTitle] is also §Ydisfigured§!: §G+$GAIN$§!;;;;;;;;;;;;;x
ipc_one_eyed_likes_gain;The [Root.TopLiege.GetTitle] is also §Ymissing an eye§!: §G+$GAIN$§!;;;;;;;;;;;;;x
ipc_one_handed_likes_gain;The [Root.TopLiege.GetTitle] is also §Ymissing a hand§!: §G+$GAIN$§!;;;;;;;;;;;;;x
ipc_one_legged_likes_gain;The [Root.TopLiege.GetTitle] is also §Ymissing a leg§!: §G+$GAIN$§!;;;;;;;;;;;;;x
ipc_fat_likes_gain;The [Root.TopLiege.GetTitle] is also §Yfat§!: §G+$GAIN$§!;;;;;;;;;;;;;x
ipc_fat_dislikes_gain;The [Root.TopLiege.GetTitle] disapproves of §Yobesity§!: §R$GAIN$§!;;;;;;;;;;;;;x

##genetic and appearance
ipc_fair_gain;The [Root.TopLiege.GetTitle] finds [Root.GetFirstName] §Yattractive§!: §G+$GAIN$§!;;;;;;;;;;;;;x
ipc_quick_gain;Possesses an §Yacute mind§!: §G+$GAIN$§!;;;;;;;;;;;;;x
ipc_slow_gain;Is a bit §Yslow§!: §R$GAIN$§!;;;;;;;;;;;;;x
ipc_genius_gain;Possesses a §Ytowering intellect§!: §G+$GAIN$§!;;;;;;;;;;;;;x
ipc_imbecile_gain;Is a complete §Yimbecile§!: §R$GAIN$§!;;;;;;;;;;;;;x
ipc_inbred_gain;Is an §Yinbred monstrosity§!: §R$GAIN$§!;;;;;;;;;;;;;x
ipc_robust_gain;Is physically §Yrobust§!: §G+$GAIN$§!;;;;;;;;;;;;;x
ipc_sturdy_gain;Is physically §Ysturdy§!: §G+$GAIN$§!;;;;;;;;;;;;;x
ipc_feeble_gain;Is physically §Yweak§!: §R$GAIN$§!;;;;;;;;;;;;;x
ipc_shrewd_likes_gain;The [Root.TopLiege.GetTitle] approves of §Yshrewdness§!: §G+$GAIN$§!;;;;;;;;;;;;;x
ipc_shrewd_dislikes_gain;The [Root.TopLiege.GetTitle] dislikes §Yshrewdness§!: §R$GAIN$§!;;;;;;;;;;;;;x
ipc_dull_likes_gain;The [Root.TopLiege.GetTitle] approves of §Ydullness§!: §G+$GAIN$§!;;;;;;;;;;;;;x
ipc_dull_dislikes_gain;The [Root.TopLiege.GetTitle] dislikes §Ydullness§!: §R$GAIN$§!;;;;;;;;;;;;;x
ipc_groomed_likes_gain;The [Root.TopLiege.GetTitle] approves of §Ycareful grooming§!: §G+$GAIN$§!;;;;;;;;;;;;;x
ipc_groomed_dislikes_gain;The [Root.TopLiege.GetTitle] disapproves of §Yexcessive grooming§!: §R$GAIN$§!;;;;;;;;;;;;;x
ipc_uncouth_likes_gain;The [Root.TopLiege.GetTitle] approves of §Yunpretentious manners§!: §G+$GAIN$§!;;;;;;;;;;;;;x
ipc_uncouth_dislikes_gain;The [Root.TopLiege.GetTitle] dislikes §Yuncouth manners§!: §R$GAIN$§!;;;;;;;;;;;;;x

##lifestyles
ipc_court_lifestyle_gain;Has an Imperial Court §Ylifestyle§!: §G+$GAIN$§!;;;;;;;;;;;;;x
ipc_administrator_lifestyle_gain;Is a superb §Yadministrator§!: §G+$GAIN$§!;;;;;;;;;;;;;x
ipc_architect_lifestyle_gain;Is a master §Yarchitect§!: §G+$GAIN$§!;;;;;;;;;;;;;x
ipc_duelist_lifestyle_gain;Is a renowned §Yduelist§!: §G+$GAIN$§!;;;;;;;;;;;;;x
ipc_hedonist_lifestyle_gain;Is a rampant §Yhedonist§!: §R$GAIN$§!;;;;;;;;;;;;;x
ipc_hunter_lifestyle_gain;Is a skilled §Yhunter§!: §G+$GAIN$§!;;;;;;;;;;;;;x
ipc_impaler_lifestyle_gain;;Is a cruel §Yimpaler§!: §R$GAIN$§!;;;;;;;;;;;;;x
ipc_scholar_lifestyle_gain;Is a wise §Yscholar§!: §G+$GAIN$§!;;;;;;;;;;;;;x
ipc_strategist_lifestyle_gain;Is an adept §Ystrategist§!: §G+$GAIN$§!;;;;;;;;;;;;;x

##virtues
ipc_chaste_likes_gain;The [Root.TopLiege.GetTitle] approves of §Ychastity§!: §G+$GAIN$§!;;;;;;;;;;;;;x
ipc_chaste_dislikes_gain;The [Root.TopLiege.GetTitle] disapproves of §Ychastity§!: §R$GAIN$§!;;;;;;;;;;;;;x
ipc_temperate_likes_gain;The [Root.TopLiege.GetTitle] approves of §Ytemperance§!: §G+$GAIN$§!;;;;;;;;;;;;;x
ipc_temperate_dislikes_gain;The [Root.TopLiege.GetTitle] disapproves of §Ytemperance§!: §R$GAIN$§!;;;;;;;;;;;;;x
ipc_charitable_likes_gain;The [Root.TopLiege.GetTitle] approves of §Ycharity§!: §G+$GAIN$§!;;;;;;;;;;;;;x
ipc_charitable_dislikes_gain;The [Root.TopLiege.GetTitle] disapproves of §Ycharity§!: §R$GAIN$§!;;;;;;;;;;;;;x
ipc_diligent_likes_gain;The [Root.TopLiege.GetTitle] approves of §Ydiligence§!: §G+$GAIN$§!;;;;;;;;;;;;;x
ipc_diligent_dislikes_gain;The [Root.TopLiege.GetTitle] disapproves of §Ydiligence§!: §R$GAIN$§!;;;;;;;;;;;;;x
ipc_patient_likes_gain;The [Root.TopLiege.GetTitle] approves of §Ypatience§!: §G+$GAIN$§!;;;;;;;;;;;;;x
