#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x


############Game rules############
ipc_imperial_aristrocrat_desc;This character excels at politicking - whether in service of the realm or to raise their dynasty's status at court.;;;;;;;;;;;;;x
ipc_imperial_commander;Imperial Commander;;;;;;;;;;;;;x
ipc_imperial_commander_desc;This character is a renowned commander of the empire whose military skill earns them fame at court - and plenty of rivals.;;;;;;;;;;;;;x

ipc_infiltrator_trait;ipc infiltrator;;;;;;;;;;;;;x
ipc_infiltrator_trait_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x


############Factions############
faction_ipc_takeover_short;Palace Coup;;;;;;;;;;;;;x
faction_ipc_takeover_title;Palace Coup of [From.Liege.PrimaryTitle.GetName];;;;;;;;;;;;;x
faction_ipc_takeover_desc;Influential members of the imperial court seek to remove §Y[From.Liege.GetBestName]§! from power and replace [From.Liege.GetHerHim] with one of their own. Once this faction is sufficiently powerful, §Y[From.GetBestName]§! may present an ultimatum to §Y[From.Liege.GetBestName]§!.;;;;;;;;;;;;;x

############Casus Belli############
cb_name_ipc_faction_takeover;Oust Ruler;;;;;;;;;;;;;x
war_name_ipc_faction_takeover;$ORDER$Imperial Court war to oust $DEFENDER$ from Power;;;;;;;;;;;;;x
ipc_faction_takeover_war_desc;The time has come for the court to take control of [Root.TopLiege.PrimaryTitle.GetName]!;;;;;;;;;;;;;x

cb_name_ipc_imperial_conquest;Imperial Conquest of [Title.GetBaseName];;;;;;;;;;;;;x
war_name_ipc_imperial_conquest;$ORDER$$FIRST_ADJ$ Imperial Conquest of $OTHER_TITLE$;;;;;;;;;;;;;x
ipc_imperial_conquest_desc;The time has come for glory!;;;;;;;;;;;;;x
ipc_imperial_conquest_tooltip;The Imperial Court will send you aid.;;;;;;;;;;;;;x
ipc_imperial_conquest_tooltip2;You will be able to pick a dynasty member to hold the duchy if you succeed.;;;;;;;;;;;;;x
ipc_imperial_conquest_tooltip3;§GAll land will go to the [Root.TopLiege.GetTitle]§!;;;;;;;;;;;;;x



############Opinions############
opinion_granted_imperial_office_1;Granted Imperial Office;;;;;;;;;;;;;x
opinion_granted_imperial_office_2;Granted Imperial Office;;;;;;;;;;;;;x
opinion_granted_imperial_office_3;Granted Imperial Office;;;;;;;;;;;;;x
opinion_granted_imperial_office_4;Granted Imperial Office;;;;;;;;;;;;;x
opinion_granted_imperial_office_5;Granted Imperial Office;;;;;;;;;;;;;x
opinion_revoked_imperial_office_1;Revoked My Imperial Office;;;;;;;;;;;;;x
opinion_revoked_imperial_office_2;Revoked My Imperial Office;;;;;;;;;;;;;x
opinion_revoked_imperial_office_3;Revoked My Imperial Office;;;;;;;;;;;;;x
opinion_revoked_imperial_office_4;Revoked My Imperial Office;;;;;;;;;;;;;x
opinion_revoked_imperial_office_5;Revoked My Imperial Office;;;;;;;;;;;;;x
opinion_revoked_imperial_office_other_2;Revoked A Member's Imperial Office;;;;;;;;;;;;;x
opinion_revoked_imperial_office_other_3;Revoked A Member's Imperial Office;;;;;;;;;;;;;x
opinion_revoked_imperial_office_other_4;Revoked A Member's Imperial Office;;;;;;;;;;;;;x
opinion_revoked_imperial_office_other_5;Revoked A Member's Imperial Office;;;;;;;;;;;;;x


opinion_retained_imperial_office;Retained Imperial Office;;;;;;;;;;;;;x
opinion_dismantled_imperial_court;Dismantled the Imperial Court;;;;;;;;;;;;;x

opinion_reduced_court_power;Reduced Court Power;;;;;;;;;;;;;x

opinion_imperial_service;Imperial Service;;;;;;;;;;;;;x
opinion_failed_empire;Failed the Empire;;;;;;;;;;;;;x


opinion_ipc_infiltrator;Imperial Court Agent;;;;;;;;;;;;;x

ipc_in_non_aggression_pact;In a pact of non-aggression;;;;;;;;;;;;;x

############Event Modifiers############

ipc_monthly_currency_gain;Monthly Court Currency;;;;;;;;;;;;;x

imperial_court_influence_1;Weak Imperial Court;;;;;;;;;;;;;x
imperial_court_influence_1_desc;The Imperial Court is functional but has no real influence over the realm. Most of the power is in the [Root.GetTitle]'s hands.\n\n§Y*§! The [Root.GetTitle] may freely introduce [Root.GetHerHis] children to the court.[Root.GetCanMoveCourt]\n§Y*§! Vassals cannot refuse an order to relinquish non-dejure titles from the [Root.GetTitle].\n§Y*§! Following an Imperial Conquest, all conquered titles go to the [Root.GetTitle].;;;;;;;;;;;;;x
imperial_court_influence_2;Adequate Imperial Court;;;;;;;;;;;;;x
imperial_court_influence_2_desc;The Imperial Court is growing in influence but the [Root.GetTitle]'s power is still strong.\n\n§Y*§! The [Root.GetTitle] may freely introduce [Root.GetHerHis] children to the court.[Root.GetCanMoveCourt]\n§Y*§! Vassals cannot refuse an order to relinquish non-dejure titles from the [Root.GetTitle].\n§Y*§! Following an Imperial Conquest, all conquered titles go to the [Root.GetTitle].;;;;;;;;;;;;;x
imperial_court_influence_3;Influential Imperial Court;;;;;;;;;;;;;x
imperial_court_influence_3_desc;The Imperial Court has become influential enough that the [Root.GetTitle] has diverted some resources to contain the threat.\n\n§Y*§! The [Root.GetTitle] may freely introduce [Root.GetHerHis] children to the court.[Root.GetCanMoveCourt]\n§Y*§! Vassals may §Rrebel§! when ordered to relinquish non-dejure titles by the [Root.GetTitle].\n§Y*§! Following an Imperial Conquest, all conquered titles get divided amongst the most influential participants.\n§Y*§! Viceroys may use the §YMake Viceroyalty Hereditary power§!.;;;;;;;;;;;;;x
imperial_court_influence_4;Strong Imperial Court;;;;;;;;;;;;;x
imperial_court_influence_4_desc;The Imperial Court holds enough power to withhold some of their taxes and levies forcing the [Root.GetTitle] to rely on personal resources.\n\n§Y*§! The [Root.GetTitle] §Rcannot§! introduce [Root.GetHerHis] children to the court.[Root.GetCanMoveCourt]\n§Y*§! Vassals may §Rrebel§! when ordered to relinquish non-de jure titles by the [Root.GetTitle].\n§Y*§! Following an Imperial Conquest, all conquered titles get divided amongst the most influential participants.\n§Y*§! Viceroys may use the §YMake Viceroyalty Hereditary power§!.\n§Y*§! The most influential member of the court will §Rrecieve a claim on the empire§! after succession.;;;;;;;;;;;;;x
imperial_court_influence_5;Dangerous Imperial Court;;;;;;;;;;;;;x
imperial_court_influence_5_desc;The court has become the true power in the realm. Unless its power is checked, it will eventually overthrow the [Root.GetTitle].\n\n§Y*§! The [Root.GetTitle] §Rcannot§! introduce [Root.GetHerHis] children to the court.[Root.GetCanMoveCourt]\n§Y*§! Vassals may §Rrebel§! when ordered to relinquish non-dejure titles by the [Root.GetTitle].\n§Y*§! Following an Imperial Conquest, all conquered titles get divided amongst the most influential participants.\n§Y*§! Viceroys may use the §YMake Viceroyalty Hereditary power§!.\n§Y*§! The most influential member of the court will §Rrecieve a claim on the empire§! after succession.\n§Y*§! §RMembers of the court may start a faction to initiate a coup!§!;;;;;;;;;;;;;x

can_move_court_modifier_info;\n§Y*§! The Imperial Court can be moved when a new empire is obtained.;;;;;;;;;;;;;x
can_not_move_court_modifier_info;\n§Y*§! The Imperial Court §Rcannot§! be moved when a new empire is obtained.;;;;;;;;;;;;;x

ipc_imperial_champion;Champion of the Empire;;;;;;;;;;;;;x
ipc_imperial_champion_desc;[Root.GetBestName] has led the armies of the [champion_realm.GetFullBaseName] to victory against [champion_enemy.GetTitledName], earning [Root.GetHerHim] the admiration and awe of the people of [champion_realm.GetName].;;;;;;;;;;;;;x
ipc_refused_court_request;Refused Court Request;;;;;;;;;;;;;x
ipc_refused_court_request_desc;This [Root.GetTitle] has refused a request from the court, which has upset many vassals.;;;;;;;;;;;;;x


building_imperial_road;Building Imperial Road;;;;;;;;;;;;;x
building_imperial_road_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
ipc_imperial_road;Imperial Road;;;;;;;;;;;;;x
ipc_imperial_road_desc;An Imperial Road has been constructed in this province.;;;;;;;;;;;;;x
peasants_forced_road_building;Peasants busy building an Imperial Road;;;;;;;;;;;;;x
peasants_forced_road_building_desc;The peasants of this province are disgruntled by having to build an Imperial Road in another province.;;;;;;;;;;;;;x
soldiers_guarding_road;Soldiers Patroling an Imperial Road;;;;;;;;;;;;;x
soldiers_guarding_road_desc;The soldiers of this provice are busy patroling a newly built Imperial Road in another province.;;;;;;;;;;;;;x
soldiers_guarding_road_2;Soldiers Patroling an Imperial Road;;;;;;;;;;;;;x
soldiers_guarding_road_2_desc;The soldiers of this provice are busy patroling a newly built Imperial Road in another province.;;;;;;;;;;;;;x
ipc_military_drill;Imperial Military Drill;;;;;;;;;;;;;x
ipc_military_drill_desc;This province's ruler and [This.Holder.GetHerHis] soldiers have participated in a military drill at the capital.;;;;;;;;;;;;;x
pledged_to_imperial_conquest;Maintaining Court Army;;;;;;;;;;;;;x
pledged_to_imperial_conquest_desc;The ruler of this province has pledged troops to the ongoing Imperial Conquest.;;;;;;;;;;;;;x
ipc_festival;Festive Cheer;;;;;;;;;;;;;x
ipc_festival_desc;The peasants of this province have recently enjoyed themselves at a nearby festival.;;;;;;;;;;;;;x


conscripted_imperial_army;Conscripted Levies;;;;;;;;;;;;;x
conscripted_imperial_army_desc;The [Root.Holder.TopLiege.GetTitle] has conscripted most of the soldiers stationed here.;;;;;;;;;;;;;x
conscripted_imperial_army_emperor;Conscript Recruits;;;;;;;;;;;;;x
conscripted_imperial_army_emperor_desc;The imperial capital is recieving an influx of recruits due to the [Root.Holder.GetTitle]'s recent mass conscription.;;;;;;;;;;;;;x



ipc_missions_list_modifier;Assignable Missions;;;;;;;;;;;;;x
ipc_missions_list_modifier_desc;\n§Y*§! §YMission:§! Build Imperial Road, can be assigned by §Gright-clicking§! on a county's title shield.\n§Y*§! §YMission:§! Improve Imperial Capital, can be assigned by §Gright-clicking§! on your own portrait.\n§Y*§! §YMission:§! Organize Military Drill, can be assigned by §Gright-clicking§! on on your own portrait.\n§Y*§! §YMission:§! Distribute Levy Recompense, can be assigned by §Gright-clicking§! on your own portrait.\n§Y*§! §YMission:§! Imperial Conquest, can be assigned by §Gright-clicking§! on a foreign non-titular duchy title.\n§Y*§! §YMission:§! Convert to Liege Culture, can be assigned by §Gright-clicking§! on a vassal's portrait.\n§Y*§! §YMission:§! Organize Festival, can be assigned by §Gright-clicking§! on your own portrait.\n§Y*§! §YMission:§! Investigate Secret Cults, can be assigned by §Gright-clicking§! on your own portrait.\n§Y*§! §YMission:§! Infiltrate Court, can be assigned by §Gright-clicking§! on a foreign independent ruler.;;;;;;;;;;;;;x

imperial_regent_modifier;Imperial Regent;;;;;;;;;;;;;x
imperial_regent_modifier_desc;\n§Y*§! Can assign and revoke §MImperial Offices§! to rank 3 members by §Gright-clicking§! on their portraits;;;;;;;;;;;;;x
imperial_seneschal_modifier;Imperial Seneschal;;;;;;;;;;;;;x
imperial_seneschal_modifier_desc;\n§Y*§! §YPower:§! Levy Extra Tax\n§Y*§! §YMission:§! Build Imperial Road, can be assigned by §Gright-clicking§! on a county's title shield.\n§Y*§! §YMission:§! Improve the Imperial Capital, can be assigned by §Gright-clicking§! on your own portrait.;;;;;;;;;;;;;x
imperial_marshal_modifier;Imperial Marshal;;;;;;;;;;;;;x
imperial_marshal_modifier_desc;\n§Y*§! §YPower:§! Invite Imperial Commander\n§Y*§! §YMission:§! Organize Military Drill, can be assigned by §Gright-clicking§! on on your own portrait.\n§Y*§! §YMission:§! Distribute Levy Recompense, can be assigned by §Gright-clicking§! on your own portrait.\n§Y*§! §YMission:§! Imperial Conquest, can be assigned by §Gright-clicking§! on a foreign non-titular duchy title.;;;;;;;;;;;;;x
imperial_lawkeeper_modifier;Imperial Lawkeeper;;;;;;;;;;;;;x
imperial_lawkeeper_modifier_desc;\n§Y*§! §YPower:§! Order to Leave Factions, can be accessed by §Gright-clicking§! on the portrait of a vassal in your realm.\n§Y*§! §YMission:§! Convert to Liege Culture, can be assigned by §Gright-clicking§! on a vassal's portrait.\n§Y*§! §YMission:§! Organize Festival, can be assigned by §Gright-clicking§! on your own portrait.;;;;;;;;;;;;;x
imperial_spymaster_modifier;Imperial Spymaster;;;;;;;;;;;;;x
imperial_spymaster_modifier_desc;\n§Y*§! §YPower:§! Declare Traitor, can be accessed by §Gright-clicking§! on the portrait of a vassal in your realm.\n§Y*§! §YMission:§! Investigate Secret Cults, can be assigned by §Gright-clicking§! on your own portrait.\n§Y*§! §YMission:§! Infiltrate Court, can be assigned by §Gright-clicking§! on a foreign independent ruler.;;;;;;;;;;;;;x

imperial_office_bonus;Imperial Office Efficiency;;;;;;;;;;;;;x
imperial_office_bonus_desc;As this character keeps issuing successful missions, [Root.GetSheHe] becomes more adept at choosing the correct person for the job.;;;;;;;;;;;;;x




###society modifiers
#imperial_regent_modifier;Imperial Regent leads the Court;;;;;;;;;;;;;x
#imperial_seneschal_modifier;An Imperial Seneschal is Assigned;;;;;;;;;;;;;x
#imperial_marshal_modifier;An Imperial Marshal is Assigned;;;;;;;;;;;;;x
#imperial_lawkeeper_modifier;An Imperial Lawkeeper is Assigned;;;;;;;;;;;;;x
ipc_successful_generic_mission;Successful Minor Missions;;;;;;;;;;;;;x
ipc_successful_generic_mission_stacked;Successful Minor Missions;;;;;;;;;;;;;x
ipc_failed_generic_mission;Failed Minor Missions;;;;;;;;;;;;;x
ipc_failed_generic_mission_stacked;Failed Minor Missions;;;;;;;;;;;;;x
ipc_successful_realm_mission;Successful Realm Missions;;;;;;;;;;;;;x
ipc_successful_realm_mission_stacked;Successful Realm Missions;;;;;;;;;;;;;x
ipc_failed_realm_mission;Failed Realm Missions;;;;;;;;;;;;;x
ipc_failed_realm_mission_stacked;Failed Realm Missions;;;;;;;;;;;;;x
ipc_successful_foreign_mission;Successful Foreign Missions;;;;;;;;;;;;;x
ipc_successful_foreign_mission_stacked;Successful Foreign Missions;;;;;;;;;;;;;x
ipc_failed_foreign_mission;Failed Foreign Missions;;;;;;;;;;;;;x
ipc_failed_foreign_mission_stacked;Failed Foreign Missions;;;;;;;;;;;;;x
ipc_successful_imperial_conquest;Successful Imperial Conquests;;;;;;;;;;;;;x
ipc_successful_imperial_conquest_stacked;Successful Imperial Conquests;;;;;;;;;;;;;x
ipc_failed_imperial_conquest;Failed Imperial Conquests;;;;;;;;;;;;;x
ipc_failed_imperial_conquest_stacked;Failed Imperial Conquests;;;;;;;;;;;;;x


ipc_successful_faction_takeover;Successful Palace Coup;;;;;;;;;;;;;x
ipc_successful_faction_takeover_stacked;Successful Palace Coup;;;;;;;;;;;;;x
ipc_failed_faction_takeover;Failed Palace Coup;;;;;;;;;;;;;x
ipc_failed_faction_takeover_stacked;Failed Palace Coup;;;;;;;;;;;;;x


ipc_conscripted_court_levies;Conscripted Court Levies;;;;;;;;;;;;;x
ipc_conscripted_court_levies_stacked;Conscripted Court Levies;;;;;;;;;;;;;x
ipc_magnanimous_emperor;Magnanimous [Root.TopLiege.GetTitle];;;;;;;;;;;;;x
ipc_magnanimous_emperor_stacked;Magnanimous [Root.TopLiege.GetTitle];;;;;;;;;;;;;x

####timers####
influence_modifier_timer;society influence timer;;;;;;;;;;;;;x
influence_modifier_timer_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
ipc_random_mission_timer;random mission timer;;;;;;;;;;;;;x
ipc_random_mission_timer_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
ipc_donate_to_court_power_timer;donation timer;;;;;;;;;;;;;x
ipc_donate_to_court_power_timer_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
ipc_visit_imperial_capital_power_timer;visit capital timer;;;;;;;;;;;;;x
ipc_visit_imperial_capital_power_timer_desc;;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
ipc_employ_imperial_commander_power_timer;invite imperial commander timer;;;;;;;;;;;;;x
ipc_employ_imperial_commander_power_timer_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
ipc_declare_traitor_spymaster_power_timer;declare traitor timer;;;;;;;;;;;;;x
ipc_declare_traitor_spymaster_power_timer_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
ipc_levy_extra_tax_seneschal_power_timer;extra tax timer;;;;;;;;;;;;;x
ipc_levy_extra_tax_seneschal_power_timer_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
faction_ipc_takeover_ultimatum_timer;ipc takeover timer;;;;;;;;;;;;;x
faction_ipc_takeover_ultimatum_timer_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
ipc_recently_insulted_timer;recently insulted;;;;;;;;;;;;;x
ipc_recently_insulted_timer_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
fix_bordergore_character_modifier;temp ipc modifier;;;;;;;;;;;;;x
fix_bordergore_character_modifier_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
reduce_ipc_influence_army_levy_timer;conscription timer;;;;;;;;;;;;;x
reduce_ipc_influence_army_levy_timer_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
recompense_timer;Recompense Timer;;;;;;;;;;;;;x
recompense_timer_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x

####mission notification timers####
#seneschal
quest_ipc_build_imperial_road_success_notification;road success notification;;;;;;;;;;;;;x
quest_ipc_build_imperial_road_success_notification_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
quest_ipc_improve_imperial_capital_success_notification;capital success notification;;;;;;;;;;;;;x
quest_ipc_improve_imperial_capital_success_notification_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
quest_ipc_improve_imperial_capital_failure_notification;capital failure notification;;;;;;;;;;;;;x
quest_ipc_improve_imperial_capital_failure_notification_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
quest_ipc_improve_imperial_capital_building_notification;capital building notification;;;;;;;;;;;;;x
quest_ipc_improve_imperial_capital_building_notification_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x


#marshal
quest_ipc_military_drill_success_notification;drill success notification;;;;;;;;;;;;;x
quest_ipc_military_drill_success_notification_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
quest_ipc_military_drill_failure_notification;drill failure notification;;;;;;;;;;;;;x
quest_ipc_military_drill_failure_notification_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
quest_ipc_distribute_levy_recompense_success_notification;recompense success notification;;;;;;;;;;;;;x
quest_ipc_distribute_levy_recompense_success_notification_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
quest_ipc_distribute_levy_recompense_failure_notification;recompense failure notification;;;;;;;;;;;;;x
quest_ipc_distribute_levy_recompense_failure_notification_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
quest_ipc_imperial_conquest_success_notification;conquest success;;;;;;;;;;;;;x
quest_ipc_imperial_conquest_success_notification_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
quest_ipc_imperial_conquest_failure_notification;conquest failure;;;;;;;;;;;;;x
quest_ipc_imperial_conquest_failure_notification_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x


#lawkeeper
quest_ipc_change_culture_success_notification;change culture success;;;;;;;;;;;;;x
quest_ipc_change_culture_success_notification_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
quest_ipc_change_culture_failure_notification;change culture failure;;;;;;;;;;;;;x
quest_ipc_change_culture_failure_notification_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
quest_ipc_organize_festival_success_notification;festival success;;;;;;;;;;;;;x
quest_ipc_organize_festival_success_notification_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
quest_ipc_organize_festival_failure_notification;festival failure;;;;;;;;;;;;;x
quest_ipc_organize_festival_failure_notification_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x

#spymaster
quest_ipc_investigate_secret_religions_success_notification;investigate success;;;;;;;;;;;;;x
quest_ipc_investigate_secret_religions_success_notification_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
quest_ipc_investigate_secret_religions_failure_notification;investigate failure;;;;;;;;;;;;;x
quest_ipc_investigate_secret_religions_failure_notification_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x

quest_ipc_infiltrate_court_success_notification;infiltrate success;;;;;;;;;;;;;x
quest_ipc_infiltrate_court_success_notification_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
quest_ipc_infiltrate_court_failure_notification;infiltrate failure;;;;;;;;;;;;;x
quest_ipc_infiltrate_court_failure_notification_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x

####Misc Timers####
ipc_large_pledge;large pledge;;;;;;;;;;;;;x
ipc_large_pledge_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
ipc_medium_pledge;medium pledge;;;;;;;;;;;;;x
ipc_medium_pledge_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
ipc_small_pledge;small pledge;;;;;;;;;;;;;x
ipc_small_pledge_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
imperial_conquest_chose_dynasty;chosen dynasty member;;;;;;;;;;;;;x
imperial_conquest_chose_dynasty_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x
imperial_conquest_dynasty_candidate;dynasty candidate;;;;;;;;;;;;;x
imperial_conquest_dynasty_candidate_desc;if you see this please report it on the Imperial Courts mod page;;;;;;;;;;;;;x


############Scripted Triggers############
is_imperial_court_member_trigger_tooltip;Is a member of the Imperial Court;;;;;;;;;;;;;x
is_christian_imperial_court_member_trigger_tooltip;Is a member of a Christian Imperial Court;;;;;;;;;;;;;x
is_muslim_imperial_court_member_trigger_tooltip;Is a member of a Muslim Imperial Court;;;;;;;;;;;;;x
is_pagan_imperial_court_member_trigger_tooltip;Is a member of a Pagan Imperial Court;;;;;;;;;;;;;x
is_eastern_imperial_court_member_trigger_tooltip;Is a member of an Eastern Imperial Court;;;;;;;;;;;;;x
is_unique_imperial_court_member_trigger_tooltip;Is a member of an Unique Imperial Court;;;;;;;;;;;;;x


imperial_court_female_membership_trigger_tooltip;Either a §YParent§! or a §YSpouse§! is the §Y[Root.TopLiege.GetTitle]§!;;;;;;;;;;;;;x
can_join_imperial_court_spouse;§Y[Root.Spouse.GetBestName]§! is landed;;;;;;;;;;;;;x
can_join_imperial_court_heir;Is the heir to a landed title;;;;;;;;;;;;;x
can_join_imperial_court_claim;Has a claim of at least §YDuchy§! rank;;;;;;;;;;;;;x
can_join_imperial_court_castrate_blind;Has NOT been castrated or blinded by the current §Y[Root.TopLiege.GetTitle]§!;;;;;;;;;;;;;x
can_join_imperial_court_trigger_tooltip;Was NOT the previous §Y[Root.TopLiege.GetTitle]§!;;;;;;;;;;;;;x
can_join_imperial_court_trigger_tooltip2;The current §Y[Root.TopLiege.GetTitle]§! must revoke the §MImperial Office§! of [Root.TopLiege.GetImperialRegentAssignableOffice] to join;;;;;;;;;;;;;x

