#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x


####tooltip infos


EVTOPTAipcm.032;I will take direct control!;;;;;;;;;;;;;x
EVTOPTBipcm.032;Award the Imperial Office of [Root.GetImperialRegentAssignableOffice] to [Root.GetNewImperialRegent];;;;;;;;;;;;;x
EVTDESAipcm.033;I have revoked the Imperial Office of [Root.GetImperialRegentAssignableOffice] from [From.GetFullName]. This has surely angered [From.GetHerHim] and may have upset the Imperial Court. Now I must decide who will be the new [Root.GetImperialRegentAssignableOffice].;;;;;;;;;;;;;x
EVTOPTAipcm.033;I will take direct control of the Imperial Court;;;;;;;;;;;;;x
EVTOPTBipcm.033;Award the Imperial Office of [Root.GetImperialRegentAssignableOffice] to [Root.GetNewImperialRegent];;;;;;;;;;;;;x
EVTOPTCipcm.033;I have changed my mind;;;;;;;;;;;;;x
EVTDESAipcm.034;[From.GetBestName] can no longer serve as [Root.GetImperialRegentAssignableOffice] as [From.GetSheHe] has left my domains. Either a replacement must be found or I must lead the Imperial Court myself.;;;;;;;;;;;;;x
EVTOPTAipcm.034;I will assume direct control;;;;;;;;;;;;;x
EVTOPTBipcm.034;Award the Imperial Office of [Root.GetImperialRegentAssignableOffice] to [Root.GetNewImperialRegent];;;;;;;;;;;;;x
EVTOPTCipcm.034;Let the nominated [Root.GetImperialRegentAssignableOffice] serve.;;;;;;;;;;;;;x

#custom loc for other minor title letters
imperial_office_award_intro_emperor;I have decided to honor you with the Imperial Office of;;;;;;;;;;;;;x
imperial_office_award_intro_regent;In the name of [This.TopLiege.GetTitledName], I grant you the Imperial Office of;;;;;;;;;;;;;x
imperial_office_award_outro_emperor;\n\nSigned,\n[FromFrom.GetTitledName];;;;;;;;;;;;;x
imperial_office_award_outro_regent;\nFor the [This.TopLiege.GetTitle].\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x

imperial_office_revoke_intro_emperor;Your services are no longer required. I hereby revoke the Imperial Office of;;;;;;;;;;;;;x
imperial_office_revoke_intro_regent;In the name of [This.TopLiege.GetTitledName], I hereby revoke the Imperial Office of;;;;;;;;;;;;;x
imperial_office_revoke_outro_emperor;\n\nSigned,\n[FromFrom.GetTitledName];;;;;;;;;;;;;x
imperial_office_revoke_outro_regent;\nFor the [This.TopLiege.GetTitle].\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x

#seneschal
EVTDESAipcm.040;To [Root.GetFullName],\n\n[FromFrom.GetImperialOfficeAwardIntro] [FromFrom.GetImperialSeneschalAssignableOffice]. The stewardship of the realm is now in your hands. May it prosper under your care.[FromFrom.GetImperialOfficeAwardOutro];;;;;;;;;;;;;x
EVTOPTAipcm.040;I am honored;;;;;;;;;;;;;x
EVTTOOLTIPAipcm.040;§GNew decisions are available and you will be able to assign Stewardship based missions to lower ranking members§!;;;;;;;;;;;;;x
EVTDESAipcm.041;To [Root.GetFullName],\n\n[FromFrom.GetImperialOfficeRevokeIntro] [FromFrom.GetImperialSeneschalAssignableOffice] from you. Management of the realm's finances should be left to those who are more capable.[FromFrom.GetImperialOfficeRevokeOutro];;;;;;;;;;;;;x
EVTDESBipcm.041;To [Root.GetFullName],\n\nAs you are no longer a subject of [FromFrom.PrimaryTitle.GetName] you can no longer serve the realm as [FromFrom.GetImperialSeneschalAssignableOffice].\nMay [FromFrom.Religion.GetHighGodName] go with you.\n\nSigned,\n[FromFrom.GetTitledName];;;;;;;;;;;;;x
EVTDESCipcm.041;To [Root.GetFullName],\n\nFilthy traitor! I hereby strip you of the Imperial Office of [FromFrom.GetImperialSeneschalAssignableOffice].\nMay [FromFrom.Religion.GetHighGodName] curse your name!\n\nSigned,\n[FromFrom.GetTitledName];;;;;;;;;;;;;x
EVTOPTAipcm.041;I see...;;;;;;;;;;;;;x
EVTTOOLTIPAipcm.041;§RYou will no longer be§! [FromFrom.GetImperialSeneschalAssignableOffice] §Rand will lose all powers associated with the office§!;;;;;;;;;;;;;x
EVTOPTBipcm.041;Oh well.;;;;;;;;;;;;;x
EVTOPTCipcm.041;Your rule is at an end [FromFrom.GetTitledFirstName]!;;;;;;;;;;;;;x
EVTDESAipcm.042;[Root.GetImperialSeneschalAssignableOffice] [From.GetFirstName] has died and [From.GetHerHis] Imperial Office has been left vacant. The burden of the realm's finances is mine once again.;;;;;;;;;;;;;x
EVTOPTAipcm.042;Unfortunate...;;;;;;;;;;;;;x
EVTTOOLTIPAipcm.042;You will once again have full control over the [Root.GetImperialSeneschalAssignableOffice]'s powers;;;;;;;;;;;;;x
EVTDESAipcm.044;To [Root.GetFullName],\n\n[From.GetImperialOfficeAwardIntro] [From.GetImperialSeneschalAssignableOffice]. The stewardship of the realm is now in your hands. May it prosper under your care.[From.GetImperialOfficeAwardOutro];;;;;;;;;;;;;x
EVTOPTAipcm.044;I am honored;;;;;;;;;;;;;x
EVTTOOLTIPAipcm.044;§GNew decisions are available and you will be able to assign Stewardship based missions to lower ranking members§!;;;;;;;;;;;;;x
EVTDESAipcm.046;To [Root.GetFullName],\n\n[From.GetImperialOfficeRevokeIntro] [From.GetImperialSeneschalAssignableOffice] from you. Management of the realm's finances should be left to those who are more capable.[From.GetImperialOfficeRevokeOutro];;;;;;;;;;;;;x
EVTDESBipcm.046;To [Root.GetFullName],\n\nAs you are no longer a subject of [From.TopLiege.PrimaryTitle.GetName] you can no longer serve the realm as [From.GetImperialSeneschalAssignableOffice].\nMay [FromFrom.Religion.GetHighGodName] go with you.\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTDESCipcm.046;To [Root.GetFullName],\n\nYou dare to revolt against the [From.TopLiege.GetTitle]? This treason will not be forgotten.\nMay [From.Religion.GetHighGodName] curse your name!\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTDESDipcm.046;To [Root.GetFullName],\n\nI am pleased to see that you have joined us in our cause. Only together can we overthrow this tyrant!\nMay [From.Religion.GetHighGodName] guide us!\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTOPTAipcm.046;I see...;;;;;;;;;;;;;x
EVTTOOLTIPAipcm.046;§RYou will no longer be§! [From.GetImperialSeneschalAssignableOffice] §Rand will lose all powers associated with the office§!;;;;;;;;;;;;;x
EVTOPTBipcm.046;Oh well.;;;;;;;;;;;;;x
EVTOPTCipcm.046;Down with the [From.TopLiege.GetTitle]!;;;;;;;;;;;;;x
EVTOPTDipcm.046;To victory!;;;;;;;;;;;;;x
EVTDESAipcm.047;[Root.GetImperialSeneschalAssignableOffice] [From.GetFirstName] is no longer a member of the Imperial Court and thus can no longer hold an Imperial Office.;;;;;;;;;;;;;x
EVTOPTAipcm.047;I see...;;;;;;;;;;;;;x
EVTTOOLTIPAipcm.047;You will once again have full control over the [Root.GetImperialSeneschalAssignableOffice]'s powers;;;;;;;;;;;;;x

#marshal
EVTDESAipcm.050;To [Root.GetFullName],\n\n[FromFrom.GetImperialOfficeAwardIntro] [FromFrom.GetImperialMarshalAssignableOffice]. The realm's armies are under your command. May you bring glory to [Root.PrimaryTitle.GetName].[FromFrom.GetImperialOfficeAwardOutro];;;;;;;;;;;;;x
EVTOPTAipcm.050;I am honored;;;;;;;;;;;;;x
EVTTOOLTIPAipcm.050;§GNew decisions are available and you will be able to assign Martial based missions to lower ranking members§!;;;;;;;;;;;;;x
EVTDESAipcm.051;To [Root.GetFullName],\n\n[FromFrom.GetImperialOfficeRevokeIntro] [FromFrom.GetImperialMarshalAssignableOffice] from you. Command of the realm's armies should be left to those who are more capable.[FromFrom.GetImperialOfficeRevokeOutro];;;;;;;;;;;;;x
EVTDESBipcm.051;To [Root.GetFullName],\n\nAs you are no longer a subject of [FromFrom.PrimaryTitle.GetName] you can no longer serve the realm as [FromFrom.GetImperialMarshalAssignableOffice].\nMay [FromFrom.Religion.GetHighGodName] go with you.\n\nSigned,\n[FromFrom.GetTitledName];;;;;;;;;;;;;x
EVTDESCipcm.051;To [Root.GetFullName],\n\nFilthy traitor! I hereby strip you of the Imperial Office of [FromFrom.GetImperialMarshalAssignableOffice].\nMay [FromFrom.Religion.GetHighGodName] curse your name!\n\nSigned,\n[FromFrom.GetTitledName];;;;;;;;;;;;;x
EVTOPTAipcm.051;I see...;;;;;;;;;;;;;x
EVTTOOLTIPAipcm.051;§RYou will no longer be§! [FromFrom.GetImperialMarshalAssignableOffice] §Rand will lose all powers associated with the office§!;;;;;;;;;;;;;x
EVTOPTBipcm.051;Oh well.;;;;;;;;;;;;;x
EVTOPTCipcm.051;Your rule is at an end [FromFrom.GetTitledFirstName]!;;;;;;;;;;;;;x
EVTDESAipcm.052;[Root.GetImperialMarshalAssignableOffice] [From.GetFirstName] has died and [From.GetHerHis] Imperial Office has been left vacant. The burden of commanding the realm's armies is mine once again.;;;;;;;;;;;;;x
EVTOPTAipcm.052;Unfortunate...;;;;;;;;;;;;;x
EVTTOOLTIPAipcm.052;You will once again have full control over the [Root.GetImperialMarshalAssignableOffice]'s powers;;;;;;;;;;;;;x
EVTDESAipcm.054;To [Root.GetFullName],\n\n[From.GetImperialOfficeAwardIntro] [From.GetImperialMarshalAssignableOffice]. The realm's armies are under your command. May you bring glory to [Root.PrimaryTitle.GetName].[From.GetImperialOfficeAwardOutro];;;;;;;;;;;;;x
EVTOPTAipcm.054;I am honored;;;;;;;;;;;;;x
EVTTOOLTIPAipcm.054;§GNew decisions are available and you will be able to assign missions to lower ranking members§!;;;;;;;;;;;;;x
EVTDESAipcm.056;To [Root.GetFullName],\n\n[From.GetImperialOfficeRevokeIntro] [From.GetImperialMarshalAssignableOffice] from you. Command of the realm's armies should be left to those who are more capable.[From.GetImperialOfficeRevokeOutro];;;;;;;;;;;;;x
EVTDESBipcm.056;To [Root.GetFullName],\n\nAs you are no longer a subject of [From.TopLiege.PrimaryTitle.GetName] you can no longer serve the realm as [From.GetImperialMarshalAssignableOffice].\nMay [FromFrom.Religion.GetHighGodName] go with you.\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTDESCipcm.056;To [Root.GetFullName],\n\nYou dare to revolt against the [From.TopLiege.GetTitle]? This treason will not be forgotten.\nMay [From.Religion.GetHighGodName] curse your name!\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTDESDipcm.056;To [Root.GetFullName],\n\nI am pleased to see that you have joined us in our cause. Only together can we overthrow this tyrant!\nMay [From.Religion.GetHighGodName] guide us!\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTOPTAipcm.056;I see...;;;;;;;;;;;;;x
EVTTOOLTIPAipcm.056;§RYou will no longer be§! [From.GetImperialMarshalAssignableOffice] §Rand will lose all powers associated with the office§!;;;;;;;;;;;;;x
EVTOPTBipcm.056;Oh well.;;;;;;;;;;;;;x
EVTOPTCipcm.056;Down with the [From.TopLiege.GetTitle]!;;;;;;;;;;;;;x
EVTOPTDipcm.056;To victory!;;;;;;;;;;;;;x
EVTDESAipcm.057;[Root.GetImperialMarshalAssignableOffice] [From.GetFirstName] is no longer a member of the Imperial Court and thus can no longer hold an Imperial Office.;;;;;;;;;;;;;x
EVTOPTAipcm.057;I see...;;;;;;;;;;;;;x
EVTTOOLTIPAipcm.057;You will once again have full control over the [Root.GetImperialMarshalAssignableOffice]'s powers;;;;;;;;;;;;;x



#lawkeeper
EVTDESAipcm.060;To [Root.GetFullName],\n\n[FromFrom.GetImperialOfficeAwardIntro] [FromFrom.GetImperialLawkeeperAssignableOffice]. You are now the chief representative of the Imperial Court to the people. May you always speak with wisdom![FromFrom.GetImperialOfficeAwardOutro];;;;;;;;;;;;;x
EVTOPTAipcm.060;I am honored;;;;;;;;;;;;;x
EVTTOOLTIPAipcm.060;§GNew decisions are available and you will be able to assign Diplomacy based missions to lower ranking members§!;;;;;;;;;;;;;x
EVTDESAipcm.061;To [Root.GetFullName],\n\n[FromFrom.GetImperialOfficeRevokeIntro] [FromFrom.GetImperialLawkeeperAssignableOffice] from you. The chief ministry should be left to those who are more capable.[FromFrom.GetImperialOfficeRevokeOutro];;;;;;;;;;;;;x
EVTDESBipcm.061;To [Root.GetFullName],\n\nAs you are no longer a subject of [FromFrom.PrimaryTitle.GetName] you can no longer serve the realm as [FromFrom.GetImperialLawkeeperAssignableOffice].\nMay [FromFrom.Religion.GetHighGodName] go with you.\n\nSigned,\n[FromFrom.GetTitledName];;;;;;;;;;;;;x
EVTDESCipcm.061;To [Root.GetFullName],\n\nFilthy traitor! I hereby strip you of the Imperial Office of [FromFrom.GetImperialLawkeeperAssignableOffice].\nMay [FromFrom.Religion.GetHighGodName] curse your name!\n\nSigned,\n[FromFrom.GetTitledName];;;;;;;;;;;;;x
EVTOPTAipcm.061;I see...;;;;;;;;;;;;;x
EVTTOOLTIPAipcm.061;§RYou will no longer be§! [FromFrom.GetImperialLawkeeperAssignableOffice] §Rand will lose all powers associated with the office§!;;;;;;;;;;;;;x
EVTOPTBipcm.061;Oh well.;;;;;;;;;;;;;x
EVTOPTCipcm.061;Your rule is at an end [FromFrom.GetTitledFirstName]!;;;;;;;;;;;;;x
EVTDESAipcm.062;[Root.GetImperialLawkeeperAssignableOffice] [From.GetFirstName] has died and [From.GetHerHis] Imperial Office has been left vacant. The burden of maintaining order is mine once again.;;;;;;;;;;;;;x
EVTOPTAipcm.062;Unfortunate...;;;;;;;;;;;;;x
EVTTOOLTIPAipcm.062;You will once again have full control over the [Root.GetImperialLawkeeperAssignableOffice]'s powers;;;;;;;;;;;;;x
EVTDESAipcm.064;To [Root.GetFullName],\n\n[From.GetImperialOfficeAwardIntro] [From.GetImperialLawkeeperAssignableOffice]. You are now the chief representative of the Imperial Court to the people. May you always speak with wisdom![From.GetImperialOfficeAwardOutro];;;;;;;;;;;;;x
EVTOPTAipcm.064;I am honored;;;;;;;;;;;;;x
EVTTOOLTIPAipcm.064;§GNew decisions are available and you will be able to assign Diplomacy based missions to lower ranking members§!;;;;;;;;;;;;;x
EVTDESAipcm.066;To [Root.GetFullName],\n\n[From.GetImperialOfficeRevokeIntro] [From.GetImperialLawkeeperAssignableOffice] from you. The chief ministry should be left to those who are more capable.[From.GetImperialOfficeRevokeOutro];;;;;;;;;;;;;x
EVTDESBipcm.066;To [Root.GetFullName],\n\nAs you are no longer a subject of [From.TopLiege.PrimaryTitle.GetName] you can no longer serve the realm as [From.GetImperialLawkeeperAssignableOffice].\nMay [FromFrom.Religion.GetHighGodName] go with you.\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTDESCipcm.066;To [Root.GetFullName],\n\nYou dare to revolt against the [From.TopLiege.GetTitle]? This treason will not be forgotten.\nMay [From.Religion.GetHighGodName] curse your name!\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTDESDipcm.066;To [Root.GetFullName],\n\nI am pleased to see that you have joined us in our cause. Only together can we overthrow this tyrant!\nMay [From.Religion.GetHighGodName] guide us!\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTOPTAipcm.066;I see...;;;;;;;;;;;;;x
EVTTOOLTIPAipcm.066;§RYou will no longer be§! [From.GetImperialLawkeeperAssignableOffice] §Rand will lose all powers associated with the office§!;;;;;;;;;;;;;x
EVTOPTBipcm.066;Oh well.;;;;;;;;;;;;;x
EVTOPTCipcm.066;Down with the [From.TopLiege.GetTitle]!;;;;;;;;;;;;;x
EVTOPTDipcm.066;To victory!;;;;;;;;;;;;;x
EVTDESAipcm.067;[Root.GetImperialLawkeeperAssignableOffice] [From.GetFirstName] is no longer a member of the Imperial Court and thus can no longer hold an Imperial Office.;;;;;;;;;;;;;x
EVTOPTAipcm.067;I see...;;;;;;;;;;;;;x
EVTTOOLTIPAipcm.067;You will once again have full control over the [Root.GetImperialLawkeeperAssignableOffice]'s powers;;;;;;;;;;;;;x



#spymaster
EVTDESAipcm.070;To [Root.GetFullName],\n\n[FromFrom.GetImperialOfficeAwardIntro] [FromFrom.GetImperialSpymasterAssignableOffice]. The realm's subtle affairs are now under your watch. May your eyes never be deceived![FromFrom.GetImperialOfficeAwardOutro];;;;;;;;;;;;;x
EVTOPTAipcm.070;I am honored;;;;;;;;;;;;;x
EVTTOOLTIPAipcm.070;§GNew decisions are available and you will be able to assign missions to lower ranking members§!;;;;;;;;;;;;;x
EVTDESAipcm.071;To [Root.GetFullName],\n\n[FromFrom.GetImperialOfficeRevokeIntro] [FromFrom.GetImperialSpymasterAssignableOffice] from you. Such delicate matters should be left to those who are more capable.[FromFrom.GetImperialOfficeRevokeOutro];;;;;;;;;;;;;x
EVTDESBipcm.071;To [Root.GetFullName],\n\nAs you are no longer a subject of [FromFrom.PrimaryTitle.GetName] you can no longer serve the realm as [FromFrom.GetImperialSpymasterAssignableOffice].\nMay [FromFrom.Religion.GetHighGodName] go with you.\n\nSigned,\n[FromFrom.GetTitledName];;;;;;;;;;;;;x
EVTDESCipcm.071;To [Root.GetFullName],\n\nFilthy traitor! I hereby strip you of the Imperial Office of [FromFrom.GetImperialSpymasterAssignableOffice].\nMay [FromFrom.Religion.GetHighGodName] curse your name!\n\nSigned,\n[FromFrom.GetTitledName];;;;;;;;;;;;;x
EVTOPTAipcm.071;I see...;;;;;;;;;;;;;x
EVTTOOLTIPAipcm.071;§RYou will no longer be§! [FromFrom.GetImperialSpymasterAssignableOffice] §Rand will lose all powers associated with the office§!;;;;;;;;;;;;;x
EVTOPTBipcm.071;Oh well.;;;;;;;;;;;;;x
EVTOPTCipcm.071;Your reign is at an end [FromFrom.GetTitledFirstName]!;;;;;;;;;;;;;x
EVTDESAipcm.072;[Root.GetImperialSpymasterAssignableOffice] [From.GetFirstName] has died and [From.GetHerHis] Imperial Office has been left vacant. The burden of the realm's subtle affairs is mine once again.;;;;;;;;;;;;;x
EVTOPTAipcm.072;Unfortunate...;;;;;;;;;;;;;x
EVTTOOLTIPAipcm.072;You will once again have full control over the [Root.GetImperialSpymasterAssignableOffice]'s powers;;;;;;;;;;;;;x
EVTDESAipcm.074;To [Root.GetFullName],\n\n[From.GetImperialOfficeAwardIntro] [From.GetImperialSpymasterAssignableOffice]. The realm's subtle affairs are now under your watch. May your eyes never be deceived![From.GetImperialOfficeAwardOutro];;;;;;;;;;;;;x
EVTOPTAipcm.074;I am honored;;;;;;;;;;;;;x
EVTTOOLTIPAipcm.074;§GNew decisions are available and you will be able to assign missions to lower ranking members§!;;;;;;;;;;;;;x
EVTDESAipcm.076;To [Root.GetFullName],\n\n[From.GetImperialOfficeRevokeIntro] [From.GetImperialSpymasterAssignableOffice] from you. Such delicate matters should be left to those who are more capable.[FromFrom.GetImperialOfficeRevokeOutro];;;;;;;;;;;;;x
EVTDESBipcm.076;To [Root.GetFullName],\n\nAs you are no longer a subject of [From.TopLiege.PrimaryTitle.GetName] you can no longer serve the realm as [From.GetImperialSpymasterAssignableOffice].\nMay [FromFrom.Religion.GetHighGodName] go with you.\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x
