EVTDESCPDP.8;I've asked [appointer.GetTitledFirstName] to nominate [potential_heir.GetDynName] as my successor and therefore future [Root.GetTitle] of [Root.PrimaryTitle.GetBaseName]. Having [potential_heir.GetFirstName] as successor, will make it more likely that the [incumbent.GetOnlyDynastyName] dynasty stays in power, even though this is uncommon among theocracies. Will [appointer.GetSheHe] accept such a demand?;;;;;;;;;;;;;x
EVTOPTAPDP.8;I hope so.;;;;;;;;;;;;;x
EVTDESCPDP.9;[incumbent.GetTitledFirstName] has asked me to appoint [potential_heir.GetDynName] as [incumbent.GetHerHis] Bishop Coadjutor and thereby his deputy. Will I accept this demand?;;;;;;;;;;;;;x
EVTOPTAPDP.9;No, I won't.;;;;;;;;;;;;;x
EVTOPTBPDP.9;An opportunity to fill my treasury?;;;;;;;;;;;;;x
EVTOPTCPDP.9;Of course I will.;;;;;;;;;;;;;x
EVTDESCPDP.10;A message arrived from [appointer.GetTitledFirstName]. [appointer.GetSheHeCap] argued that [potential_heir.GetTitledFirstName] is not suitable for the position of [Root.GetTitle] and will therefore not be nominated as Bishop Coadjutor.;;;;;;;;;;;;;x
EVTOPTAPDP.10;What a pity.;;;;;;;;;;;;;x
EVTDESCPDP.11;A message arrived from [appointer.GetTitledFirstName]. [appointer.GetSheHeCap] wrote me, that [appointer.GetSheHe] sees my point and agrees that [potential_heir.GetFirstName] is qualified. But [appointer.GetSheHe] also explained, that [appointer.GetHerHis] administration is currently overburdened with other, more urgent tasks. Therefore the administerial effort of such a nomination would come with extraordinary costs that [appointer.GetSheHe] is not willing to pay.;;;;;;;;;;;;;x
EVTOPTAPDP.11;Of course I will pay [appointer.GetHerHis] expenses myself.;;;;;;;;;;;;;x
EVTOPTBPDP.11;What a pity.;;;;;;;;;;;;;x
EVTDESCPDP.12;A message arrived from [appointer.GetTitledFirstName]. [appointer.GetSheHeCap] wrote me, that [appointer.GetSheHe] sees my point and agrees that [potential_heir.GetFirstName] is indeed very qualified for the position. [potential_heir.GetSheHeCap] will therefore be made Bishop Coadjutor.;;;;;;;;;;;;;x
EVTOPTAPDP.12;Great news.;;;;;;;;;;;;;x
EVTDESCPDP.13;[incumbent.GetTitledName] accepted to pay me for the nomination.;;;;;;;;;;;;;x
EVTOPTAPDP.13;Good news.;;;;;;;;;;;;;x
EVTDESCPDP.14;[incumbent.GetTitledName] refused to pay me for the nomination.;;;;;;;;;;;;;x
EVTOPTAPDP.14;What a pity.;;;;;;;;;;;;;x
EVTDESCPDP.78;[Root.RelHead.GetTitledName] has decided to appoint me to the College of Cardinals. From now on until the end of my life, I shall be a member of the Holy College of Cardinals.;;;;;;;;;;;;;x
EVTOPT_a_PDP.78;Thank God, my dreams came true.;;;;;;;;;;;;;x
EVTOPT_b_PDP.78;I feel honoured, but I do not believe that I am worthy.;;;;;;;;;;;;;x
EVTOPT_b_PDP.78_tooltip;[Root.GetTitledName] will never be appointed Cardinal.;;;;;;;;;;;;;x
EVTDESCPDP.81_declining;I have though over it for a long time, but I finally came to the conclusion: Becoming Pope is not what I desire. I'd rather like to stay here and take care of my homelands, than to go to Rome.;;;;;;;;;;;;;x
EVTDESCPDP.81_accepting;I don't know why I thought that being Pope is nothing to for me... If God wishes to make me Pope, who am I to say no?.;;;;;;;;;;;;;x
EVTOPT_a_PDP.81;So be it.;;;;;;;;;;;;;x
EVTDESCPDP.85;Religion has always been an important part in my life. Now I have decided that I should take one step further and dedicate my life to God. Therefore I asked [Root.RelHead.GetTitledName] to consecrate me and make me Bishop of [Root.PrimaryTitle.GetBaseName].;;;;;;;;;;;;;x
EVTOPT_a_PDP.85;The Kingdom of God will come.;;;;;;;;;;;;;x
EVTOPT_b_PDP.85;Wait, this means that I'm not allowed to marry?;;;;;;;;;;;;;x
PDP_become_theocracy;Become a Theocracy.;;;;;;;;;;;;;x
opinion_PDP_became_theocracy;Became Bishop.;;;;;;;;;;;;;x
EVTDESCPDP.80;After the death of [From.GetTitledName], the College of Cardinals came together to appoint his successor. Many of my fellow colleges suggested that I should become Pope. But I didn't feel worthy enough, so I declined. I suggest Cardinal [nextPope.GetDynName] instead.;;;;;;;;;;;;;x
EVTOPT_a_PDP.80;Long may [nextPope.GetSheHe] live!;;;;;;;;;;;;;x
PDP_switch_become_pope_wish;Think about declining the Papacy;;;;;;;;;;;;;x
PDP_switch_become_pope_wish_desc;Decide if I will accept becoming Pope, should I ever be elected.;;;;;;;;;;;;;x
EVTDESCPDP.50;I've decided to name [archdeacon.GetTitledName] Bishop Coadjutor of the [bishop.PrimaryTitle.GetFullBaseName]. [archdeacon.GetSheHeCap] will serve [bishop.GetTitledName] as deputy and help him administrating his diocese.;;;;;;;;;;;;;x
EVTOPT_a_PDP.50;God bless [archdeacon.GetHerHim].;;;;;;;;;;;;;x
EVTDESCPDP.61;Now that I am Pope, I shall hold my first mass in [Root.Capital.GetName]. Everyone will listen carefully what I have to say, since the issues I address today will likely be the most important ones of my reign. So what will I preach?;;;;;;;;;;;;;x
EVTOPT_a_PDP.61;I believe that everyone should seek to live a more pious life.;;;;;;;;;;;;;x
EVTOPT_b_PDP.61;God wants us to let the infidels crumble!;;;;;;;;;;;;;x
EVTOPT_c_PDP.61;Reconciliation and Charity are the main principles of Christianity.;;;;;;;;;;;;;x
EVTOPT_d_PDP.61;We shall uphold the civil order on earth and respect the law.;;;;;;;;;;;;;x
EVTDESCPDP.65;[triggered_by.GetTitledName] suggests to honour the services of [bishop.GetTitledName] to the Church and God by making [bishop.GetHerHim] a potential candidate for the next open seat in the College of Cardinals. As a member of the College, I am allowed to vote on this matter.;;;;;;;;;;;;;x
EVTOPT_a_PDP.65;I agree. [bishop.GetTitledFirstName] is a pious [bishop.GetManWoman].;;;;;;;;;;;;;x
EVTOPT_b_PDP.65;Actually, I don't believe that [bishop.GetSheHe] is a good choice.;;;;;;;;;;;;;x
EVTDESCPDP.66;I see your point. [bishop.GetTitledName] is a pious servant of God and would make a great Cardinal. I will support his nomination.;;;;;;;;;;;;;x
EVTOPT_a_PDP.66;Great.;;;;;;;;;;;;;x
EVTOPT_a2_PDP.68;Then invite [bishop.GetTitledName] to [Root.Capital.GetName].;;;;;;;;;;;;;x
EVTDESCPDP.77;Everyone expected me to appoint Cardinals and fill the vacant seats, but I did nothing. Now they mock me, spread rumours about me, believe that I want to abolish the College of Cardinals. Where ever I go, people don't seem to appreciate that I denied the College its Rights.;;;;;;;;;;;;;x
EVTOPT_a_PDP.77;What have I done?;;;;;;;;;;;;;x
EVTDESCPDP.76;Today, influential members of the Holy Roman Church indicated that they're not happy with the current state of the College of Cardinals. According to the laws of our faith, given to mankind by God himself, there should always be a College of Cardinals to assist and advice My Holiness. However, the number of Cardinals is currently just [Root.num_cardinals.GetValue], instead of 9. This must change.;;;;;;;;;;;;;x
EVTOPT_a_PDP.76;I promise to appoint more Cardinals. How about [possible_cardinal.GetTitledFirstName]?;;;;;;;;;;;;;x
PDP_will_be_made_cardinal;With the backing of the members of the College, I can make [bishop.GetHerHim] Cardinal right now.;;;;;;;;;;;;;x
EVTDESCPDP.68_accepted;The members of the College of Cardinals have voted. A majority of [Root.PDP_votes_yes.GetValue] members has decided to support my nomination of [bishop.GetTitledName] and accept [bishop.GetHerHim] as a candidate for a seat in the College.;;;;;;;;;;;;;x
EVTDESCPDP.68_declined;The members of the College of Cardinals have voted. Unfortunately only [Root.PDP_votes_yes.GetValue] of them have voted in favour of [bishop.GetTitledName], so [bishop.GetSheHe] is not accepted by the College.;;;;;;;;;;;;;x
EVTOPT_a_PDP.68;Good news.;;;;;;;;;;;;;x
EVTOPT_b_PDP.68;To be honest, they are right.;;;;;;;;;;;;;x
EVTOPT_c_PDP.68;I am the Pope, therefore I am second only to God himself!;;;;;;;;;;;;;x
EVTDESCPDP.70;[triggered_by.GetTitledName] suggests to honour the services of [bishop.PrimaryTitle.GetRulerTitle] [bishop.GetFirstName] of [bishop.PrimaryTitle.GetBaseName] to the Church and God by making [bishop.GetHerHim] a Cardinal. As a member of the College, I am allowed to vote on this matter.;;;;;;;;;;;;;x
EVTOPT_a_PDP.70;I agree. [bishop.GetTitledFirstName] is a pious [bishop.GetManWoman].;;;;;;;;;;;;;x
EVTOPT_b_PDP.70;Actually, I don't believe that [bishop.GetSheHe] is a good choice.;;;;;;;;;;;;;x
PDP_chance_that_others_cardinals_accept;Estimated chance for the majority of Cardinals to agree with you.;;;;;;;;;;;;;x
EVTDESCPDP.71;I wasn't the only one who didn't agree to nominate [bishop.GetTitledName] for such a high position in the Church. The majority of the Cardinals expressed concerns about [bishop.GetHerHis] qualifications. [triggered_by.GetTitledName] was convinced to not appoint [bishop.GetTitledFirstName] as Cardinal.;;;;;;;;;;;;;x
EVTOPT_a_PDP.71;A good day for the Church.;;;;;;;;;;;;;x
PDP_not_appointed_any_cardinals;Untrustworthy Pope;;;;;;;;;;;;;x
PDP_not_appointed_any_cardinals_desc;This Pope tried to abolish the powers of the College of Cardinals. He didn't appoint any new Cardinals, thereby diminishing their numbers and maximising his power and control of the Church. But my deed did not stay unnoticed: Many people have lost their faith in his rule, some even say he's the Devil himself. Turbulent years are lying ahead.;;;;;;;;;;;;;x
ignored_college_of_cardinals;Ignored College Of Cardinals;;;;;;;;;;;;;x
ignored_college_of_cardinals_desc;This Pope nominated a Bishop as Cardinal without the consent of the College of Cardinals.;;;;;;;;;;;;;x
PDP_will_be_allowed_as_cardinal;Will be allowed to become a Cardinal.;;;;;;;;;;;;;x
PDP_pre_nominate_cardinal;Suggest as Cardinal;;;;;;;;;;;;;x
PDP_pre_nominate_cardinal_desc;Ask the members of the College of Cardinals, to accept [Root.GetHerHim] as potential Cardinal. They may reject. If they accept, you'll be able to appoint him as Cardinal as soon as there are empty seats in the College.\nFactors for acceptance: Opinion of you and the candidate, learning, age, (not) being of your dynasty.;;;;;;;;;;;;;x
PDP_tooltip_not_declined_lately;Has not been suggested and rejected as potential Cardinal in the last five years.;;;;;;;;;;;;;x
PDP_tooltip_already_accepted;Is not already accepted as a potential Cardinal.;;;;;;;;;;;;;x
PDP_pope_invest_bishop;Invest Bishop;;;;;;;;;;;;;x
PDP_pope_invest_bishop_desc;Appoint a Successor.;;;;;;;;;;;;;x
EVTDESCPDP.41;As [Root.PrimaryTitle.GetRulerTitle] I've sworn an oath to not father any children. But everyone suspects that [From.GetFirstName] is my child. Will I acknowledge my sins?;;;;;;;;;;;;;x
EVTOPT_a_PDP.41;It was just an accident. I didn't want it. It just happened...;;;;;;;;;;;;;x
EVTOPT_b_PDP.41;I promise by God that I won't let it happen again.;;;;;;;;;;;;;x
EVTOPT_c_PDP.41;There's only one way to prevent me from sinning ever again...;;;;;;;;;;;;;x
EVTOPT_d_PDP.41;Tell everyone its the child of my brother...;;;;;;;;;;;;;x
PDP_vassalize_bishopric;The Bishopric will become a vassal of [Root.GetTitledName].;;;;;;;;;;;;;x
PDP_county_theocracy_desc;Seize the county. Be aware that it will grant it to the owner of the Bishopric, which doesn't have to be your character. If you aren't a duke, this might make him independent.;;;;;;;;;;;;;x
CB_NAME_PDP_COUNTY_THEOCRACY;Seize [Title.GetBaseName] for the Church;;;;;;;;;;;;;x
WAR_NAME_PDP_COUNTY_THEOCRACY;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Conquest of $OTHER_TITLE$;;;;;;;;;;;;;x
CB_NAME_PDP_BISHOPRIC;Seigniory over [Title.GetFullBaseName];;;;;;;;;;;;;x
PDP_bishopric_desc;Declare a war to vassalize the Bishopric.;;;;;;;;;;;;;x
WAR_NAME_PDP_BISHOPRIC;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Vassalisation of $OTHER_TITLE$;;;;;;;;;;;;;x
PDP_create_a_dynasty;Found a Dynasty;;;;;;;;;;;;;x
PDP_allow_cardinals;Enable Cardinal Appointment;;;;;;;;;;;;;x
PDP_allow_cardinals_desc;This save was started with an old version of the mod. Therefore a necessary global flag is not set yet, which prevents Cardinals from existing. Click this button to set it.;;;;;;;;;;;;;x
PDP_courtier_or_vassal;Has to be a courtier who does not inherit, or vassal of [From.GetTitledName].;;;;;;;;;;;;;x
PDP_ask_nominate_successor;Ask to nominate Bishop Coadjutor;;;;;;;;;;;;;x
PDP_cardinal_petition_for_council;Petition to be on the council;;;;;;;;;;;;;x
PDP_cardinal_petition_for_council_desc;As a cardinal, I should be Court Chaplain.;;;;;;;;;;;;;x
PDP_ask_nominate_successor_desc;Ask [Root.GetTitledFirstName] to nominate this character as Bishop Coadjutor. Making someone Bishop Coadjutor greatly increases his chances of being elected as your successor, as he is seen as your co-ruler.;;;;;;;;;;;;;x
PDP_becomes_heir;[potential_heir.GetFirstName] becomes Bishop Coadjutor.;;;;;;;;;;;;;x
title_PDP_archdeacon;Bishop Coadjutor;;;;;;;;;;;;;x
PDP_archdeacon_condition;Has to be appointed by a higher authority;;;;;;;;;;;;;x
title_PDP_archdeacon_desc;In the Roman Catholic Church, a coadjutor bishop is an immediate collaborator of the diocesan bishop, similar to an auxiliary bishop. However, unlike auxiliary bishops, coadjutors are given the right of succession to the episcopal see. When the diocesan bishop dies, retires, resigns, or is reassigned, the coadjutor has a higher chance of being the next bishop of the local Church (diocese). Until then, the diocesan bishop appoints the coadjutor to act as vicar general. \nYou must convince the character responsible for nominating your Bishop Coadjutor (e.g. religious head) to nominate the character you wish. Being Bishop Coadjutor makes it much more likely to be elected as your successor.;;;;;;;;;;;;;x
PDP_cardinal;Cardinal;;;;;;;;;;;;;x
PDP_mark_as_player_heir;Set as preferred dynasty member;;;;;;;;;;;;;x
PDP_mark_as_player_heir_desc;In case you loose all your titles, but this character stays a theocracy, you will continue to play as him.;;;;;;;;;;;;;x
PDP_pope_has_to_appoint_cardinals;You are expected to fill the vacant seats of the College of Cardinals within the next year. If you don't do anything, there will be severe consequences.;;;;;;;;;;;;;x
PDP_nominate_cardinal;Appoint Cardinal;;;;;;;;;;;;;x
PDP_nominate_cardinal_desc;[Root.GetTitledName] is a pious man and should serve as Cardinal.;;;;;;;;;;;;;x
PDP_nominate_cardinal_dean;Appoint Cardinal-Dean;;;;;;;;;;;;;x
PDP_nominate_cardinal_dean_desc;The Dean of the Sacred College of Cardinals is the dean of the College of Cardinals in the Roman Catholic Church. The Dean presides over the College of Cardinals, serving as primus inter pares in the college. The Dean is often, but not necessarily, the longest-serving member of the whole College.;;;;;;;;;;;;;x
PDP_nominate_cardinal_nephew;Appoint Cardinal-Nephew;;;;;;;;;;;;;x
PDP_nominate_cardinal_nephew_desc;A Cardinal-nephew was a cardinal elevated by a pope who was that cardinal's relative. The practice of creating cardinal-nephews originated in the Middle Ages, and reached its apex during the 16th and 17th centuries.;;;;;;;;;;;;;x
PDP_cardinal_desc;This character is a Cardinal.;;;;;;;;;;;;;x
title_cardinal_nephew_desc;A Cardinal-nephew was a cardinal elevated by a pope who was that cardinal's relative. The practice of creating cardinal-nephews originated in the Middle Ages, and reached its apex during the 16th and 17th centuries.;;;;;;;;;;;;;x
title_cardinal_nephew;Cardinal-Nephew;Cardinal-Neveu;Kardinalnepot;;;;;;;;;;;x
title_cardinal_dean;Cardinal Dean;Cardinal Doyen;Kardinaldekan;;;;;;;;;;;x
title_cardinal_dean_desc;The Dean of the Sacred College of Cardinals is the dean of the College of Cardinals in the Roman Catholic Church. The Dean presides over the College of Cardinals, serving as primus inter pares in the college. The Dean is often, but not necessarily, the longest-serving member of the whole College.;;;;;;;;;;;;;x
PDP_college_has_supported_as_cardinal_tooltip;Must have been suggested as potential candidate for the College of Cardinals.;;;;;;;;;;;;;x
PDP_end_antipapacy;End Antipapacy;;;;;;;;;;;;;x
PDP_end_antipapacy_desc;Force [ROOT.GetTitledName] to stop challenging the authority of the only true Pope.;;;;;;;;;;;;;x
succ_playable_non_catholic_bishopric;Theocracy Succession;;;;;;;;;;;;;x
playable_non_catholic_bishopric_succession;Theocracy Succession;;;;;;;;;;;;;x
succ_playable_non_catholic_bishopric_desc;An elective succession.;;;;;;;;;;;;;x
playable_non_catholic_bishopric_succession_desc;An elective succession.;;;;;;;;;;;;;x
playable_non_catholic_theocracy_government;Theocracy;;;;;;;;;;;;;x
playable_non_catholic_theocracy_government_desc;Playable Theocracy (non catholic).\n The heir to the titles is elected, so make sure that the electors vote for a heir of your dynasty, because otherwise you will loose the titles.;;;;;;;;;;;;;x
playable_theocracy_government;Theocracy;;;;;;;;;;;;;x
playable_theocracy_government_desc;Playable Theocracy.\n The heir to the titles is elected, so make sure your liege/the pope (depending on your investure laws) votes for a heir of your dynasty, because otherwise you will loose the titles. If you have other landed dynasty members (preferably theocracies), you will continue as them. \nKeep in mind that the election of Popes has been changed and there will be a sede vacante.\nLike Merchant Republics, Theocracies have their own kind Casus Belli, which allows them to become rightful liege of nearby bishoprics and, if they control the bishopric of a county, to conquer the whole county.\n\nMany more options can be found in the 'Offmap Church' Panel next to the minimap. Note: It will not be accessible, if you are currently under the rule of an Antipope. If you imprison the antipope or his top liege, you can forcefully end the antipapacy.;;;;;;;;;;;;;x
EVTDESCPDP.30;As Cardinal and member of the College of Cardinals, I have a right to be Court Chaplain of [Root.Liege.GetTitledFirstName]. Therefore I've asked [ROOT.Liege.GetHerHim] to give me a place on [Root.Liege.GetHerHis] council.;;;;;;;;;;;;;x
EVTOPT_a_PDP.30;Will [Root.Liege.GetSheHe] accept?;;;;;;;;;;;;;x
EVTDESCPDP.31;My subject [target_cardinal.GetTitledName] claimed that by the right of his position as Cardinal of the Holy Roman Church, he should be my Court Chaplain.;;;;;;;;;;;;;x
EVTOPT_a_PDP.31;[target_cardinal.GetSheHe] is right.;;;;;;;;;;;;;x
EVTOPT_b_PDP.31;I don't care what the church says!;;;;;;;;;;;;;x
EVTDESCPDP.32;[Root.Liege.GetTitledFirstName] has accepted my demand and made me Court Chaplain. ;;;;;;;;;;;;;x
EVTOPT_a_PDP.32;Good news for the church!;;;;;;;;;;;;;x
EVTDESCPDP.33;[Root.Liege.GetTitledFirstName] declined my request, stating that [Root.Liege.GetSheHe] doesn't believe I'm qualified enough, Cardinal or not.;;;;;;;;;;;;;x
EVTOPT_a_PDP.33;What a pity.;;;;;;;;;;;;;x
EVTOPT_b_PDP.33;I must inform [Root.RelHead.GetTitledFirstName] of this!;;;;;;;;;;;;;x
EVTDESCPDP.34;A letter arrived from [target_cardinal.GetTitledName]. [target_cardinal.GetSheHeCap] informs me that [target_cardinal.GetHerHis] liege, [target_cardinal.Liege.GetTitledName], does employ an unconsecrated Court Chaplain and refused to instead employ [target_cardinal.GetTitledFirstName]. [target_cardinal.GetSheHeCap] asked me to make [target_cardinal.Liege.GetTitledFirstName] understand [target_cardinal.GetTitledFirstName]s cause.;;;;;;;;;;;;;x
EVTOPT_a_PDP.34;Of course I will!;;;;;;;;;;;;;x
EVTOPT_b_PDP.34;[target_cardinal.GetTitledFirstName] can handle this on his own.;;;;;;;;;;;;;x
EVTDESCPDP.35;A letter arrived from His Holyness [From.GetTitledFirstName]. [From.GetSheHeCap] noticed that I did not employ [target_cardinal.GetTitledFirstName] as Court Chaplain. [From.GetTitledFirstName] asks me to admit my mistake and make [target_cardinal.GetTitledFirstName] my Court Chaplain.;;;;;;;;;;;;;x
EVTOPT_a_PDP.35;I will.;;;;;;;;;;;;;x
EVTOPT_b_PDP.35;I don't like him, so he won't be my Court Chaplain, Cardinal or not.;;;;;;;;;;;;;x
EVTDESCPDP.36;A letter arrived from [From.GetHerHis] Holyness [From.GetTitledFirstName]. [From.GetSheHeCap] wrote that it is not [From.GetHerHis] duty to take care of my personal problems.;;;;;;;;;;;;;x
EVTOPT_a_PDP.36;What a pity.;;;;;;;;;;;;;x
EVTDESCPDP.37;[Root.RelHead.GetTitledFirstName] successfully convinced my liege to employ me as [Root.Liege.GetLordSpiritualName].;;;;;;;;;;;;;x
EVTOPT_a_PDP.37;Good news!;;;;;;;;;;;;;x
EVTDESCPDP.38;[Root.RelHead.GetTitledFirstName] did not manage to convince my liege to employ me as [Root.Liege.GetLordSpiritualName], as [Root.Liege.GetTitledFirstName] rejected the authority of [Root.RelHead.GetHerHis] Holyness in this matter.;;;;;;;;;;;;;x
EVTOPT_a_PDP.38;Such a fool!;;;;;;;;;;;;;x
temple_king_christian;Patriarch;;;;;;;;;;;;;x
title_PDP_canon;Canon & Member of the Cathedral Chapter;;;;;;;;;;;;;x
title_PDP_canon_desc;According to Catholic canon law, a cathedral chapter is a college of clerics (chapter) formed to advise a bishop and, in the case of a vacancy of the episcopal see in some countries, to govern the diocese during the vacancy. These chapters are made up of canons.\nThe canons are minor electors in the elective investiture succession system.;;;;;;;;;;;;;x
PDP_join_holy_order;Introduce Into Order;;;;;;;;;;;;;x
PDP_join_holy_order_desc;Make [Root.GetTitledName] a member of your Holy Order. He will take his vows.;;;;;;;;;;;;;x
tooltip_PDP_theocracy_papal_investiture;Papal Investiture;;;;;;;;;;;;;x
tooltip_PDP_theocracy_free_investiture;Free Investiture;;;;;;;;;;;;;x
tooltip_PDP_theocracy_rank_is_pope;[From.GetSheHeCap] is the Pope;;;;;;;;;;;;;x
tooltip_PDP_theocracy_rank_in_church;[From.GetHerHisCap] rank in the church;;;;;;;;;;;;;x
tooltip_PDP_theocracy_is_archdeacon;[From.GetSheHeCap] is the Bishop Coadjutor;;;;;;;;;;;;;x
tooltip_PDP_theocracy_is_cardinal;[From.GetSheHeCap] is a Cardinal;;;;;;;;;;;;;x
tooltip_PDP_theocracy_is_cardinal_dean;[From.GetSheHeCap] is Cardinal-Dean;;;;;;;;;;;;;x
tooltip_PDP_theocracy_low_learning;[From.GetSheHeCap] is not a learned man;;;;;;;;;;;;;x
tooltip_PDP_theocracy_high_learning;[From.GetSheHeCap] is a learned man;;;;;;;;;;;;;x
tooltip_PDP_theocracy_saintly_blood;[From.GetHerHisCap] saintly Blood;;;;;;;;;;;;;x
tooltip_PDP_theocracy_martial_skill;[From.GetHerHisCap] military qualifications;;;;;;;;;;;;;x
